movieId,fight scenes,weapons,chase,predictable,catastrophe,first contact,alter ego,light,good,original,fantasy world,weird,surveillance,vengeance,dialogue,mentor,very funny,fun movie,greed,adaptation,transformation,betrayal,mad scientist,graphic novel,immortality,sacrifice,family,computer animation,life philosophy,melancholic,survival,runaway,creativity,culture clash,drama,not funny,pulp,teen movie,pornography,camp,absurd,sexy,death,stereotypes,childhood,life & death,unlikeable characters,quirky,robert downey jr,internet,writers,too short,awesome soundtrack,trilogy,nudity (full frontal - brief),independent film,islam,god,no plot,remake,underrated,dysfunctional family,multiple storylines,unlikely friendships,women,alternate history,classic car,drinking,simple,queer,island,goth,too long,prejudice,ghosts/afterlife,period piece,farce,irish accent,tokyo,new jersey,british,blindness,california,brothers,nudity (rear),new york city,best of 2005,hospital,wartime,doctors,race,kick-butt women,desert,memory,film noir,ensemble cast,bollywood,80s,indians,hip hop,prison,stand-up comedy,fashion,snakes,russian,single father,road movie,san francisco,1930s,good music,dreams,notable nudity,father daughter relationship,atheism,buddy movie,hotel,kidnapping,small town,workplace,divorce,cancer,foul language,shopping,adoption,stoner movie,los angeles,censorship,interracial romance,reality tv,rebellion,finnish,addiction,made for tv,wilderness,nudity (topless - brief),oil,time,directorial debut,hunting,wine,homeless,australia,french,radio,prostitution,texas,potential oscar nom,lawyer,documentary
"I, Frankenstein (2014)",0.90375,0.8805000000000001,0.8805000000000001,0.8547499999999999,0.8547499999999999,0.90375,0.7737499999999999,0.7737499999999999,0.63975,0.64825,0.94925,0.648,0.3645,0.3435,0.53125,0.44625,0.512,0.2925,0.478,0.413,0.54925,0.3582499999999999,0.8975,0.69275,0.9145,0.3692499999999999,0.2504999999999999,0.1947499999999999,0.3125,0.425,0.2564999999999999,0.22725,0.301,0.1765,0.1952499999999999,0.3025,0.2065,0.2012499999999999,0.2005,0.30425,0.2085,0.24225,0.22525,0.14825,0.11775,0.1745,0.1932499999999999,0.17475,0.0812499999999999,0.17125,0.2339999999999999,0.1302499999999999,0.12375,0.10575,0.23575,0.1855,0.1545,0.55575,0.20975,0.20925,0.1252499999999999,0.138,0.11525,0.1044999999999999,0.18125,0.172,0.1435,0.14475,0.1917499999999999,0.1355,0.1252499999999999,0.69475,0.1594999999999999,0.0939999999999999,0.4265,0.0767499999999999,0.086,0.1594999999999999,0.09425,0.1235,0.1265,0.21225,0.0647499999999999,0.0632499999999999,0.1775,0.0707499999999999,0.03475,0.08975,0.1545,0.1297499999999999,0.11475,0.10675,0.06175,0.0682499999999999,0.1415,0.0384999999999999,0.05775,0.059,0.066,0.0772499999999999,0.0805,0.079,0.06125,0.083,0.09925,0.0534999999999999,0.062,0.064,0.072,0.03475,0.05125,0.092,0.0354999999999999,0.1335,0.0354999999999999,0.0474999999999999,0.0349999999999999,0.0549999999999999,0.0647499999999999,0.0449999999999999,0.0414999999999999,0.0242499999999999,0.05825,0.0635,0.066,0.0339999999999999,0.04325,0.04575,0.0529999999999999,0.028,0.071,0.0737499999999999,0.04975,0.1059999999999999,0.03025,0.0544999999999999,0.03125,0.0374999999999999,0.064,0.0277499999999999,0.0772499999999999,0.0807499999999999,0.0257499999999999,0.0287499999999999,0.0504999999999999,0.0354999999999999,0.024,0.0222499999999999,0.0167499999999999
RoboCop (2014),0.97775,0.97775,0.97775,0.8202499999999999,0.90575,0.9575,0.61825,0.61825,0.8987499999999999,0.88225,0.3475,0.4609999999999999,0.8527499999999999,0.8505,0.72075,0.54875,0.304,0.43925,0.7185,0.424,0.45325,0.7185,0.40825,0.31675,0.42125,0.266,0.3442499999999999,0.2815,0.32875,0.3179999999999999,0.9575,0.3179999999999999,0.3169999999999999,0.2485,0.4225,0.41825,0.18175,0.17125,0.269,0.10625,0.434,0.187,0.25275,0.1555,0.1704999999999999,0.308,0.23775,0.22125,0.2065,0.3199999999999999,0.1709999999999999,0.11525,0.08725,0.27075,0.3695,0.128,0.36,0.1897499999999999,0.09425,0.99075,0.1892499999999999,0.32325,0.145,0.15775,0.1465,0.1347499999999999,0.17725,0.1169999999999999,0.11375,0.137,0.09775,0.0277499999999999,0.10025,0.1765,0.0474999999999999,0.10075,0.08775,0.132,0.216,0.21075,0.09,0.1272499999999999,0.14675,0.0775,0.1295,0.1079999999999999,0.11625,0.10375,0.1277499999999999,0.1392499999999999,0.08725,0.088,0.11075,0.349,0.0959999999999999,0.09075,0.12225,0.2299999999999999,0.0645,0.04775,0.0825,0.0775,0.0665,0.0905,0.0637499999999999,0.123,0.0802499999999999,0.0969999999999999,0.0484999999999999,0.0812499999999999,0.0792499999999999,0.0885,0.069,0.10175,0.0682499999999999,0.072,0.0745,0.075,0.0697499999999999,0.075,0.0627499999999999,0.14075,0.07,0.0847499999999999,0.067,0.0737499999999999,0.132,0.07,0.09475,0.0825,0.0434999999999999,0.066,0.04475,0.04425,0.0379999999999999,0.0625,0.1347499999999999,0.05625,0.027,0.04125,0.0404999999999999,0.026,0.0255,0.0227499999999999,0.04725,0.04275,0.0305,0.04275,0.018
300: Rise of an Empire (2014),0.96275,0.96275,0.96275,0.73075,0.73075,0.715,0.3662499999999999,0.8887499999999999,0.8665,0.8665,0.935,0.7885,0.7015,0.8015000000000001,0.64,0.50275,0.35375,0.42025,0.71475,0.32725,0.351,0.67125,0.2145,0.84825,0.4975,0.5815,0.17025,0.3015,0.28325,0.476,0.2997499999999999,0.27125,0.2957499999999999,0.3472499999999999,0.41625,0.40025,0.26975,0.1865,0.705,0.11125,0.20775,0.33075,0.2997499999999999,0.18325,0.1405,0.2219999999999999,0.0855,0.18725,0.05975,0.1327499999999999,0.1875,0.14675,0.0845,0.18425,0.45425,0.1069999999999999,0.5955,0.46025,0.129,0.28825,0.10325,0.1445,0.14775,0.1377499999999999,0.192,0.2005,0.1555,0.118,0.153,0.15625,0.1257499999999999,0.1014999999999999,0.12175,0.3692499999999999,0.0717499999999999,0.61325,0.065,0.14875,0.209,0.1614999999999999,0.1004999999999999,0.127,0.0647499999999999,0.1267499999999999,0.145,0.0817499999999999,0.1579999999999999,0.09575,0.391,0.0675,0.072,0.0715,0.08775,0.1335,0.09275,0.0404999999999999,0.1267499999999999,0.0569999999999999,0.11325,0.0895,0.0727499999999999,0.0687499999999999,0.05825,0.05075,0.09775,0.06075,0.0647499999999999,0.0434999999999999,0.04725,0.0625,0.078,0.11675,0.05025,0.07,0.05825,0.05525,0.0615,0.05825,0.0474999999999999,0.05975,0.0484999999999999,0.0722499999999999,0.0314999999999999,0.066,0.0595,0.0369999999999999,0.05125,0.05525,0.0334999999999999,0.0787499999999999,0.0715,0.04375,0.0564999999999999,0.05725,0.03,0.08825,0.05675,0.0544999999999999,0.026,0.0569999999999999,0.03225,0.0595,0.03225,0.0187499999999999,0.04175,0.04625,0.0379999999999999,0.0202499999999999,0.023
The Amazing Spider-Man 2 (2014),0.997,0.98075,0.98075,0.98125,0.95425,0.91975,0.997,0.997,0.9105,0.8632500000000001,0.5295,0.43625,0.8487499999999999,0.8852500000000001,0.8069999999999999,0.60375,0.53925,0.4317499999999999,0.33675,0.415,0.59225,0.37825,0.3189999999999999,0.4962499999999999,0.60775,0.68125,0.291,0.21425,0.4549999999999999,0.359,0.25475,0.2867499999999999,0.298,0.2867499999999999,0.40625,0.3435,0.208,0.3442499999999999,0.1599999999999999,0.148,0.1302499999999999,0.10775,0.66675,0.11225,0.206,0.3025,0.287,0.1485,0.392,0.206,0.21875,0.31825,0.18075,0.635,0.1495,0.175,0.09825,0.15725,0.289,0.16775,0.16525,0.14525,0.16675,0.23425,0.1342499999999999,0.10275,0.1614999999999999,0.11925,0.1402499999999999,0.133,0.123,0.05175,0.1897499999999999,0.10975,0.2025,0.0717499999999999,0.0529999999999999,0.10675,0.17725,0.16225,0.1345,0.09675,0.0825,0.1337499999999999,0.09725,0.267,0.062,0.1972499999999999,0.0692499999999999,0.0994999999999999,0.10275,0.0519999999999999,0.023,0.118,0.0815,0.0675,0.1149999999999999,0.0369999999999999,0.0605,0.0939999999999999,0.0727499999999999,0.0737499999999999,0.0895,0.04325,0.12175,0.12325,0.0732499999999999,0.1282499999999999,0.0344999999999999,0.0519999999999999,0.0727499999999999,0.05425,0.0645,0.05275,0.04275,0.0915,0.03025,0.0574999999999999,0.093,0.0752499999999999,0.24725,0.0499999999999999,0.0657499999999999,0.0529999999999999,0.0489999999999999,0.0424999999999999,0.05275,0.062,0.05875,0.03125,0.0369999999999999,0.05775,0.0424999999999999,0.0329999999999999,0.0217499999999999,0.04075,0.1069999999999999,0.03675,0.0135,0.03425,0.06025,0.0222499999999999,0.023,0.0225,0.0285,0.0197499999999999,0.0252499999999999,0.03825,0.0142499999999999
Godzilla (2014),0.93,0.8827499999999999,0.8827499999999999,0.92775,0.901,0.93,0.684,0.64375,0.87375,0.87375,0.734,0.7822499999999999,0.74225,0.5265,0.78,0.553,0.44775,0.4579999999999999,0.7822499999999999,0.3934999999999999,0.51325,0.27225,0.97625,0.1965,0.3655,0.4509999999999999,0.4775,0.3612499999999999,0.40725,0.43325,0.605,0.2865,0.43025,0.41225,0.5265,0.379,0.1942499999999999,0.1445,0.2495,0.2355,0.355,0.1405,0.3015,0.1865,0.214,0.3215,0.2784999999999999,0.1907499999999999,0.10425,0.1885,0.17525,0.083,0.2229999999999999,0.1935,0.19,0.246,0.11375,0.363,0.25225,0.55025,0.1327499999999999,0.5305,0.246,0.18375,0.135,0.27275,0.1965,0.184,0.23225,0.143,0.38475,0.0314999999999999,0.2995,0.149,0.0277499999999999,0.1265,0.1079999999999999,0.11675,0.7562500000000001,0.1992499999999999,0.1124999999999999,0.11175,0.26975,0.1225,0.0775,0.1355,0.172,0.17325,0.11375,0.15525,0.16075,0.06,0.1882499999999999,0.15975,0.093,0.1725,0.11625,0.1089999999999999,0.0595,0.086,0.0745,0.1014999999999999,0.0569999999999999,0.278,0.0667499999999999,0.1365,0.0812499999999999,0.429,0.068,0.131,0.135,0.0627499999999999,0.0865,0.1669999999999999,0.03275,0.0725,0.04875,0.10575,0.10625,0.0792499999999999,0.0905,0.15875,0.0637499999999999,0.05375,0.08,0.0994999999999999,0.03675,0.04375,0.077,0.0534999999999999,0.0237499999999999,0.05625,0.0635,0.0682499999999999,0.0802499999999999,0.1377499999999999,0.08875,0.0697499999999999,0.09125,0.04275,0.0344999999999999,0.0509999999999999,0.0329999999999999,0.05875,0.05675,0.0499999999999999,0.06,0.04025,0.027
Maleficent (2014),0.845,0.59225,0.59225,0.656,0.70675,0.845,0.286,0.4772499999999999,0.8367500000000001,0.80175,0.99625,0.8645,0.407,0.60875,0.5255,0.559,0.34225,0.37975,0.6665,0.6455,0.50525,0.9155,0.3425,0.0762499999999999,0.5395,0.574,0.51725,0.52625,0.31475,0.5835,0.185,0.3672499999999999,0.26675,0.5835,0.3672499999999999,0.311,0.143,0.27925,0.3087499999999999,0.091,0.2095,0.212,0.2774999999999999,0.3325,0.33075,0.2917499999999999,0.0837499999999999,0.1845,0.0605,0.20725,0.1942499999999999,0.18725,0.16425,0.15925,0.1957499999999999,0.3087499999999999,0.22125,0.0732499999999999,0.1205,0.23975,0.275,0.10275,0.14925,0.346,0.415,0.138,0.153,0.14975,0.22375,0.142,0.15075,0.10575,0.0837499999999999,0.3299999999999999,0.26425,0.15875,0.0755,0.4347499999999999,0.08725,0.12175,0.131,0.1475,0.12175,0.09225,0.0635,0.06075,0.0454999999999999,0.1159999999999999,0.18025,0.10425,0.12475,0.0944999999999999,0.0409999999999999,0.1292499999999999,0.09275,0.0404999999999999,0.089,0.05275,0.17975,0.086,0.076,0.0685,0.0845,0.062,0.0954999999999999,0.0534999999999999,0.06175,0.10025,0.131,0.069,0.1659999999999999,0.0409999999999999,0.0672499999999999,0.0792499999999999,0.0282499999999999,0.0772499999999999,0.11625,0.092,0.0825,0.10075,0.04825,0.0459999999999999,0.07,0.1225,0.063,0.04225,0.0379999999999999,0.12,0.04925,0.0635,0.0725,0.06025,0.0534999999999999,0.079,0.028,0.0394999999999999,0.1262499999999999,0.1367499999999999,0.03275,0.09975,0.04425,0.0349999999999999,0.0459999999999999,0.03325,0.04625,0.0344999999999999,0.0319999999999999,0.0399999999999999,0.0185
Transformers: Age of Extinction (2014),0.98775,0.98775,0.98775,0.9925,0.965,0.96825,0.8420000000000001,0.8089999999999999,0.8939999999999999,0.78125,0.707,0.7662500000000001,0.8835,0.54475,0.8859999999999999,0.54025,0.67825,0.527,0.5495,0.3245,0.42325,0.4395,0.78925,0.3914999999999999,0.288,0.6075,0.43875,0.2694999999999999,0.32375,0.21075,0.4902499999999999,0.26175,0.2935,0.272,0.272,0.35875,0.1825,0.4087499999999999,0.2035,0.17275,0.3319999999999999,0.1619999999999999,0.16625,0.26675,0.1265,0.18125,0.23475,0.1495,0.247,0.2012499999999999,0.17225,0.41025,0.549,0.39525,0.1825,0.09425,0.17275,0.4485,0.47675,0.20475,0.1124999999999999,0.1619999999999999,0.25525,0.1245,0.20475,0.1367499999999999,0.186,0.15525,0.1992499999999999,0.1275,0.23975,0.0287499999999999,0.8434999999999999,0.1124999999999999,0.05475,0.0672499999999999,0.1277499999999999,0.6105,0.1927499999999999,0.1397499999999999,0.1079999999999999,0.0855,0.0974999999999999,0.11675,0.16325,0.0875,0.0569999999999999,0.1282499999999999,0.0827499999999999,0.0905,0.2017499999999999,0.08825,0.16125,0.08775,0.0939999999999999,0.1169999999999999,0.122,0.0964999999999999,0.0665,0.086,0.071,0.083,0.0665,0.0705,0.0857499999999999,0.9415,0.093,0.1292499999999999,0.03825,0.0715,0.07,0.1599999999999999,0.7205,0.05825,0.06225,0.09525,0.0504999999999999,0.0574999999999999,0.0584999999999999,0.06175,0.0579999999999999,0.146,0.0677499999999999,0.06025,0.0765,0.04275,0.03825,0.05025,0.04575,0.0464999999999999,0.0324999999999999,0.05425,0.0544999999999999,0.04075,0.0222499999999999,0.083,0.0637499999999999,0.0285,0.078,0.024,0.0339999999999999,0.015,0.0257499999999999,0.0237499999999999,0.03925,0.0775,0.0339999999999999,0.04925,0.0142499999999999
Hercules (2014),0.97725,0.97725,0.97725,0.86425,0.86425,0.849,0.7529999999999999,0.701,0.845,0.7537499999999999,0.983,0.5375,0.44975,0.64425,0.54775,0.65725,0.4692499999999999,0.744,0.373,0.44025,0.3685,0.55725,0.668,0.46575,0.53775,0.42725,0.3475,0.2007499999999999,0.3345,0.25525,0.3057499999999999,0.3055,0.247,0.3055,0.3055,0.32375,0.418,0.20925,0.246,0.203,0.3139999999999999,0.14475,0.3385,0.1957499999999999,0.132,0.2324999999999999,0.179,0.24525,0.0832499999999999,0.1972499999999999,0.20625,0.16925,0.10275,0.0807499999999999,0.17775,0.0847499999999999,0.15175,0.7395,0.1669999999999999,0.151,0.1895,0.1624999999999999,0.18575,0.18675,0.16125,0.176,0.1922499999999999,0.1555,0.24275,0.143,0.09675,0.0677499999999999,0.09825,0.19,0.1064999999999999,0.15175,0.1004999999999999,0.2027499999999999,0.0787499999999999,0.2274999999999999,0.09025,0.1392499999999999,0.121,0.14125,0.11475,0.0795,0.04625,0.1044999999999999,0.081,0.0757499999999999,0.0875,0.0817499999999999,0.0792499999999999,0.0795,0.091,0.1064999999999999,0.1345,0.0642499999999999,0.14825,0.1149999999999999,0.0835,0.0954999999999999,0.05975,0.09025,0.1139999999999999,0.11325,0.1039999999999999,0.0685,0.0519999999999999,0.0647499999999999,0.093,0.0802499999999999,0.0765,0.08625,0.09825,0.065,0.0652499999999999,0.0837499999999999,0.0549999999999999,0.06125,0.08,0.1312499999999999,0.0499999999999999,0.04575,0.078,0.0827499999999999,0.0539999999999999,0.0632499999999999,0.0554999999999999,0.03625,0.10525,0.0369999999999999,0.0419999999999999,0.0677499999999999,0.0324999999999999,0.0702499999999999,0.0374999999999999,0.0605,0.0329999999999999,0.0292499999999999,0.0444999999999999,0.05675,0.022,0.0257499999999999,0.025,0.0524999999999999,0.0292499999999999,0.0295,0.0145
Jupiter Ascending (2015),0.97575,0.9605,0.9605,0.93975,0.93975,0.995,0.6545,0.7867500000000001,0.748,0.9235,0.853,0.946,0.5685,0.3335,0.8240000000000001,0.53275,0.6925,0.55375,0.9235,0.29625,0.475,0.3854999999999999,0.74075,0.088,0.87575,0.363,0.59825,0.217,0.26525,0.3047499999999999,0.94675,0.21725,0.4519999999999999,0.3047499999999999,0.361,0.357,0.349,0.3335,0.1967499999999999,0.2455,0.46275,0.22025,0.17825,0.176,0.1034999999999999,0.22175,0.31925,0.182,0.0805,0.4337499999999999,0.1987499999999999,0.20825,0.12475,0.36775,0.1169999999999999,0.10325,0.24525,0.48,0.418,0.1604999999999999,0.24325,0.22675,0.1594999999999999,0.11325,0.188,0.16575,0.1317499999999999,0.14275,0.2915,0.22425,0.122,0.06175,0.41325,0.10125,0.04175,0.08,0.09275,0.119,0.1245,0.09575,0.085,0.0964999999999999,0.11025,0.2495,0.09825,0.0732499999999999,0.04775,0.0787499999999999,0.14525,0.1694999999999999,0.16275,0.10325,0.1679999999999999,0.15975,0.0979999999999999,0.05875,0.1009999999999999,0.1257499999999999,0.084,0.0822499999999999,0.0752499999999999,0.08625,0.0989999999999999,0.05975,0.356,0.11875,0.0529999999999999,0.0564999999999999,0.04725,0.0757499999999999,0.11125,0.0772499999999999,0.0514999999999999,0.11325,0.0409999999999999,0.092,0.0667499999999999,0.0627499999999999,0.0707499999999999,0.0642499999999999,0.05125,0.05425,0.0807499999999999,0.0554999999999999,0.0722499999999999,0.067,0.03475,0.08925,0.0484999999999999,0.067,0.0449999999999999,0.06,0.0434999999999999,0.0354999999999999,0.0295,0.0717499999999999,0.0852499999999999,0.05025,0.0252499999999999,0.0449999999999999,0.04125,0.0265,0.0285,0.04075,0.0414999999999999,0.0287499999999999,0.0242499999999999,0.029,0.016
Teenage Mutant Ninja Turtles (2014),0.988,0.983,0.983,0.93075,0.8912500000000001,0.79725,0.988,0.982,0.8487499999999999,0.74975,0.4405,0.43525,0.76325,0.96825,0.67525,0.7345,0.7595000000000001,0.7597499999999999,0.31525,0.59025,0.4875,0.41825,0.359,0.60375,0.295,0.3027499999999999,0.696,0.696,0.34075,0.33675,0.1709999999999999,0.28025,0.4317499999999999,0.24475,0.2754999999999999,0.2955,0.26375,0.2825,0.1952499999999999,0.22925,0.2435,0.2125,0.2375,0.2955,0.4962499999999999,0.20425,0.308,0.25325,0.217,0.2314999999999999,0.293,0.32975,0.11025,0.1282499999999999,0.2435,0.1149999999999999,0.10125,0.1325,0.2165,0.4395,0.09625,0.17275,0.1375,0.18575,0.2035,0.143,0.14675,0.11625,0.1887499999999999,0.1604999999999999,0.14525,0.06225,0.1084999999999999,0.1332499999999999,0.0969999999999999,0.09175,0.217,0.1139999999999999,0.153,0.1659999999999999,0.0825,0.11525,0.0655,0.24475,0.12225,0.65925,0.09775,0.1599999999999999,0.06125,0.10625,0.11925,0.0837499999999999,0.0225,0.138,0.10375,0.05675,0.0949999999999999,0.1327499999999999,0.0662499999999999,0.3037499999999999,0.0855,0.0915,0.17125,0.04875,0.0655,0.1535,0.0875,0.0974999999999999,0.0544999999999999,0.0677499999999999,0.0974999999999999,0.05775,0.0569999999999999,0.0692499999999999,0.1357499999999999,0.1084999999999999,0.11025,0.062,0.121,0.0672499999999999,0.0767499999999999,0.05075,0.0632499999999999,0.10425,0.0682499999999999,0.08675,0.0652499999999999,0.04275,0.0409999999999999,0.0334999999999999,0.05125,0.05475,0.04825,0.05025,0.0439999999999999,0.03375,0.0454999999999999,0.04475,0.0287499999999999,0.03375,0.082,0.031,0.0319999999999999,0.0275,0.04825,0.0247499999999999,0.0339999999999999,0.0295,0.0197499999999999
Dracula Untold (2014),0.9645,0.9645,0.9645,0.823,0.85175,0.8565,0.72125,0.72125,0.85175,0.7615000000000001,0.93825,0.66725,0.4825,0.66125,0.46425,0.541,0.3725,0.4945,0.4752499999999999,0.4745,0.58625,0.436,0.788,0.2025,0.83375,0.7987500000000001,0.36375,0.1892499999999999,0.3219999999999999,0.242,0.52575,0.21975,0.25425,0.30325,0.3675,0.3555,0.14525,0.2704999999999999,0.274,0.16075,0.202,0.188,0.28725,0.15525,0.153,0.17225,0.1044999999999999,0.1574999999999999,0.085,0.2714999999999999,0.215,0.1775,0.2224999999999999,0.146,0.1845,0.274,0.75925,0.2604999999999999,0.1347499999999999,0.26525,0.2684999999999999,0.26675,0.10975,0.1377499999999999,0.1887499999999999,0.56675,0.11975,0.273,0.1945,0.15775,0.1109999999999999,0.4195,0.1009999999999999,0.48875,0.25325,0.75925,0.077,0.1972499999999999,0.118,0.1907499999999999,0.089,0.17025,0.0682499999999999,0.2704999999999999,0.10175,0.069,0.0404999999999999,0.14225,0.423,0.11675,0.076,0.089,0.10275,0.0959999999999999,0.08725,0.03575,0.0725,0.0627499999999999,0.131,0.061,0.08825,0.0615,0.05475,0.1245,0.14625,0.0782499999999999,0.0524999999999999,0.05825,0.0852499999999999,0.1257499999999999,0.0812499999999999,0.04425,0.06075,0.148,0.04625,0.04925,0.10875,0.0697499999999999,0.059,0.05525,0.06,0.0245,0.03225,0.0712499999999999,0.064,0.0285,0.04475,0.03725,0.03725,0.068,0.0519999999999999,0.0667499999999999,0.05725,0.063,0.0232499999999999,0.0242499999999999,0.03525,0.1009999999999999,0.04675,0.0489999999999999,0.067,0.0384999999999999,0.0339999999999999,0.03825,0.03225,0.05125,0.0232499999999999,0.03125,0.04775
Doctor Strange (2007),0.991,0.85175,0.85175,0.49475,0.54625,0.2504999999999999,0.991,0.991,0.68525,0.709,0.29325,0.49275,0.2915,0.7015,0.38325,0.59175,0.2837499999999999,0.2224999999999999,0.642,0.4795,0.4802499999999999,0.642,0.54775,0.518,0.33525,0.44925,0.54275,0.92875,0.21675,0.38075,0.22525,0.4337499999999999,0.4459999999999999,0.3742499999999999,0.261,0.35975,0.214,0.20425,0.43525,0.174,0.17525,0.2015,0.22975,0.16375,0.10825,0.4872499999999999,0.11125,0.2025,0.3199999999999999,0.1535,0.11375,0.1287499999999999,0.0715,0.0195,0.23175,0.43525,0.17675,0.0504999999999999,0.1215,0.0305,0.52925,0.18,0.142,0.142,0.14125,0.366,0.1915,0.26625,0.146,0.12125,0.0712499999999999,0.1119999999999999,0.0782499999999999,0.2204999999999999,0.1882499999999999,0.23375,0.1272499999999999,0.31925,0.1397499999999999,0.28025,0.06225,0.24475,0.1579999999999999,0.121,0.1109999999999999,0.071,0.34675,0.2724999999999999,0.05125,0.33975,0.0752499999999999,0.0434999999999999,0.03825,0.04275,0.0847499999999999,0.06025,0.0305,0.0344999999999999,0.05375,0.05375,0.0742499999999999,0.0549999999999999,0.0424999999999999,0.0232499999999999,0.12275,0.0235,0.1024999999999999,0.0389999999999999,0.0484999999999999,0.0564999999999999,0.05225,0.0885,0.1654999999999999,0.061,0.04125,0.0822499999999999,0.214,0.0282499999999999,0.0865,0.061,0.15075,0.0329999999999999,0.0344999999999999,0.0379999999999999,0.18325,0.04175,0.1099999999999999,0.086,0.0369999999999999,0.0414999999999999,0.2865,0.1019999999999999,0.0544999999999999,0.0237499999999999,0.205,0.11875,0.0085,0.0765,0.0584999999999999,0.0212499999999999,0.1445,0.03875,0.0175,0.022,0.0414999999999999,0.0172499999999999,0.0509999999999999,0.03475,0.0112499999999999
Seventh Son (2014),0.929,0.8454999999999999,0.8454999999999999,0.8447499999999999,0.8447499999999999,0.929,0.44625,0.30125,0.6905,0.62875,0.9975,0.61675,0.2475,0.403,0.548,0.7862499999999999,0.3365,0.4669999999999999,0.61675,0.93175,0.40825,0.4685,0.49975,0.14375,0.49575,0.26075,0.21725,0.2425,0.3037499999999999,0.21675,0.26325,0.26525,0.2995,0.26425,0.17625,0.3225,0.2027499999999999,0.265,0.1932499999999999,0.181,0.2085,0.147,0.197,0.1589999999999999,0.124,0.2644999999999999,0.089,0.15025,0.1599999999999999,0.311,0.23475,0.2754999999999999,0.1755,0.3572499999999999,0.1149999999999999,0.1932499999999999,0.14375,0.38375,0.1365,0.1159999999999999,0.1272499999999999,0.17125,0.15725,0.0949999999999999,0.2234999999999999,0.134,0.1485,0.2837499999999999,0.1327499999999999,0.1345,0.16825,0.50125,0.15025,0.1892499999999999,0.18275,0.22275,0.088,0.1545,0.04675,0.083,0.14475,0.09225,0.05575,0.0765,0.13,0.0529999999999999,0.02975,0.10075,0.0667499999999999,0.11325,0.0652499999999999,0.1009999999999999,0.06075,0.05425,0.09925,0.0777499999999999,0.09275,0.0812499999999999,0.059,0.09625,0.126,0.1104999999999999,0.03475,0.082,0.14625,0.03175,0.1059999999999999,0.04375,0.05325,0.05325,0.0652499999999999,0.09675,0.03325,0.085,0.0424999999999999,0.04675,0.05075,0.0509999999999999,0.17425,0.05475,0.0554999999999999,0.0275,0.05125,0.0424999999999999,0.06175,0.04125,0.0559999999999999,0.0514999999999999,0.0584999999999999,0.05275,0.1159999999999999,0.0692499999999999,0.0695,0.09225,0.0277499999999999,0.031,0.06125,0.03725,0.071,0.0172499999999999,0.0354999999999999,0.0364999999999999,0.028,0.0369999999999999,0.03625,0.025,0.0262499999999999,0.019,0.0137499999999999
Warcraft (2016),0.8785000000000001,0.821,0.821,0.8785000000000001,0.8785000000000001,0.8634999999999999,0.68,0.60075,0.74325,0.80125,0.98325,0.88175,0.73425,0.409,0.68025,0.4255,0.28525,0.426,0.80125,0.4942499999999999,0.4955,0.46625,0.4275,0.39375,0.44975,0.578,0.2794999999999999,0.31925,0.3655,0.27175,0.58,0.2845,0.3562499999999999,0.3035,0.2835,0.3045,0.11425,0.3269999999999999,0.15875,0.1372499999999999,0.1704999999999999,0.10875,0.182,0.18125,0.1902499999999999,0.18625,0.15075,0.15225,0.1952499999999999,0.4255,0.1129999999999999,0.24575,0.30525,0.49075,0.1315,0.1149999999999999,0.3824999999999999,0.11575,0.195,0.063,0.271,0.14425,0.18225,0.1785,0.124,0.25775,0.14725,0.1352499999999999,0.21375,0.14925,0.132,0.11925,0.132,0.22175,0.1495,0.1629999999999999,0.078,0.1385,0.0822499999999999,0.17375,0.09275,0.11125,0.076,0.15175,0.076,0.0645,0.1327499999999999,0.0845,0.3824999999999999,0.0595,0.1225,0.04675,0.05425,0.0805,0.087,0.15275,0.0787499999999999,0.0564999999999999,0.0662499999999999,0.1134999999999999,0.0745,0.08625,0.04475,0.04325,0.1144999999999999,0.05325,0.071,0.04075,0.0732499999999999,0.081,0.10125,0.0529999999999999,0.0647499999999999,0.0762499999999999,0.0272499999999999,0.0712499999999999,0.0359999999999999,0.0807499999999999,0.0692499999999999,0.05225,0.0847499999999999,0.024,0.0292499999999999,0.03325,0.05675,0.0454999999999999,0.0509999999999999,0.0419999999999999,0.0795,0.1049999999999999,0.0954999999999999,0.05575,0.0725,0.0852499999999999,0.03925,0.0364999999999999,0.0695,0.0574999999999999,0.04425,0.0369999999999999,0.03525,0.0469999999999999,0.03025,0.04425,0.03325,0.028,0.0222499999999999,0.0212499999999999,0.0185
