movieId,original,weird,melancholic,greed,quirky,culture clash,drama,good,independent film,runaway,very funny,light,vengeance,dialogue,absurd,unlikely friendships,mentor,drinking,betrayal,life & death,farce,pornography,life philosophy,catastrophe,adaptation,creativity,writers,fun movie,predictable,dysfunctional family,chase,good music,surveillance,awesome soundtrack,fantasy world,childhood,british,death,sexy,underrated,transformation,multiple storylines,fight scenes,workplace,stereotypes,small town,ensemble cast,queer,classic car,road movie,new jersey,nudity (full frontal - brief),dreams,not funny,family,addiction,first contact,women,hotel,nudity (topless - brief),period piece,islam,prejudice,alter ego,directorial debut,weapons,film noir,california,teen movie,irish accent,stoner movie,sacrifice,survival,foul language,hospital,new york city,divorce,computer animation,pulp,censorship,simple,doctors,unlikeable characters,brothers,tokyo,memory,wartime,wilderness,alternate history,wine,atheism,1930s,mad scientist,camp,prison,adoption,internet,80s,blindness,texas,best of 2005,rebellion,buddy movie,cancer,too long,bollywood,potential oscar nom,radio,homeless,los angeles,stand-up comedy,nudity (rear),hip hop,robert downey jr,desert,indians,no plot,god,kidnapping,finnish,island,ghosts/afterlife,french,goth,shopping,australia,hunting,reality tv,immortality,interracial romance,notable nudity,oil,father daughter relationship,documentary,time,race,kick-butt women,russian,fashion,prostitution,trilogy,san francisco,made for tv,snakes,graphic novel,lawyer,too short,single father,remake
Rocket Science (2007),0.865,0.7845,0.7345,0.727,0.91975,0.6645,0.6645,0.7015,0.9805,0.63375,0.5095,0.4419999999999999,0.63375,0.55,0.59075,0.86175,0.8740000000000001,0.661,0.727,0.5125,0.354,0.69575,0.51425,0.419,0.3732499999999999,0.33075,0.72825,0.3349999999999999,0.51425,0.6,0.24125,0.495,0.24325,0.49675,0.2897499999999999,0.484,0.33725,0.27575,0.25925,0.1795,0.257,0.5105,0.23025,0.142,0.60275,0.34675,0.1619999999999999,0.43725,0.22275,0.26025,0.908,0.3645,0.4585,0.2907499999999999,0.2209999999999999,0.4495,0.1815,0.148,0.09225,0.252,0.11225,0.0827499999999999,0.21525,0.0964999999999999,0.3075,0.2329999999999999,0.24725,0.16175,0.985,0.14975,0.2564999999999999,0.16625,0.05425,0.45225,0.1357499999999999,0.0752499999999999,0.147,0.202,0.17325,0.1902499999999999,0.0635,0.1535,0.24675,0.134,0.18475,0.1044999999999999,0.11575,0.0504999999999999,0.10575,0.05575,0.0984999999999999,0.0817499999999999,0.0494999999999999,0.09825,0.0797499999999999,0.16075,0.1235,0.14,0.3205,0.1945,0.17975,0.12475,0.0469999999999999,0.0509999999999999,0.1039999999999999,0.1649999999999999,0.2214999999999999,0.1704999999999999,0.04825,0.04475,0.10375,0.14875,0.12,0.08675,0.0569999999999999,0.1004999999999999,0.146,0.0489999999999999,0.065,0.0989999999999999,0.03475,0.0524999999999999,0.072,0.4885,0.04475,0.0379999999999999,0.026,0.0364999999999999,0.05875,0.0627499999999999,0.24025,0.0334999999999999,0.0742499999999999,0.08675,0.0615,0.03875,0.0845,0.0379999999999999,0.0277499999999999,0.17625,0.0324999999999999,0.0464999999999999,0.064,0.031,0.0777499999999999,0.0534999999999999,0.0695,0.0627499999999999,0.0217499999999999
"Darjeeling Limited, The (2007)",0.8472500000000001,0.933,0.90325,0.66175,0.987,0.74925,0.7909999999999999,0.555,0.86225,0.7325,0.62775,0.56875,0.5165,0.6085,0.53975,0.62425,0.43625,0.66175,0.4792499999999999,0.5325,0.25275,0.3385,0.41925,0.4425,0.3045,0.4445,0.40525,0.21475,0.4745,0.93025,0.25425,0.4895,0.1277499999999999,0.4895,0.1815,0.22625,0.2465,0.727,0.1335,0.287,0.23525,0.21925,0.22825,0.1327499999999999,0.1535,0.22975,0.3369999999999999,0.1955,0.24525,0.91325,0.23425,0.1169999999999999,0.1335,0.24075,0.5325,0.2249999999999999,0.2554999999999999,0.1704999999999999,0.6865,0.54475,0.15525,0.0964999999999999,0.0757499999999999,0.0905,0.1897499999999999,0.1297499999999999,0.1302499999999999,0.16825,0.09375,0.359,0.15575,0.1815,0.3215,0.1064999999999999,0.262,0.0925,0.16925,0.10025,0.09875,0.05775,0.121,0.1664999999999999,0.2514999999999999,0.97325,0.24175,0.09525,0.1235,0.23125,0.14475,0.1609999999999999,0.1835,0.11075,0.05175,0.0817499999999999,0.08825,0.23425,0.0662499999999999,0.03125,0.0762499999999999,0.0984999999999999,0.079,0.0439999999999999,0.05325,0.14975,0.122,0.21,0.0885,0.04025,0.0434999999999999,0.04975,0.0717499999999999,0.0564999999999999,0.0672499999999999,0.0717499999999999,0.17725,0.6205,0.0964999999999999,0.1835,0.05625,0.128,0.05775,0.0514999999999999,0.072,0.04825,0.1019999999999999,0.0964999999999999,0.067,0.04425,0.0692499999999999,0.05975,0.0275,0.09025,0.2155,0.0484999999999999,0.028,0.0579999999999999,0.0574999999999999,0.09225,0.0394999999999999,0.0419999999999999,0.0712499999999999,0.0242499999999999,0.0439999999999999,0.1932499999999999,0.0205,0.0227499999999999,0.05475,0.0489999999999999,0.0175
Juno (2007),0.93575,0.7845,0.90425,0.8975,0.95975,0.8975,0.8975,0.9235,0.95975,0.8975,0.813,0.7925,0.8975,0.75275,0.87025,0.93925,0.74025,0.475,0.3175,0.56475,0.3279999999999999,0.6285,0.4034999999999999,0.69575,0.3429999999999999,0.3944999999999999,0.46675,0.39025,0.4419999999999999,0.90675,0.1927499999999999,0.8567499999999999,0.22575,0.8567499999999999,0.30525,0.39275,0.2385,0.17575,0.33275,0.22775,0.2985,0.29125,0.57325,0.15325,0.60975,0.77125,0.40725,0.3485,0.4075,0.3045,0.4257499999999999,0.37525,0.2415,0.3125,0.5205,0.2604999999999999,0.2045,0.38675,0.10675,0.29125,0.0989999999999999,0.1835,0.32875,0.2199999999999999,0.2405,0.1639999999999999,0.119,0.34125,0.9725,0.141,0.2045,0.20475,0.1325,0.598,0.214,0.0675,0.24725,0.271,0.126,0.253,0.22125,0.135,0.17425,0.191,0.25425,0.089,0.1029999999999999,0.1099999999999999,0.1699999999999999,0.0802499999999999,0.1235,0.0554999999999999,0.061,0.1579999999999999,0.085,0.965,0.26525,0.16775,0.0772499999999999,0.12425,0.2269999999999999,0.1922499999999999,0.04175,0.11475,0.0627499999999999,0.21525,0.1614999999999999,0.0815,0.04775,0.0652499999999999,0.0954999999999999,0.05575,0.1149999999999999,0.0584999999999999,0.061,0.0752499999999999,0.0637499999999999,0.04775,0.0272499999999999,0.04625,0.0772499999999999,0.0225,0.0479999999999999,0.31925,0.152,0.0702499999999999,0.0605,0.067,0.03725,0.1159999999999999,0.04925,0.0569999999999999,0.175,0.04625,0.0374999999999999,0.0855,0.068,0.04475,0.067,0.06025,0.0424999999999999,0.0574999999999999,0.0479999999999999,0.0349999999999999,0.05025,0.04425,0.0925,0.14225,0.0207499999999999
Dedication (2007),0.8560000000000001,0.7725,0.8927499999999999,0.6795,0.9355,0.6795,0.65725,0.78175,0.9065,0.6795,0.39975,0.30025,0.471,0.599,0.73175,0.8927499999999999,0.80125,0.65725,0.53025,0.5965,0.137,0.27225,0.65825,0.51025,0.7955000000000001,0.43425,0.695,0.18575,0.297,0.2855,0.20725,0.3399999999999999,0.204,0.3399999999999999,0.3502499999999999,0.3874999999999999,0.22275,0.2927499999999999,0.1365,0.307,0.20625,0.1659999999999999,0.2329999999999999,0.4569999999999999,0.4925,0.3405,0.1104999999999999,0.4685,0.39225,0.20475,0.4187499999999999,0.148,0.1664999999999999,0.32475,0.18625,0.1805,0.1985,0.1694999999999999,0.1252499999999999,0.3475,0.05675,0.1332499999999999,0.15725,0.31375,0.575,0.1465,0.10025,0.0857499999999999,0.27525,0.2794999999999999,0.122,0.1039999999999999,0.21025,0.0939999999999999,0.173,0.144,0.14425,0.11725,0.1435,0.16325,0.092,0.11175,0.529,0.15525,0.0984999999999999,0.0747499999999999,0.0775,0.1594999999999999,0.0935,0.09375,0.11775,0.03025,0.10825,0.0935,0.0802499999999999,0.08625,0.09825,0.04825,0.081,0.0697499999999999,0.0847499999999999,0.0762499999999999,0.0747499999999999,0.15875,0.11975,0.076,0.262,0.1114999999999999,0.09475,0.04525,0.09325,0.10675,0.059,0.136,0.03275,0.0655,0.065,0.0305,0.0202499999999999,0.1305,0.031,0.4245,0.075,0.70525,0.1262499999999999,0.0252499999999999,0.0474999999999999,0.0489999999999999,0.04825,0.05775,0.16925,0.03825,0.03675,0.04175,0.0287499999999999,0.0519999999999999,0.136,0.1054999999999999,0.258,0.0984999999999999,0.05425,0.0339999999999999,0.1312499999999999,0.0705,0.11375,0.0227499999999999,0.0984999999999999,0.04775,0.026
Kabluey (2007),0.8714999999999999,0.8852500000000001,0.72325,0.69025,0.8825000000000001,0.53775,0.69725,0.66875,0.9895,0.53775,0.8765000000000001,0.4792499999999999,0.61575,0.61675,0.70325,0.4365,0.4665,0.74225,0.4415,0.63525,0.46675,0.46225,0.5625,0.4609999999999999,0.361,0.36575,0.5585,0.351,0.3492499999999999,0.4822499999999999,0.376,0.1604999999999999,0.39175,0.1644999999999999,0.62475,0.59425,0.2754999999999999,0.38875,0.10275,0.16275,0.2664999999999999,0.37675,0.46275,0.5845,0.31975,0.6855,0.16375,0.1962499999999999,0.27775,0.51275,0.36575,0.1395,0.424,0.25375,0.73975,0.15425,0.3359999999999999,0.148,0.20675,0.3632499999999999,0.1044999999999999,0.15075,0.2314999999999999,0.294,0.24575,0.526,0.1525,0.136,0.399,0.126,0.37375,0.4595,0.21025,0.2724999999999999,0.22225,0.15675,0.1159999999999999,0.59425,0.16475,0.04175,0.1917499999999999,0.1352499999999999,0.1977499999999999,0.11925,0.2085,0.3055,0.10325,0.0539999999999999,0.1039999999999999,0.1709999999999999,0.18125,0.0657499999999999,0.4639999999999999,0.0775,0.0752499999999999,0.11225,0.37975,0.079,0.1584999999999999,0.11375,0.12,0.06075,0.05525,0.1545,0.1129999999999999,0.3652499999999999,0.3455,0.11825,0.34225,0.0885,0.11125,0.0697499999999999,0.05275,0.10925,0.08875,0.1039999999999999,0.04725,0.0544999999999999,0.06075,0.14725,0.24,0.31,0.085,0.10325,0.137,0.0905,0.04375,0.03075,0.0369999999999999,0.05875,0.3592499999999999,0.0677499999999999,0.0782499999999999,0.0242499999999999,0.03525,0.1475,0.09125,0.0655,0.0642499999999999,0.0984999999999999,0.15825,0.03275,0.069,0.05275,0.09575,0.0247499999999999,0.0464999999999999,0.0225,0.0272499999999999
Somers Town (2008),0.883,0.883,0.66275,0.64475,0.71275,0.64475,0.62725,0.627,0.94075,0.915,0.5585,0.883,0.70175,0.69725,0.49375,0.8815,0.482,0.59225,0.6215,0.193,0.2837499999999999,0.43425,0.28125,0.43225,0.31675,0.32975,0.1845,0.2817499999999999,0.3692499999999999,0.415,0.4014999999999999,0.1465,0.38275,0.2845,0.4449999999999999,0.5995,0.8812500000000001,0.29825,0.14,0.1915,0.21575,0.1947499999999999,0.4014999999999999,0.0795,0.2997499999999999,0.2574999999999999,0.21325,0.18275,0.1995,0.2065,0.1402499999999999,0.29725,0.204,0.32625,0.45975,0.26475,0.3035,0.2035,0.2204999999999999,0.29925,0.681,0.17675,0.1365,0.33125,0.28,0.176,0.883,0.1987499999999999,0.56125,0.10025,0.10425,0.1917499999999999,0.1282499999999999,0.2002499999999999,0.1365,0.1927499999999999,0.31125,0.1159999999999999,0.1659999999999999,0.0539999999999999,0.52275,0.1079999999999999,0.0885,0.079,0.1535,0.1365,0.17675,0.2465,0.11825,0.2465,0.11075,0.179,0.1629999999999999,0.192,0.1435,0.127,0.0765,0.16375,0.2794999999999999,0.09125,0.16525,0.191,0.03225,0.04825,0.1285,0.0752499999999999,0.3385,0.0625,0.5595,0.0989999999999999,0.0817499999999999,0.04625,0.027,0.0404999999999999,0.1149999999999999,0.06075,0.05775,0.11075,0.10725,0.0959999999999999,0.1185,0.031,0.3065,0.1684999999999999,0.2,0.09875,0.1985,0.03025,0.03475,0.04975,0.023,0.0732499999999999,0.05175,0.0627499999999999,0.02975,0.0722499999999999,0.0499999999999999,0.24275,0.16375,0.0832499999999999,0.14125,0.04425,0.05375,0.0305,0.0354999999999999,0.10525,0.11275,0.27025,0.0702499999999999
Burn After Reading (2008),0.8507499999999999,0.98775,0.8185,0.92175,0.98775,0.76475,0.83375,0.92175,0.89625,0.76475,0.8532500000000001,0.518,0.83575,0.93375,0.8772500000000001,0.11525,0.36875,0.6025,0.786,0.3452499999999999,0.697,0.6665,0.4044999999999999,0.42125,0.4215,0.388,0.3702499999999999,0.32125,0.60675,0.59,0.2985,0.207,0.93375,0.09575,0.2684999999999999,0.1039999999999999,0.23425,0.32375,0.24625,0.257,0.243,0.48675,0.18125,0.4024999999999999,0.18675,0.23425,0.83775,0.2324999999999999,0.254,0.15075,0.23475,0.2035,0.1004999999999999,0.1505,0.14225,0.1947499999999999,0.24775,0.15575,0.3732499999999999,0.21275,0.1245,0.238,0.1347499999999999,0.148,0.17675,0.3409999999999999,0.32525,0.261,0.09,0.38325,0.23525,0.1785,0.1282499999999999,0.40075,0.1895,0.09475,0.50875,0.15125,0.297,0.1004999999999999,0.08925,0.25925,0.49975,0.308,0.10275,0.1937499999999999,0.1215,0.0822499999999999,0.23375,0.14175,0.11325,0.0802499999999999,0.062,0.0519999999999999,0.08825,0.0752499999999999,0.2857499999999999,0.0595,0.09425,0.1735,0.09225,0.04275,0.0484999999999999,0.0529999999999999,0.0905,0.0702499999999999,0.20425,0.04075,0.0645,0.083,0.0727499999999999,0.065,0.0514999999999999,0.24075,0.0842499999999999,0.0855,0.25225,0.06225,0.1425,0.0469999999999999,0.05775,0.016,0.0504999999999999,0.0524999999999999,0.05325,0.05125,0.05975,0.1669999999999999,0.04025,0.03975,0.0454999999999999,0.1402499999999999,0.0464999999999999,0.02975,0.02975,0.05975,0.0524999999999999,0.176,0.05025,0.05925,0.05125,0.0225,0.0419999999999999,0.0549999999999999,0.04625,0.2022499999999999,0.03,0.0172499999999999,0.0252499999999999
Away We Go (2009),0.8725,0.7677499999999999,0.912,0.61525,0.94575,0.72575,0.83925,0.83925,0.925,0.72575,0.8847499999999999,0.7649999999999999,0.633,0.58775,0.65225,0.83925,0.4545,0.5055,0.363,0.79975,0.3455,0.4315,0.631,0.491,0.3125,0.3705,0.57775,0.26325,0.33075,0.98375,0.268,0.573,0.22025,0.573,0.2249999999999999,0.4207499999999999,0.20975,0.2847499999999999,0.14375,0.3135,0.2415,0.412,0.1992499999999999,0.194,0.364,0.33625,0.546,0.29625,0.3425,0.96,0.292,0.22075,0.16225,0.2937499999999999,0.735,0.1352499999999999,0.2274999999999999,0.3365,0.21825,0.23175,0.1252499999999999,0.1074999999999999,0.1435,0.10525,0.253,0.2012499999999999,0.10925,0.291,0.12025,0.20875,0.141,0.26775,0.34575,0.3662499999999999,0.2564999999999999,0.09325,0.365,0.147,0.17125,0.0722499999999999,0.26,0.22325,0.1855,0.29225,0.1392499999999999,0.16375,0.0827499999999999,0.10025,0.11875,0.2309999999999999,0.1725,0.05075,0.0692499999999999,0.08925,0.0847499999999999,0.86625,0.0742499999999999,0.079,0.12075,0.175,0.1175,0.05325,0.0267499999999999,0.22175,0.10225,0.0895,0.21525,0.05825,0.0645,0.08725,0.08875,0.06,0.05075,0.0399999999999999,0.18725,0.0752499999999999,0.06,0.04275,0.04975,0.03225,0.0745,0.0282499999999999,0.0655,0.0474999999999999,0.199,0.0875,0.10475,0.04575,0.0409999999999999,0.1382499999999999,0.0657499999999999,0.154,0.11575,0.06125,0.0329999999999999,0.0855,0.1029999999999999,0.0384999999999999,0.03275,0.0464999999999999,0.03425,0.12025,0.05625,0.04975,0.0155,0.03275,0.05175,0.1287499999999999,0.0182499999999999
Adventureland (2009),0.8022499999999999,0.60725,0.7629999999999999,0.46275,0.7797499999999999,0.53775,0.8342499999999999,0.7942499999999999,0.7797499999999999,0.7265,0.8905000000000001,0.46875,0.60725,0.5555,0.51,0.98225,0.764,0.611,0.3435,0.3015,0.266,0.363,0.491,0.4832499999999999,0.28125,0.3169999999999999,0.3635,0.3954999999999999,0.33425,0.599,0.29025,0.7942499999999999,0.1104999999999999,0.8952500000000001,0.30125,0.8792500000000001,0.11925,0.1785,0.4197499999999999,0.24,0.24825,0.1317499999999999,0.44475,0.6315,0.56375,0.30325,0.10275,0.30625,0.41225,0.3954999999999999,0.3934999999999999,0.1649999999999999,0.27225,0.2804999999999999,0.1634999999999999,0.312,0.2075,0.299,0.16575,0.14425,0.25375,0.0747499999999999,0.11725,0.1342499999999999,0.1725,0.16975,0.27875,0.31675,0.9325,0.1669999999999999,0.28425,0.173,0.1154999999999999,0.182,0.1282499999999999,0.24625,0.138,0.14925,0.16125,0.04225,0.1579999999999999,0.12225,0.28625,0.11225,0.1599999999999999,0.1069999999999999,0.249,0.1312499999999999,0.1325,0.1495,0.0782499999999999,0.0459999999999999,0.05125,0.11975,0.0727499999999999,0.10775,0.203,0.662,0.0632499999999999,0.09875,0.04125,0.0865,0.0805,0.0815,0.09375,0.09,0.17475,0.0765,0.064,0.086,0.1337499999999999,0.0732499999999999,0.1054999999999999,0.0812499999999999,0.04925,0.0732499999999999,0.0875,0.0364999999999999,0.0257499999999999,0.073,0.0885,0.0235,0.0489999999999999,0.275,0.15925,0.06,0.0579999999999999,0.019,0.04175,0.0504999999999999,0.0677499999999999,0.0697499999999999,0.066,0.0394999999999999,0.0524999999999999,0.05575,0.05275,0.0509999999999999,0.0807499999999999,0.0605,0.0349999999999999,0.04775,0.0454999999999999,0.0369999999999999,0.0314999999999999,0.0324999999999999,0.04175,0.0665,0.0235
Pirate Radio (2009),0.82975,0.60175,0.63025,0.55275,0.7535000000000001,0.651,0.50275,0.8847499999999999,0.4845,0.5905,0.6625,0.6675,0.4215,0.501,0.39375,0.61025,0.61425,0.311,0.361,0.39,0.40825,0.2284999999999999,0.5535,0.4882499999999999,0.29425,0.58675,0.3535,0.6615,0.45275,0.32175,0.32475,0.9585,0.1609999999999999,0.93,0.26775,0.67025,0.85625,0.18075,0.2025,0.286,0.3045,0.38575,0.4469999999999999,0.15325,0.4539999999999999,0.2294999999999999,0.7847500000000001,0.22125,0.33775,0.207,0.24725,0.1629999999999999,0.21875,0.2835,0.21675,0.4439999999999999,0.20975,0.26,0.1659999999999999,0.17125,0.7155,0.29225,0.2254999999999999,0.1282499999999999,0.17275,0.182,0.1475,0.1029999999999999,0.2214999999999999,0.21675,0.23875,0.2304999999999999,0.1365,0.1825,0.16325,0.05575,0.0847499999999999,0.127,0.153,0.275,0.14775,0.1992499999999999,0.3125,0.2145,0.1307499999999999,0.125,0.15275,0.11725,0.21025,0.08825,0.1649999999999999,0.0632499999999999,0.082,0.11925,0.0802499999999999,0.075,0.11625,0.0979999999999999,0.1094999999999999,0.0777499999999999,0.069,0.72625,0.1089999999999999,0.0655,0.14675,0.1385,0.1124999999999999,0.90375,0.03725,0.03825,0.0812499999999999,0.0692499999999999,0.4515,0.0509999999999999,0.05225,0.0815,0.22375,0.0544999999999999,0.04875,0.1619999999999999,0.0777499999999999,0.09025,0.05975,0.151,0.0835,0.074,0.03225,0.04375,0.05975,0.0489999999999999,0.05275,0.0655,0.14775,0.0549999999999999,0.0969999999999999,0.086,0.079,0.0722499999999999,0.0697499999999999,0.0354999999999999,0.04125,0.05175,0.073,0.03425,0.0464999999999999,0.0257499999999999,0.09825,0.05525,0.0349999999999999
"Brothers Bloom, The (2008)",0.89575,0.8520000000000001,0.786,0.8945000000000001,0.7777499999999999,0.786,0.64675,0.8945000000000001,0.54725,0.64675,0.4135,0.66175,0.8520000000000001,0.73025,0.4217499999999999,0.301,0.68575,0.3159999999999999,0.776,0.276,0.1347499999999999,0.34375,0.6325,0.4475,0.303,0.5215,0.4315,0.642,0.33775,0.25875,0.433,0.2194999999999999,0.4802499999999999,0.2194999999999999,0.4702499999999999,0.23675,0.21325,0.2794999999999999,0.2259999999999999,0.22025,0.2135,0.255,0.3117499999999999,0.11475,0.24825,0.33325,0.22575,0.1725,0.26725,0.14725,0.6905,0.17425,0.1915,0.2865,0.14825,0.121,0.21475,0.1315,0.38225,0.20425,0.4117499999999999,0.12025,0.1275,0.16775,0.2017499999999999,0.1902499999999999,0.30625,0.1049999999999999,0.1714999999999999,0.31575,0.1139999999999999,0.39575,0.20775,0.0939999999999999,0.1275,0.0702499999999999,0.127,0.131,0.252,0.06175,0.14125,0.12025,0.1387499999999999,0.68725,0.1895,0.198,0.078,0.0807499999999999,0.138,0.1882499999999999,0.072,0.1169999999999999,0.08625,0.0727499999999999,0.0847499999999999,0.0334999999999999,0.1154999999999999,0.0404999999999999,0.0815,0.0712499999999999,0.28325,0.04325,0.0494999999999999,0.0514999999999999,0.0984999999999999,0.064,0.15125,0.10625,0.0434999999999999,0.0675,0.0817499999999999,0.25,0.03775,0.0944999999999999,0.0797499999999999,0.066,0.18,0.05125,0.1382499999999999,0.11825,0.0772499999999999,0.1485,0.0964999999999999,0.05825,0.137,0.0514999999999999,0.0439999999999999,0.0449999999999999,0.04825,0.0499999999999999,0.04425,0.0554999999999999,0.0499999999999999,0.023,0.06075,0.05675,0.10175,0.1215,0.1114999999999999,0.0484999999999999,0.0787499999999999,0.0662499999999999,0.0434999999999999,0.03425,0.0295,0.028,0.05825,0.0339999999999999,0.04675
"Hangover, The (2009)",0.87375,0.77925,0.44975,0.77925,0.5985,0.77925,0.77925,0.87375,0.628,0.7735000000000001,0.98375,0.9045,0.51525,0.5915,0.80525,0.5475,0.48175,0.9435,0.5785,0.256,0.9045,0.90475,0.45075,0.6875,0.30625,0.53575,0.24375,0.60825,0.61575,0.24625,0.6495,0.4649999999999999,0.4077499999999999,0.4649999999999999,0.3005,0.24825,0.1579999999999999,0.198,0.24825,0.23625,0.32125,0.29725,0.3745,0.14775,0.59375,0.1074999999999999,0.26975,0.1947499999999999,0.3525,0.84425,0.2229999999999999,0.265,0.1704999999999999,0.1997499999999999,0.217,0.72475,0.2455,0.1129999999999999,0.7645,0.12025,0.14125,0.22075,0.261,0.2594999999999999,0.122,0.3745,0.11025,0.2774999999999999,0.348,0.1555,0.5795,0.28425,0.27525,0.813,0.3635,0.1069999999999999,0.1397499999999999,0.23925,0.18475,0.1089999999999999,0.29125,0.1895,0.40225,0.23225,0.2309999999999999,0.79125,0.1049999999999999,0.09475,0.205,0.1957499999999999,0.09425,0.064,0.14475,0.09975,0.11125,0.15275,0.1545,0.0855,0.1034999999999999,0.06,0.151,0.1114999999999999,0.66175,0.0569999999999999,0.1922499999999999,0.16875,0.1114999999999999,0.087,0.0632499999999999,0.26275,0.1599999999999999,0.1129999999999999,0.062,0.1545,0.1614999999999999,0.11425,0.3485,0.05975,0.214,0.0544999999999999,0.149,0.10975,0.0695,0.0212499999999999,0.16975,0.05525,0.031,0.0305,0.075,0.05175,0.29625,0.05825,0.09325,0.03275,0.17075,0.09325,0.05575,0.0665,0.0574999999999999,0.154,0.148,0.0627499999999999,0.03175,0.05075,0.12275,0.0489999999999999,0.11275,0.04175,0.04975
Whatever Works (2009),0.8240000000000001,0.8667499999999999,0.95825,0.945,0.62925,0.8240000000000001,0.74275,0.67325,0.701,0.92775,0.571,0.67325,0.8240000000000001,0.945,0.748,0.3562499999999999,0.819,0.6625,0.3742499999999999,0.9185,0.42425,0.4227499999999999,0.8572500000000001,0.52125,0.42725,0.5655,0.58225,0.3635,0.3502499999999999,0.71725,0.27725,0.17975,0.3904999999999999,0.17975,0.28325,0.15275,0.297,0.356,0.3545,0.32225,0.4529999999999999,0.3107499999999999,0.2065,0.4115,0.56025,0.31,0.1327499999999999,0.3522499999999999,0.41025,0.127,0.38225,0.24675,0.262,0.2684999999999999,0.1282499999999999,0.19,0.2264999999999999,0.4435,0.29025,0.178,0.1312499999999999,0.1865,0.254,0.49575,0.2947499999999999,0.1985,0.09625,0.2544999999999999,0.1292499999999999,0.178,0.1049999999999999,0.17075,0.371,0.28725,0.3,0.8779999999999999,0.7545,0.15525,0.16275,0.2027499999999999,0.2209999999999999,0.25475,0.5355,0.1149999999999999,0.206,0.09675,0.247,0.1144999999999999,0.1689999999999999,0.208,0.4805,0.26025,0.1305,0.11975,0.08675,0.1342499999999999,0.09975,0.0827499999999999,0.10675,0.069,0.15375,0.0637499999999999,0.0509999999999999,0.11725,0.12225,0.1059999999999999,0.1669999999999999,0.14175,0.5315,0.0725,0.12375,0.15575,0.0635,0.0875,0.05575,0.067,0.0722499999999999,0.4805,0.0329999999999999,0.03275,0.1365,0.0852499999999999,0.0815,0.17825,0.24925,0.0409999999999999,0.1235,0.04725,0.0655,0.1195,0.10225,0.1124999999999999,0.08825,0.04225,0.0755,0.0994999999999999,0.0665,0.0444999999999999,0.11975,0.10375,0.04325,0.09875,0.03975,0.0984999999999999,0.0822499999999999,0.05025,0.0449999999999999,0.0642499999999999,0.04875
(500) Days of Summer (2009),0.917,0.7902499999999999,0.9935,0.7882499999999999,0.87825,0.7902499999999999,0.88775,0.98825,0.83975,0.7902499999999999,0.673,0.673,0.7902499999999999,0.6085,0.256,0.976,0.656,0.5295,0.416,0.81725,0.2175,0.3652499999999999,0.44475,0.65,0.32425,0.47675,0.50275,0.42925,0.50625,0.2,0.33525,0.847,0.23075,0.847,0.24425,0.45575,0.2279999999999999,0.269,0.48975,0.25275,0.24725,0.38125,0.39725,0.303,0.486,0.16425,0.063,0.32825,0.364,0.1649999999999999,0.33175,0.277,0.4942499999999999,0.31625,0.6815,0.09525,0.24925,0.25325,0.1815,0.31575,0.22175,0.121,0.17375,0.23175,0.2957499999999999,0.1835,0.1639999999999999,0.23975,0.2624999999999999,0.23625,0.0735,0.2694999999999999,0.1029999999999999,0.2845,0.1992499999999999,0.10975,0.34275,0.357,0.28225,0.0697499999999999,0.3435,0.155,0.0845,0.1245,0.20425,0.414,0.11875,0.135,0.1679999999999999,0.1185,0.148,0.06,0.15075,0.10725,0.09575,0.0885,0.1922499999999999,0.09725,0.1485,0.0717499999999999,0.12475,0.05525,0.08875,0.133,0.1392499999999999,0.26,0.216,0.063,0.03125,0.633,0.076,0.0635,0.0865,0.05175,0.04925,0.087,0.08675,0.0272499999999999,0.04525,0.0282499999999999,0.10425,0.04975,0.0842499999999999,0.04025,0.1505,0.0404999999999999,0.0707499999999999,0.03375,0.04375,0.1725,0.0807499999999999,0.05525,0.1064999999999999,0.0504999999999999,0.1714999999999999,0.065,0.0627499999999999,0.03975,0.128,0.0434999999999999,0.05625,0.10575,0.04775,0.04425,0.0765,0.0265,0.069,0.0544999999999999,0.0262499999999999
