movieId,independent film,betrayal,runaway,culture clash,wartime,good,fight scenes,weapons,islam,chase,mentor,original,drama,weird,sacrifice,catastrophe,prejudice,vengeance,fun movie,period piece,predictable,greed,dialogue,drinking,survival,melancholic,adaptation,first contact,surveillance,light,fantasy world,death,unlikely friendships,not funny,stereotypes,british,life & death,life philosophy,transformation,very funny,family,nudity (full frontal - brief),camp,teen movie,irish accent,pornography,alternate history,childhood,russian,underrated,desert,indians,computer animation,alter ego,classic car,absurd,doctors,island,hospital,dysfunctional family,california,ensemble cast,creativity,rebellion,too long,women,quirky,brothers,multiple storylines,foul language,pulp,prison,good music,awesome soundtrack,sexy,simple,queer,mad scientist,1930s,radio,new jersey,memory,nudity (topless - brief),blindness,internet,80s,interracial romance,writers,nudity (rear),race,notable nudity,small town,finnish,tokyo,kidnapping,bollywood,wilderness,oil,australia,farce,censorship,film noir,hotel,hunting,atheism,graphic novel,road movie,god,texas,immortality,trilogy,too short,best of 2005,buddy movie,time,san francisco,directorial debut,snakes,remake,new york city,potential oscar nom,made for tv,stoner movie,divorce,no plot,stand-up comedy,adoption,dreams,addiction,hip hop,cancer,ghosts/afterlife,lawyer,kick-butt women,unlikeable characters,workplace,fashion,robert downey jr,french,father daughter relationship,single father,los angeles,reality tv,goth,shopping,wine,homeless,prostitution,documentary
Beneath Hill 60 (2010),0.98425,0.8694999999999999,0.74425,0.8694999999999999,0.98425,0.6285,0.4625,0.64125,0.74425,0.3685,0.79925,0.7605,0.64075,0.8694999999999999,0.72525,0.508,0.72525,0.7155,0.42725,0.7015,0.306,0.39725,0.402,0.528,0.4695,0.3555,0.51225,0.306,0.42825,0.2185,0.3299999999999999,0.4485,0.38475,0.344,0.5735,0.57475,0.4135,0.3515,0.35675,0.553,0.1505,0.29125,0.0695,0.27975,0.373,0.17825,0.10325,0.1255,0.21675,0.20375,0.1745,0.0717499999999999,0.12375,0.24675,0.15425,0.4105,0.4345,0.0717499999999999,0.067,0.214,0.06025,0.3515,0.1825,0.174,0.09825,0.078,0.1935,0.16925,0.1257499999999999,0.1337499999999999,0.1109999999999999,0.0692499999999999,0.11025,0.10575,0.131,0.0444999999999999,0.1185,0.11875,0.15775,0.04875,0.0464999999999999,0.08625,0.18125,0.0364999999999999,0.09125,0.0687499999999999,0.1917499999999999,0.13,0.182,0.08975,0.31125,0.15225,0.1639999999999999,0.1129999999999999,0.08775,0.42825,0.0825,0.11425,0.95325,0.553,0.023,0.0959999999999999,0.0554999999999999,0.0825,0.16425,0.0632499999999999,0.16125,0.0439999999999999,0.04525,0.028,0.0519999999999999,0.1579999999999999,0.1674999999999999,0.127,0.0162499999999999,0.03475,0.0787499999999999,0.0815,0.0247499999999999,0.04225,0.189,0.1935,0.0787499999999999,0.0645,0.016,0.0429999999999999,0.03525,0.0499999999999999,0.0925,0.0235,0.03025,0.04075,0.022,0.05875,0.028,0.023,0.0742499999999999,0.05275,0.06225,0.0292499999999999,0.0222499999999999,0.04175,0.05475,0.293,0.0117499999999999,0.28225,0.0275,0.04475,0.0142499999999999
"Debt, The (2011)",0.66075,0.9475,0.8267500000000001,0.9475,0.87425,0.92075,0.678,0.678,0.62725,0.82175,0.7717499999999999,0.859,0.8895,0.9475,0.44925,0.7797499999999999,0.4317499999999999,0.7842499999999999,0.82175,0.4665,0.5625,0.80725,0.57075,0.4755,0.33275,0.59675,0.5775,0.52225,0.9905,0.45175,0.3319999999999999,0.32325,0.4615,0.32025,0.1555,0.51725,0.3155,0.2654999999999999,0.25175,0.3295,0.51925,0.2385,0.45475,0.16575,0.3425,0.368,0.3035,0.27475,0.53,0.4267499999999999,0.03975,0.1927499999999999,0.30225,0.21,0.23025,0.528,0.62475,0.146,0.4905,0.15175,0.2085,0.3864999999999999,0.1937499999999999,0.14575,0.1609999999999999,0.16825,0.196,0.1845,0.2817499999999999,0.4605,0.198,0.56575,0.3087499999999999,0.3087499999999999,0.21825,0.1745,0.2194999999999999,0.1094999999999999,0.2012499999999999,0.14775,0.15175,0.4287499999999999,0.51475,0.18,0.21225,0.1149999999999999,0.10825,0.24175,0.17725,0.1915,0.15725,0.1505,0.028,0.1305,0.8115000000000001,0.27125,0.1352499999999999,0.25125,0.03375,0.155,0.1029999999999999,0.143,0.29125,0.3369999999999999,0.09,0.03225,0.081,0.0762499999999999,0.078,0.0499999999999999,0.10925,0.08925,0.14875,0.133,0.2015,0.0827499999999999,0.1634999999999999,0.04275,0.1365,0.1905,0.1887499999999999,0.11475,0.08625,0.15625,0.17275,0.0752499999999999,0.0655,0.1485,0.10075,0.0632499999999999,0.067,0.0344999999999999,0.242,0.0787499999999999,0.0702499999999999,0.0615,0.14,0.05825,0.0625,0.1337499999999999,0.08875,0.0687499999999999,0.0379999999999999,0.028,0.0419999999999999,0.05875,0.0414999999999999,0.0389999999999999,0.05025
Ironclad (2011),0.97975,0.97975,0.9725,0.674,0.5925,0.6945,0.89825,0.89825,0.9725,0.89825,0.5255,0.7125,0.4215,0.496,0.7862499999999999,0.46775,0.32975,0.93275,0.6245,0.97975,0.435,0.41225,0.4942499999999999,0.3165,0.4995,0.496,0.40725,0.23925,0.251,0.33525,0.3155,0.212,0.2035,0.3602499999999999,0.20325,0.92725,0.35275,0.351,0.27425,0.23375,0.16975,0.238,0.1372499999999999,0.211,0.259,0.59025,0.25525,0.188,0.1679999999999999,0.38125,0.34025,0.5185,0.22125,0.25125,0.16125,0.355,0.10125,0.1312499999999999,0.139,0.1892499999999999,0.1845,0.0632499999999999,0.1835,0.8652500000000001,0.1925,0.259,0.3225,0.27825,0.20675,0.2214999999999999,0.2825,0.0787499999999999,0.12025,0.11525,0.22375,0.1785,0.298,0.1064999999999999,0.0725,0.07,0.1574999999999999,0.124,0.1599999999999999,0.1684999999999999,0.09375,0.0444999999999999,0.083,0.15875,0.0959999999999999,0.0637499999999999,0.075,0.1415,0.0682499999999999,0.09,0.2905,0.0757499999999999,0.0655,0.1912499999999999,0.1725,0.1325,0.05875,0.0885,0.11475,0.0344999999999999,0.1997499999999999,0.6225,0.065,0.1997499999999999,0.20325,0.2229999999999999,0.059,0.09275,0.124,0.0559999999999999,0.04075,0.059,0.082,0.0635,0.16025,0.04225,0.18025,0.0974999999999999,0.1252499999999999,0.079,0.0655,0.1014999999999999,0.072,0.0712499999999999,0.0579999999999999,0.0712499999999999,0.14425,0.0454999999999999,0.05875,0.1992499999999999,0.1385,0.0519999999999999,0.25925,0.061,0.0827499999999999,0.0409999999999999,0.0665,0.0414999999999999,0.03575,0.05975,0.03425,0.04775,0.0314999999999999,0.0449999999999999,0.0252499999999999
Mulan (2009),0.8879999999999999,0.74625,0.5805,0.6365,0.8879999999999999,0.9115,0.9115,0.7105,0.523,0.64375,0.54625,0.8907499999999999,0.63325,0.63775,0.8805000000000001,0.9115,0.529,0.57525,0.69425,0.74625,0.9115,0.489,0.49,0.42325,0.4187499999999999,0.42325,0.27175,0.518,0.3115,0.4765,0.8134999999999999,0.3695,0.54625,0.37525,0.6245,0.4589999999999999,0.1594999999999999,0.2194999999999999,0.5125,0.3105,0.85575,0.36275,0.30525,0.56425,0.44075,0.21475,0.1679999999999999,0.83925,0.20425,0.1029999999999999,0.15925,0.346,0.83925,0.39325,0.1689999999999999,0.22925,0.0757499999999999,0.1644999999999999,0.0569999999999999,0.3025,0.0827499999999999,0.05775,0.3535,0.16675,0.195,0.3562499999999999,0.3309999999999999,0.264,0.155,0.031,0.1257499999999999,0.0785,0.17725,0.141,0.1584999999999999,0.1905,0.2724999999999999,0.33075,0.2239999999999999,0.0454999999999999,0.0852499999999999,0.16525,0.0524999999999999,0.23475,0.1235,0.04275,0.4795,0.15425,0.24875,0.03775,0.0509999999999999,0.12075,0.359,0.36875,0.09425,0.57825,0.176,0.0295,0.1402499999999999,0.16925,0.0772499999999999,0.09575,0.1034999999999999,0.05225,0.17825,0.37725,0.0667499999999999,0.152,0.04525,0.04075,0.131,0.14375,0.144,0.0324999999999999,0.1332499999999999,0.05725,0.0805,0.09025,0.12025,0.03525,0.03775,0.24125,0.04625,0.081,0.068,0.1044999999999999,0.235,0.0745,0.04875,0.0339999999999999,0.0939999999999999,0.554,0.02975,0.213,0.1235,0.0722499999999999,0.05375,0.0627499999999999,0.15125,0.2485,0.04475,0.0197499999999999,0.05575,0.0954999999999999,0.04275,0.0185,0.0287499999999999,0.0277499999999999,0.0187499999999999
"Devil's Double, The (2011)",0.8634999999999999,0.91175,0.778,0.8755,0.28925,0.8755,0.6475,0.6475,0.8634999999999999,0.6475,0.83375,0.8654999999999999,0.8755,0.8755,0.49675,0.58475,0.8634999999999999,0.91175,0.4735,0.8320000000000001,0.5325,0.73525,0.5145,0.4217499999999999,0.23225,0.428,0.764,0.4087499999999999,0.623,0.2774999999999999,0.34975,0.4177499999999999,0.2017499999999999,0.40425,0.32725,0.15475,0.53625,0.3057499999999999,0.3105,0.414,0.6105,0.4297499999999999,0.16225,0.48975,0.1775,0.899,0.34375,0.22875,0.03575,0.32775,0.1555,0.08975,0.246,0.36675,0.2224999999999999,0.2095,0.14725,0.09375,0.206,0.3265,0.177,0.0414999999999999,0.17425,0.38425,0.09525,0.208,0.22625,0.1927499999999999,0.2644999999999999,0.57875,0.26075,0.10325,0.1745,0.127,0.3195,0.22125,0.18,0.1277499999999999,0.15025,0.068,0.372,0.1074999999999999,0.1922499999999999,0.1009999999999999,0.28525,0.184,0.05225,0.1064999999999999,0.0712499999999999,0.1947499999999999,0.1594999999999999,0.0925,0.092,0.09525,0.2644999999999999,0.06175,0.06025,0.0722499999999999,0.0354999999999999,0.0665,0.1285,0.09175,0.181,0.0257499999999999,0.17025,0.555,0.0835,0.1375,0.09825,0.253,0.03025,0.0969999999999999,0.1835,0.04375,0.0687499999999999,0.0509999999999999,0.0999999999999999,0.09275,0.09925,0.086,0.1079999999999999,0.254,0.11225,0.0782499999999999,0.0404999999999999,0.1679999999999999,0.05825,0.11025,0.403,0.0847499999999999,0.1985,0.0732499999999999,0.05825,0.12,0.0752499999999999,0.05925,0.0287499999999999,0.1639999999999999,0.0494999999999999,0.0715,0.16175,0.0757499999999999,0.074,0.0524999999999999,0.05475,0.03725,0.0549999999999999,0.0785,0.04075
War Horse (2011),0.9715,0.8422499999999999,0.782,0.8400000000000001,0.9715,0.88025,0.75475,0.63325,0.4772499999999999,0.63325,0.8422499999999999,0.7745,0.69675,0.88025,0.782,0.88025,0.782,0.626,0.45575,0.644,0.75475,0.4044999999999999,0.62325,0.565,0.67175,0.88025,0.9365,0.4702499999999999,0.32325,0.3964999999999999,0.429,0.44525,0.584,0.3295,0.4649999999999999,0.554,0.5675,0.3055,0.3265,0.48,0.7055,0.2524999999999999,0.275,0.47775,0.4792499999999999,0.1795,0.32325,0.839,0.292,0.1987499999999999,0.40625,0.365,0.839,0.18425,0.2015,0.3305,0.12225,0.263,0.2035,0.263,0.1215,0.20325,0.27425,0.156,0.34325,0.21125,0.181,0.40425,0.1604999999999999,0.2897499999999999,0.23175,0.10225,0.28125,0.1367499999999999,0.1262499999999999,0.28325,0.146,0.12025,0.204,0.11825,0.15475,0.137,0.0632499999999999,0.2405,0.1144999999999999,0.061,0.1579999999999999,0.1455,0.1292499999999999,0.134,0.15525,0.10125,0.20725,0.12475,0.0785,0.2105,0.16075,0.0449999999999999,0.11275,0.1515,0.135,0.08775,0.132,0.04775,0.1375,0.1594999999999999,0.1195,0.1054999999999999,0.0682499999999999,0.0762499999999999,0.1159999999999999,0.1955,0.1272499999999999,0.04425,0.089,0.0652499999999999,0.09175,0.03425,0.15775,0.10525,0.0652499999999999,0.0712499999999999,0.0795,0.0935,0.1325,0.0707499999999999,0.14425,0.09275,0.06025,0.09,0.06125,0.0632499999999999,0.05075,0.04475,0.08675,0.05375,0.21375,0.0544999999999999,0.092,0.15575,0.1337499999999999,0.0647499999999999,0.03825,0.0319999999999999,0.0544999999999999,0.0449999999999999,0.0489999999999999,0.03575,0.0329999999999999
Red Tails (2012),0.839,0.76725,0.839,0.426,0.7855000000000001,0.83125,0.83125,0.714,0.839,0.714,0.75075,0.61125,0.426,0.21175,0.6195,0.83125,0.89825,0.3555,0.5805,0.76725,0.83125,0.367,0.59775,0.1965,0.1907499999999999,0.2764999999999999,0.41,0.69575,0.1664999999999999,0.3065,0.35,0.257,0.17725,0.32925,0.529,0.0722499999999999,0.2125,0.38425,0.2544999999999999,0.244,0.2405,0.3067499999999999,0.3542499999999999,0.30225,0.1927499999999999,0.1699999999999999,0.284,0.15325,0.31425,0.0775,0.06175,0.1835,0.1735,0.2504999999999999,0.2155,0.1195,0.133,0.14325,0.088,0.1709999999999999,0.1255,0.1545,0.1495,0.0645,0.0925,0.183,0.15375,0.18125,0.1495,0.1377499999999999,0.353,0.51875,0.0822499999999999,0.0812499999999999,0.125,0.1302499999999999,0.1362499999999999,0.2907499999999999,0.10675,0.16275,0.1277499999999999,0.0939999999999999,0.10475,0.09875,0.14975,0.084,0.172,0.2244999999999999,0.1669999999999999,0.2,0.0915,0.062,0.31325,0.04475,0.068,0.1089999999999999,0.0595,0.03425,0.0439999999999999,0.1875,0.0579999999999999,0.093,0.0519999999999999,0.021,0.0692499999999999,0.06125,0.09475,0.1267499999999999,0.0409999999999999,0.08825,0.0765,0.0772499999999999,0.03425,0.03875,0.08825,0.0765,0.0494999999999999,0.0314999999999999,0.23675,0.10875,0.0399999999999999,0.08775,0.0785,0.05575,0.087,0.0827499999999999,0.0584999999999999,0.0767499999999999,0.04625,0.471,0.0707499999999999,0.09175,0.0354999999999999,0.04425,0.05725,0.0544999999999999,0.11475,0.14625,0.03025,0.04075,0.04575,0.0569999999999999,0.0319999999999999,0.0459999999999999,0.04175,0.0424999999999999,0.0344999999999999,0.03675,0.0584999999999999
"Flowers of War, The (Jin líng shí san chai) (2011)",0.9045,0.70225,0.7689999999999999,0.7645,0.9045,0.747,0.537,0.43625,0.67425,0.43625,0.7689999999999999,0.69725,0.671,0.7435,0.958,0.6335,0.7689999999999999,0.92825,0.23525,0.66275,0.537,0.668,0.4207499999999999,0.668,0.8685,0.6505,0.70075,0.4245,0.1654999999999999,0.31225,0.3047499999999999,0.6,0.57875,0.34375,0.57475,0.2022499999999999,0.7595000000000001,0.3804999999999999,0.41825,0.379,0.2035,0.4575,0.16425,0.25375,0.1995,0.484,0.2694999999999999,0.22725,0.16825,0.3057499999999999,0.0762499999999999,0.27675,0.22725,0.14075,0.1897499999999999,0.18525,0.0752499999999999,0.24725,0.1965,0.186,0.09775,0.068,0.16875,0.1714999999999999,0.143,0.56125,0.15,0.259,0.1114999999999999,0.1205,0.1039999999999999,0.11525,0.10825,0.09325,0.0954999999999999,0.14,0.1332499999999999,0.0777499999999999,0.2794999999999999,0.0534999999999999,0.149,0.0944999999999999,0.0559999999999999,0.176,0.1059999999999999,0.03475,0.295,0.11125,0.05775,0.14175,0.03775,0.10875,0.1765,0.421,0.0812499999999999,0.1972499999999999,0.1044999999999999,0.0232499999999999,0.05675,0.1109999999999999,0.09625,0.0722499999999999,0.139,0.06175,0.17325,0.3435,0.12325,0.1149999999999999,0.0419999999999999,0.0292499999999999,0.06175,0.0782499999999999,0.10375,0.0277499999999999,0.0672499999999999,0.0399999999999999,0.0835,0.04175,0.0642499999999999,0.0672499999999999,0.0737499999999999,0.0625,0.1129999999999999,0.0785,0.069,0.0964999999999999,0.2145,0.0722499999999999,0.0429999999999999,0.08975,0.05125,0.0359999999999999,0.0504999999999999,0.09175,0.02,0.06025,0.0857499999999999,0.03775,0.0285,0.20625,0.0795,0.05125,0.03025,0.0677499999999999,0.04175,0.04275,0.09,0.73625,0.04175
Kon-Tiki (2012),0.93675,0.9785,0.93675,0.9295,0.3115,0.8855,0.8855,0.77075,0.79525,0.77075,0.9785,0.9125,0.88025,0.9295,0.93675,0.8855,0.93675,0.4915,0.70625,0.8605,0.8855,0.742,0.77075,0.813,0.91375,0.8899999999999999,0.731,0.72625,0.4455,0.7525,0.7907500000000001,0.4065,0.603,0.3505,0.1977499999999999,0.3954999999999999,0.47675,0.4315,0.44125,0.475,0.3572499999999999,0.40575,0.0775,0.2209999999999999,0.1992499999999999,0.2435,0.42625,0.4389999999999999,0.155,0.3117499999999999,0.3007499999999999,0.6585,0.26475,0.2997499999999999,0.16175,0.296,0.30925,0.6155,0.256,0.1154999999999999,0.2995,0.1094999999999999,0.43,0.2105,0.1367499999999999,0.1465,0.31425,0.2105,0.2,0.45825,0.21925,0.1745,0.416,0.416,0.14575,0.3472499999999999,0.1385,0.1327499999999999,0.5365,0.37525,0.23225,0.3742499999999999,0.3185,0.1009999999999999,0.2289999999999999,0.2045,0.082,0.23225,0.183,0.23525,0.0737499999999999,0.1154999999999999,0.40275,0.17825,0.124,0.1392499999999999,0.73575,0.21725,0.2045,0.1205,0.154,0.1405,0.1367499999999999,0.136,0.237,0.0389999999999999,0.14375,0.24525,0.0554999999999999,0.20825,0.25975,0.1275,0.15425,0.1185,0.27775,0.09825,0.15025,0.1225,0.1255,0.176,0.15825,0.133,0.0725,0.1079999999999999,0.0795,0.1495,0.0777499999999999,0.1897499999999999,0.10875,0.119,0.119,0.11125,0.0479999999999999,0.0705,0.0374999999999999,0.1195,0.143,0.05325,0.085,0.074,0.03775,0.2254999999999999,0.1922499999999999,0.0217499999999999,0.04275,0.0842499999999999,0.10525,0.04025,0.2764999999999999
We Are from the Future (My iz budushchego) (2008),0.96925,0.609,0.62,0.646,0.96925,0.798,0.70425,0.70425,0.46525,0.70425,0.535,0.8242499999999999,0.57825,0.4792499999999999,0.8440000000000001,0.94675,0.419,0.6125,0.6445,0.16175,0.704,0.4529999999999999,0.48575,0.37625,0.59825,0.375,0.33225,0.8242499999999999,0.3814999999999999,0.4545,0.63025,0.4307499999999999,0.48475,0.3515,0.60175,0.1982499999999999,0.2584999999999999,0.4115,0.3075,0.4712499999999999,0.34475,0.5585,0.34275,0.798,0.3389999999999999,0.38875,0.355,0.364,0.92025,0.49575,0.2455,0.204,0.288,0.2947499999999999,0.1604999999999999,0.4217499999999999,0.32325,0.135,0.2244999999999999,0.23225,0.1164999999999999,0.09825,0.17325,0.15725,0.1714999999999999,0.2837499999999999,0.2264999999999999,0.3622499999999999,0.11175,0.3712499999999999,0.18375,0.12425,0.1765,0.20725,0.11025,0.08775,0.1609999999999999,0.46975,0.11175,0.1397499999999999,0.26125,0.3199999999999999,0.428,0.14075,0.18,0.15175,0.0807499999999999,0.3575,0.5825,0.15175,0.635,0.1982499999999999,0.3359999999999999,0.201,0.34575,0.0915,0.1714999999999999,0.06,0.1925,0.27275,0.08775,0.1159999999999999,0.17075,0.081,0.15475,0.24325,0.1292499999999999,0.15475,0.092,0.246,0.0384999999999999,0.15025,0.16625,0.1485,0.2694999999999999,0.0539999999999999,0.1649999999999999,0.11575,0.1694999999999999,0.6205,0.0742499999999999,0.212,0.04275,0.204,0.14725,0.0762499999999999,0.1245,0.1205,0.10725,0.0847499999999999,0.0369999999999999,0.091,0.05325,0.32075,0.3732499999999999,0.077,0.0752499999999999,0.0247499999999999,0.04875,0.0847499999999999,0.1327499999999999,0.03,0.0584999999999999,0.081,0.15075,0.0182499999999999,0.0994999999999999,0.0979999999999999,0.0192499999999999
Special Forces (Forces spéciales) (2011),0.8320000000000001,0.71675,0.62775,0.71675,0.8320000000000001,0.523,0.8265,0.8265,0.4409999999999999,0.8265,0.6845,0.52175,0.62775,0.35775,0.4735,0.648,0.4735,0.374,0.66225,0.28,0.3732499999999999,0.71675,0.35775,0.35775,0.71075,0.45325,0.3994999999999999,0.3732499999999999,0.28325,0.15025,0.18525,0.42625,0.2185,0.3722499999999999,0.15625,0.1609999999999999,0.37525,0.4285,0.3409999999999999,0.2254999999999999,0.08725,0.05325,0.04475,0.523,0.1069999999999999,0.243,0.06175,0.1372499999999999,0.281,0.2847499999999999,0.5535,0.0852499999999999,0.126,0.0837499999999999,0.08825,0.14725,0.583,0.021,0.48175,0.10825,0.12025,0.09675,0.1285,0.0202499999999999,0.1134999999999999,0.72325,0.12325,0.0514999999999999,0.246,0.0305,0.119,0.18125,0.0705,0.03125,0.14475,0.0999999999999999,0.0772499999999999,0.03025,0.0752499999999999,0.3025,0.3007499999999999,0.0944999999999999,0.42825,0.091,0.2957499999999999,0.024,0.081,0.1495,0.39725,0.04525,0.0262499999999999,0.0292499999999999,0.08925,0.0647499999999999,0.235,0.0574999999999999,0.1104999999999999,0.03025,0.0379999999999999,0.1302499999999999,0.0334999999999999,0.08925,0.08975,0.0832499999999999,0.10475,0.0077499999999999,0.1149999999999999,0.0132499999999999,0.0434999999999999,0.0339999999999999,0.0389999999999999,0.05575,0.024,0.028,0.0115,0.10725,0.068,0.03325,0.1564999999999999,0.0655,0.02,0.0225,0.0635,0.1569999999999999,0.0815,0.11025,0.0464999999999999,0.0539999999999999,0.0865,0.25525,0.0715,0.04825,0.09275,0.0379999999999999,0.1337499999999999,0.03175,0.0677499999999999,0.0187499999999999,0.9395,0.074,0.03725,0.11875,0.0215,0.01,0.017,0.2704999999999999,0.03375,0.03975,0.06025
Captain Phillips (2013),0.8632500000000001,0.98225,0.95075,0.98225,0.539,0.953,0.6565,0.6565,0.73525,0.6565,0.97275,0.7789999999999999,0.9675,0.98225,0.8487499999999999,0.7762500000000001,0.8487499999999999,0.76475,0.535,0.40525,0.526,0.8049999999999999,0.666,0.604,0.82375,0.71375,0.70925,0.482,0.86575,0.5195,0.2324999999999999,0.3279999999999999,0.347,0.406,0.26775,0.22075,0.69175,0.39575,0.3914999999999999,0.3205,0.32925,0.1947499999999999,0.0655,0.1185,0.36975,0.2194999999999999,0.31875,0.196,0.1114999999999999,0.2857499999999999,0.0765,0.1679999999999999,0.17975,0.27025,0.29925,0.18675,0.377,0.1074999999999999,0.20625,0.2025,0.17325,0.073,0.29325,0.1365,0.4715,0.15375,0.1535,0.27875,0.0787499999999999,0.33075,0.14525,0.16425,0.33175,0.33175,0.15225,0.246,0.14225,0.0837499999999999,0.1069999999999999,0.27075,0.23425,0.155,0.1305,0.198,0.24425,0.1694999999999999,0.04925,0.12475,0.085,0.1825,0.088,0.146,0.03025,0.08,0.608,0.378,0.1927499999999999,0.1337499999999999,0.05775,0.05775,0.1029999999999999,0.0979999999999999,0.11525,0.1342499999999999,0.16175,0.0635,0.086,0.125,0.11175,0.066,0.0717499999999999,0.1059999999999999,0.18675,0.0652499999999999,0.092,0.10675,0.1074999999999999,0.0637499999999999,0.04525,0.0857499999999999,0.172,0.1395,0.0665,0.1069999999999999,0.0665,0.0865,0.0735,0.1465,0.16875,0.126,0.1307499999999999,0.0394999999999999,0.184,0.0429999999999999,0.082,0.12325,0.0707499999999999,0.14175,0.0429999999999999,0.1267499999999999,0.1079999999999999,0.04425,0.078,0.0334999999999999,0.0235,0.03175,0.0772499999999999,0.0514999999999999,0.0717499999999999
Lone Survivor (2013),0.945,0.97775,0.91325,0.91725,0.945,0.67475,0.89375,0.89375,0.8122499999999999,0.89375,0.9785,0.589,0.91725,0.61175,0.91325,0.6775,0.91325,0.8465,0.6,0.3625,0.376,0.64675,0.61825,0.61175,0.932,0.4965,0.831,0.3055,0.5205,0.246,0.23675,0.53875,0.56625,0.3532499999999999,0.2774999999999999,0.148,0.58775,0.3179999999999999,0.3635,0.29725,0.2455,0.3325,0.2445,0.1674999999999999,0.21675,0.188,0.198,0.1317499999999999,0.2405,0.2085,0.1922499999999999,0.17575,0.1392499999999999,0.1975,0.2209999999999999,0.203,0.1925,0.10225,0.2514999999999999,0.1345,0.1327499999999999,0.14875,0.1805,0.1069999999999999,0.10825,0.20925,0.1159999999999999,0.35275,0.14475,0.17125,0.10775,0.14425,0.16825,0.0989999999999999,0.0825,0.23775,0.1074999999999999,0.10325,0.0635,0.264,0.20675,0.1195,0.04375,0.143,0.0792499999999999,0.0554999999999999,0.0835,0.0775,0.05975,0.1332499999999999,0.125,0.0785,0.1079999999999999,0.078,0.0895,0.0959999999999999,0.3017499999999999,0.17025,0.0832499999999999,0.0637499999999999,0.12325,0.077,0.1019999999999999,0.2002499999999999,0.065,0.23225,0.1114999999999999,0.0807499999999999,0.09775,0.05525,0.06025,0.10925,0.44925,0.10375,0.0444999999999999,0.0782499999999999,0.0692499999999999,0.0655,0.081,0.0504999999999999,0.0707499999999999,0.05575,0.062,0.0939999999999999,0.0665,0.064,0.0847499999999999,0.061,0.0837499999999999,0.0647499999999999,0.11375,0.0479999999999999,0.0454999999999999,0.02975,0.0454999999999999,0.05775,0.04325,0.05475,0.0424999999999999,0.0685,0.0564999999999999,0.04925,0.072,0.0374999999999999,0.0275,0.0414999999999999,0.0662499999999999,0.0374999999999999,0.03425
"Monuments Men, The (2014)",0.7689999999999999,0.8634999999999999,0.7689999999999999,0.58675,0.90225,0.7825,0.74425,0.74425,0.7689999999999999,0.74425,0.8634999999999999,0.66275,0.58675,0.88625,0.62,0.7825,0.59575,0.35975,0.47775,0.72325,0.58525,0.4475,0.57775,0.1992499999999999,0.57225,0.88625,0.7695000000000001,0.40275,0.36775,0.48075,0.3425,0.32225,0.27925,0.3215,0.33725,0.27975,0.304,0.3295,0.36475,0.285,0.3395,0.17575,0.31025,0.143,0.1365,0.198,0.31725,0.256,0.3442499999999999,0.2244999999999999,0.12,0.1987499999999999,0.1955,0.23775,0.1624999999999999,0.291,0.27475,0.1745,0.1694999999999999,0.214,0.12325,0.72475,0.206,0.0627499999999999,0.087,0.2774999999999999,0.2654999999999999,0.17325,0.2465,0.17175,0.1704999999999999,0.10975,0.0677499999999999,0.0514999999999999,0.10425,0.1475,0.119,0.0815,0.151,0.1402499999999999,0.16325,0.2125,0.03625,0.083,0.1579999999999999,0.05075,0.09,0.2219999999999999,0.0797499999999999,0.155,0.05875,0.12325,0.136,0.15625,0.0915,0.1079999999999999,0.09675,0.0974999999999999,0.04475,0.1525,0.0564999999999999,0.09375,0.12125,0.05425,0.1435,0.0707499999999999,0.0742499999999999,0.062,0.062,0.05625,0.04925,0.1365,0.0815,0.05525,0.0564999999999999,0.0579999999999999,0.0765,0.0494999999999999,0.10675,0.09975,0.0469999999999999,0.05375,0.085,0.0855,0.1024999999999999,0.09925,0.11475,0.09125,0.0494999999999999,0.1019999999999999,0.04625,0.05425,0.061,0.0489999999999999,0.0625,0.0795,0.065,0.0725,0.09775,0.0642499999999999,0.0444999999999999,0.05175,0.03075,0.05025,0.04925,0.0625,0.05325,0.0275,0.05175
