movieId,melancholic,weird,culture clash,greed,independent film,runaway,dialogue,drinking,betrayal,drama,original,film noir,good,light,life & death,pornography,catastrophe,vengeance,quirky,mentor,life philosophy,childhood,death,absurd,dreams,sexy,adaptation,not funny,unlikely friendships,creativity,hotel,transformation,tokyo,fantasy world,chase,women,predictable,wartime,dysfunctional family,divorce,islam,surveillance,very funny,road movie,classic car,first contact,too long,memory,censorship,1930s,french,russian,writers,good music,small town,weapons,hospital,sacrifice,nudity (full frontal - brief),doctors,god,period piece,queer,british,multiple storylines,fight scenes,workplace,simple,prejudice,farce,fun movie,underrated,stoner movie,desert,wilderness,immortality,mad scientist,computer animation,blindness,irish accent,addiction,pulp,alter ego,documentary,survival,family,wine,finnish,prison,california,atheism,prostitution,bollywood,camp,directorial debut,texas,hunting,indians,stand-up comedy,awesome soundtrack,brothers,interracial romance,teen movie,trilogy,nudity (topless - brief),island,oil,homeless,new jersey,adoption,rebellion,no plot,stereotypes,alternate history,australia,kick-butt women,san francisco,made for tv,cancer,internet,new york city,goth,radio,nudity (rear),fashion,hip hop,ensemble cast,ghosts/afterlife,notable nudity,father daughter relationship,kidnapping,race,80s,time,snakes,best of 2005,shopping,potential oscar nom,lawyer,reality tv,robert downey jr,los angeles,unlikeable characters,too short,graphic novel,foul language,buddy movie,single father,remake
Il Mare (Siworae) (2000),0.94075,0.918,0.918,0.8162499999999999,0.7545,0.7545,0.85825,0.7545,0.553,0.66525,0.85825,0.355,0.955,0.53475,0.25625,0.39175,0.412,0.399,0.20725,0.5295,0.294,0.2975,0.1515,0.257,0.0939999999999999,0.634,0.18325,0.39425,0.63775,0.28,0.26875,0.184,0.4439999999999999,0.2274999999999999,0.18575,0.1405,0.2504999999999999,0.4762499999999999,0.138,0.122,0.3229999999999999,0.18125,0.21325,0.1124999999999999,0.10825,0.62275,0.154,0.55625,0.10825,0.076,0.191,0.10925,0.10225,0.247,0.025,0.276,0.09225,0.09575,0.151,0.32275,0.03275,0.1654999999999999,0.178,0.3095,0.3075,0.276,0.1825,0.05275,0.14125,0.14625,0.276,0.184,0.04575,0.05825,0.05525,0.22425,0.1164999999999999,0.0815,0.1604999999999999,0.2015,0.06175,0.1659999999999999,0.44675,0.154,0.0667499999999999,0.0285,0.55925,0.0295,0.0969999999999999,0.0544999999999999,0.1355,0.0444999999999999,0.2,0.0235,0.0915,0.0265,0.0242499999999999,0.05325,0.21975,0.1367499999999999,0.0702499999999999,0.079,0.0795,0.242,0.483,0.069,0.10875,0.0192499999999999,0.0855,0.0182499999999999,0.10625,0.1375,0.0434999999999999,0.0727499999999999,0.0767499999999999,0.43425,0.1134999999999999,0.025,0.0645,0.16375,0.0509999999999999,0.0434999999999999,0.10925,0.076,0.0177499999999999,0.0389999999999999,0.05175,0.0247499999999999,0.52475,0.014,0.009,0.077,0.03475,0.545,0.0095,0.2915,0.08775,0.0217499999999999,0.008,0.025,0.0127499999999999,0.03475,0.0127499999999999,0.0197499999999999,0.0262499999999999,0.0334999999999999,0.03125,0.018,0.0775
Marketa Lazarová (1967),0.99075,0.9265,0.8500000000000001,0.9265,0.883,0.81375,0.81375,0.883,0.59475,0.59625,0.61975,0.883,0.46225,0.7015,0.27375,0.53425,0.4715,0.552,0.50375,0.2897499999999999,0.1282499999999999,0.2835,0.16975,0.18325,0.2435,0.3319999999999999,0.2614999999999999,0.34375,0.0984999999999999,0.156,0.148,0.2957499999999999,0.3784999999999999,0.3209999999999999,0.2274999999999999,0.0767499999999999,0.25075,0.59,0.30325,0.076,0.20975,0.11475,0.1917499999999999,0.08875,0.10825,0.2544999999999999,0.23175,0.3405,0.11725,0.1195,0.0725,0.585,0.1345,0.50675,0.1795,0.1335,0.086,0.28825,0.1357499999999999,0.1415,0.8565,0.32675,0.0969999999999999,0.27075,0.1159999999999999,0.1245,0.03125,0.0775,0.1292499999999999,0.1089999999999999,0.10525,0.05625,0.1114999999999999,0.0605,0.245,0.121,0.15025,0.1262499999999999,0.0559999999999999,0.25375,0.0534999999999999,0.1099999999999999,0.0757499999999999,0.0835,0.0712499999999999,0.1735,0.06225,0.0595,0.0655,0.17075,0.4185,0.05525,0.04475,0.0837499999999999,0.0657499999999999,0.082,0.083,0.1385,0.03475,0.1272499999999999,0.1614999999999999,0.05875,0.11125,0.0314999999999999,0.0489999999999999,0.0855,0.0255,0.022,0.1629999999999999,0.1169999999999999,0.15375,0.071,0.09225,0.04725,0.0672499999999999,0.065,0.022,0.118,0.0142499999999999,0.10875,0.0185,0.14525,0.03675,0.0464999999999999,0.0125,0.0484999999999999,0.0334999999999999,0.04575,0.0257499999999999,0.0559999999999999,0.32625,0.0777499999999999,0.03075,0.031,0.03375,0.0389999999999999,0.0205,0.0245,0.0102499999999999,0.014,0.0305,0.03675,0.011,0.0152499999999999,0.019,0.0469999999999999,0.0212499999999999,0.021,0.004
Viva Zapata! (1952),0.83775,0.8025,0.8187500000000001,0.8740000000000001,0.80925,0.72225,0.568,0.80925,0.76875,0.98675,0.6275,0.80925,0.98675,0.46975,0.64325,0.1855,0.3974999999999999,0.3435,0.213,0.311,0.32475,0.24725,0.3462499999999999,0.193,0.11775,0.1465,0.39775,0.3462499999999999,0.27625,0.11575,0.1347499999999999,0.1995,0.0717499999999999,0.1342499999999999,0.18075,0.1922499999999999,0.2022499999999999,0.1185,0.15575,0.0765,0.422,0.2234999999999999,0.15575,0.23625,0.16575,0.2284999999999999,0.09625,0.1475,0.14875,0.671,0.09675,0.3405,0.2827499999999999,0.0747499999999999,0.4085,0.197,0.16025,0.1689999999999999,0.16575,0.0767499999999999,0.253,0.395,0.1377499999999999,0.20425,0.10775,0.1594999999999999,0.04175,0.1149999999999999,0.1609999999999999,0.10275,0.11475,0.2115,0.17675,0.027,0.429,0.1382499999999999,0.09475,0.0905,0.17975,0.1699999999999999,0.15075,0.14825,0.22125,0.11525,0.0765,0.0767499999999999,0.026,0.358,0.09075,0.27,0.18175,0.12025,0.0949999999999999,0.0815,0.2027499999999999,0.54575,0.25425,0.52425,0.3339999999999999,0.0652499999999999,0.08725,0.1619999999999999,0.12,0.0217499999999999,0.092,0.0262499999999999,0.132,0.09625,0.072,0.11175,0.39,0.0197499999999999,0.0444999999999999,0.0692499999999999,0.02975,0.04875,0.05225,0.14425,0.0737499999999999,0.0837499999999999,0.142,0.0262499999999999,0.0349999999999999,0.028,0.0257499999999999,0.1367499999999999,0.03575,0.0147499999999999,0.0255,0.0187499999999999,0.0177499999999999,0.0175,0.03275,0.0197499999999999,0.16125,0.0394999999999999,0.013,0.04025,0.0504999999999999,0.0125,0.05575,0.0227499999999999,0.0177499999999999,0.0125,0.0334999999999999,0.0172499999999999,0.011,0.012,0.0035
"Posto, Il (1961)",0.99225,0.90875,0.8552500000000001,0.86575,0.76075,0.9045,0.8512500000000001,0.76075,0.802,0.6855,0.6545,0.595,0.615,0.47775,0.61325,0.51925,0.43,0.216,0.239,0.60925,0.71475,0.89825,0.27,0.2885,0.2794999999999999,0.51925,0.38825,0.3249999999999999,0.7365,0.23475,0.18525,0.20875,0.292,0.35775,0.1545,0.3455,0.2329999999999999,0.246,0.22525,0.2584999999999999,0.53,0.119,0.2495,0.2435,0.5125,0.2329999999999999,0.21725,0.04975,0.23575,0.0675,0.11275,0.31675,0.21275,0.147,0.3145,0.1124999999999999,0.1265,0.21675,0.0747499999999999,0.1355,0.05375,0.068,0.10325,0.0645,0.1345,0.09425,0.4615,0.4705,0.2027499999999999,0.077,0.1295,0.0652499999999999,0.27525,0.0534999999999999,0.0504999999999999,0.125,0.0655,0.10025,0.05275,0.0732499999999999,0.151,0.0852499999999999,0.0782499999999999,0.3047499999999999,0.1415,0.069,0.0805,0.4692499999999999,0.21325,0.1335,0.05375,0.15025,0.06225,0.09625,0.05525,0.0702499999999999,0.0725,0.05175,0.22875,0.1465,0.0424999999999999,0.0282499999999999,0.1332499999999999,0.03475,0.05375,0.0404999999999999,0.023,0.2937499999999999,0.1034999999999999,0.10525,0.1614999999999999,0.0262499999999999,0.09525,0.0429999999999999,0.013,0.0697499999999999,0.0369999999999999,0.0232499999999999,0.027,0.04675,0.0984999999999999,0.012,0.21175,0.0202499999999999,0.085,0.009,0.0499999999999999,0.0409999999999999,0.0147499999999999,0.0534999999999999,0.0112499999999999,0.03175,0.071,0.023,0.023,0.0165,0.05075,0.0225,0.021,0.0252499999999999,0.0092499999999999,0.0247499999999999,0.009,0.03475,0.0095,0.0364999999999999,0.01,0.0534999999999999,0.007
"Sandglass, The (Sanatorium pod klepsydra) (1973)",0.98125,0.991,0.93425,0.98125,0.93425,0.88225,0.94875,0.76275,0.66975,0.56725,0.61975,0.5865,0.389,0.7827500000000001,0.8049999999999999,0.474,0.40025,0.271,0.218,0.255,0.1882499999999999,0.68525,0.4755,0.267,0.8222499999999999,0.474,0.43225,0.32875,0.1352499999999999,0.4125,0.3125,0.2644999999999999,0.23825,0.3355,0.1875,0.244,0.34075,0.54625,0.2015,0.08975,0.15975,0.196,0.14675,0.22725,0.1059999999999999,0.1845,0.178,0.5275,0.24875,0.16625,0.0777499999999999,0.4619999999999999,0.20975,0.084,0.237,0.065,0.1574999999999999,0.04875,0.09175,0.4822499999999999,0.10825,0.2339999999999999,0.12075,0.0772499999999999,0.11225,0.0785,0.04525,0.10025,0.0825,0.2135,0.06,0.05225,0.31525,0.05875,0.4792499999999999,0.4024999999999999,0.0847499999999999,0.0807499999999999,0.17175,0.1325,0.2274999999999999,0.1574999999999999,0.0677499999999999,0.214,0.09675,0.0389999999999999,0.121,0.1545,0.068,0.0374999999999999,0.1952499999999999,0.05975,0.0499999999999999,0.12425,0.1024999999999999,0.0687499999999999,0.4245,0.20375,0.0827499999999999,0.084,0.0404999999999999,0.04125,0.07,0.0225,0.0554999999999999,0.0822499999999999,0.08975,0.0504999999999999,0.0529999999999999,0.0384999999999999,0.0127499999999999,0.05525,0.03175,0.061,0.0349999999999999,0.03225,0.0265,0.03275,0.04125,0.0464999999999999,0.016,0.0329999999999999,0.0295,0.0374999999999999,0.0554999999999999,0.04675,0.03675,0.024,0.0404999999999999,0.022,0.021,0.0175,0.0354999999999999,0.1322499999999999,0.0127499999999999,0.0165,0.025,0.0404999999999999,0.03275,0.0177499999999999,0.0152499999999999,0.0112499999999999,0.0172499999999999,0.0162499999999999,0.0082499999999999,0.0167499999999999,0.0162499999999999,0.0155,0.008
"Color of Pomegranates, The (Sayat Nova) (1968)",0.96275,0.91975,0.9045,0.7985,0.9045,0.60525,0.877,0.65575,0.5425,0.26075,0.5365,0.208,0.21,0.2917499999999999,0.8274999999999999,0.60625,0.4265,0.21,0.1515,0.382,0.51675,0.63275,0.303,0.215,0.29,0.357,0.213,0.34775,0.1455,0.48775,0.089,0.36375,0.1074999999999999,0.17525,0.1435,0.10925,0.31775,0.0529999999999999,0.11825,0.09975,0.17875,0.079,0.208,0.1089999999999999,0.3149999999999999,0.142,0.1255,0.075,0.77875,0.181,0.0399999999999999,0.4347499999999999,0.0705,0.25625,0.14175,0.0935,0.0837499999999999,0.0379999999999999,0.077,0.1129999999999999,0.2885,0.0835,0.15525,0.04075,0.0777499999999999,0.1039999999999999,0.087,0.15375,0.0665,0.0424999999999999,0.11775,0.10825,0.2624999999999999,0.028,0.11225,0.249,0.09775,0.12275,0.0845,0.07,0.1064999999999999,0.09725,0.0524999999999999,0.0642499999999999,0.0369999999999999,0.0464999999999999,0.0245,0.0847499999999999,0.0835,0.02975,0.1315,0.0419999999999999,0.04275,0.062,0.0419999999999999,0.04725,0.0349999999999999,0.10775,0.09125,0.04625,0.03725,0.08625,0.0707499999999999,0.0222499999999999,0.0235,0.0837499999999999,0.0414999999999999,0.05825,0.0454999999999999,0.03175,0.03475,0.0359999999999999,0.05975,0.0675,0.0424999999999999,0.04025,0.0187499999999999,0.0984999999999999,0.03975,0.03775,0.0175,0.0162499999999999,0.0275,0.03475,0.03225,0.0832499999999999,0.0205,0.04275,0.026,0.029,0.0132499999999999,0.025,0.0339999999999999,0.0319999999999999,0.0192499999999999,0.0117499999999999,0.03,0.0172499999999999,0.0117499999999999,0.022,0.019,0.0122499999999999,0.0147499999999999,0.0152499999999999,0.0095,0.0137499999999999,0.0165,0.024,0.004
Blast of Silence (1961),0.99775,0.91175,0.98475,0.97125,0.96075,0.97125,0.687,0.96075,0.98475,0.657,0.592,0.96075,0.3794999999999999,0.3794999999999999,0.385,0.34775,0.4024999999999999,0.687,0.503,0.35,0.214,0.16175,0.44925,0.3037499999999999,0.06175,0.1925,0.268,0.31275,0.09225,0.197,0.217,0.258,0.10925,0.1377499999999999,0.3259999999999999,0.27075,0.3057499999999999,0.10975,0.20725,0.6125,0.14925,0.25575,0.123,0.154,0.2385,0.2927499999999999,0.14125,0.127,0.0737499999999999,0.063,0.11575,0.29525,0.482,0.1272499999999999,0.0735,0.4067499999999999,0.22625,0.0707499999999999,0.1317499999999999,0.18625,0.0329999999999999,0.04575,0.14575,0.0584999999999999,0.0797499999999999,0.1129999999999999,0.4639999999999999,0.05225,0.13,0.1262499999999999,0.1175,0.1044999999999999,0.17025,0.0755,0.031,0.23225,0.1109999999999999,0.11775,0.21475,0.085,0.0725,0.7902499999999999,0.1377499999999999,0.119,0.03625,0.0705,0.071,0.026,0.0519999999999999,0.1235,0.0379999999999999,0.2714999999999999,0.0379999999999999,0.11025,0.0549999999999999,0.1099999999999999,0.1059999999999999,0.1609999999999999,0.1892499999999999,0.0544999999999999,0.04725,0.193,0.0847499999999999,0.0167499999999999,0.0329999999999999,0.1322499999999999,0.181,0.1972499999999999,0.15675,0.0802499999999999,0.0549999999999999,0.0344999999999999,0.0554999999999999,0.0579999999999999,0.0177499999999999,0.0364999999999999,0.061,0.1395,0.0215,0.0314999999999999,0.97725,0.0142499999999999,0.0212499999999999,0.0319999999999999,0.04225,0.10075,0.03075,0.014,0.08675,0.1997499999999999,0.091,0.172,0.0685,0.0364999999999999,0.0175,0.03875,0.20775,0.0354999999999999,0.016,0.0167499999999999,0.05125,0.05275,0.03925,0.03325,0.0245,0.0157499999999999,0.0257499999999999,0.0107499999999999,0.0042499999999999
Still Life (Sanxia haoren) (2006),0.8720000000000001,0.8720000000000001,0.778,0.73475,0.6575,0.8720000000000001,0.51475,0.5555,0.4399999999999999,0.52275,0.58175,0.3105,0.4455,0.4965,0.2214999999999999,0.0895,0.5245,0.3465,0.33325,0.38975,0.3265,0.607,0.2105,0.26325,0.33025,0.15,0.1945,0.3452499999999999,0.2189999999999999,0.254,0.4255,0.4097499999999999,0.429,0.40175,0.546,0.1089999999999999,0.2239999999999999,0.093,0.17725,0.4885,0.11225,0.5045,0.22325,0.31925,0.15075,0.2324999999999999,0.22525,0.0855,0.15125,0.0647499999999999,0.09225,0.17525,0.27,0.2015,0.3914999999999999,0.43025,0.208,0.145,0.10525,0.2907499999999999,0.1305,0.081,0.09125,0.0539999999999999,0.118,0.149,0.37525,0.3695,0.0702499999999999,0.0925,0.12075,0.1604999999999999,0.0685,0.3435,0.08775,0.0777499999999999,0.48575,0.2189999999999999,0.09775,0.0772499999999999,0.0989999999999999,0.0994999999999999,0.392,0.1377499999999999,0.3185,0.1355,0.17575,0.0245,0.088,0.21,0.0949999999999999,0.2774999999999999,0.04925,0.1455,0.0702499999999999,0.25,0.077,0.1515,0.0605,0.183,0.063,0.0667499999999999,0.1139999999999999,0.15775,0.022,0.272,0.20675,0.21075,0.26675,0.1014999999999999,0.0359999999999999,0.1654999999999999,0.1352499999999999,0.076,0.178,0.085,0.21025,0.0625,0.03275,0.09875,0.0762499999999999,0.0257499999999999,0.05675,0.09625,0.1679999999999999,0.03975,0.0369999999999999,0.017,0.021,0.0692499999999999,0.0665,0.0712499999999999,0.0822499999999999,0.0444999999999999,0.0519999999999999,0.063,0.0767499999999999,0.18575,0.021,0.03325,0.0187499999999999,0.027,0.0135,0.0235,0.0152499999999999,0.0464999999999999,0.0292499999999999,0.0235,0.0105
Shadows in Paradise (Varjoja paratiisissa) (1986),0.98625,0.9335,0.7597499999999999,0.8354999999999999,0.9215,0.67775,0.8605,0.8194999999999999,0.8194999999999999,0.8194999999999999,0.6845,0.2794999999999999,0.4225,0.41925,0.25525,0.32225,0.42825,0.4389999999999999,0.5475,0.38475,0.5275,0.3745,0.4439999999999999,0.21425,0.76275,0.1034999999999999,0.29225,0.32225,0.713,0.4115,0.14075,0.29625,0.25025,0.56475,0.22225,0.25775,0.24675,0.14,0.375,0.3705,0.14,0.1392499999999999,0.26925,0.48875,0.2997499999999999,0.178,0.1659999999999999,0.10125,0.1114999999999999,0.10675,0.1104999999999999,0.0949999999999999,0.4695,0.1277499999999999,0.23625,0.1907499999999999,0.1195,0.1335,0.172,0.23275,0.0539999999999999,0.09575,0.2027499999999999,0.0777499999999999,0.25275,0.15225,0.55,0.4227499999999999,0.14425,0.0865,0.1915,0.218,0.122,0.0479999999999999,0.05375,0.10625,0.0544999999999999,0.2634999999999999,0.14125,0.16925,0.20775,0.1955,0.12225,0.283,0.05775,0.1935,0.26025,0.996,0.1664999999999999,0.0949999999999999,0.0665,0.062,0.1009999999999999,0.0782499999999999,0.1574999999999999,0.1059999999999999,0.10325,0.08675,0.11175,0.1205,0.08925,0.06225,0.1835,0.504,0.0645,0.0647499999999999,0.0935,0.1104999999999999,0.35275,0.0564999999999999,0.0712499999999999,0.11475,0.21875,0.0672499999999999,0.0195,0.1139999999999999,0.03925,0.0635,0.03475,0.06075,0.085,0.0314999999999999,0.04325,0.1024999999999999,0.0469999999999999,0.03,0.1064999999999999,0.0444999999999999,0.0429999999999999,0.0722499999999999,0.03775,0.0615,0.1297499999999999,0.0157499999999999,0.04375,0.04275,0.0454999999999999,0.1124999999999999,0.0359999999999999,0.0207499999999999,0.0399999999999999,0.0165,0.0795,0.0252499999999999,0.021,0.0225,0.0469999999999999,0.024,0.0097499999999999
Sawdust and Tinsel (Gycklarnas afton) (1953),0.99625,0.8620000000000001,0.891,0.9335,0.76075,0.9335,0.8620000000000001,0.76075,0.891,0.614,0.6195,0.76075,0.437,0.46325,0.39575,0.2995,0.4287499999999999,0.3335,0.353,0.43525,0.565,0.43,0.21125,0.27925,0.377,0.2995,0.22025,0.356,0.2155,0.3365,0.15975,0.25725,0.2935,0.18675,0.218,0.2204999999999999,0.3492499999999999,0.2804999999999999,0.1985,0.29725,0.11675,0.082,0.2025,0.3722499999999999,0.1569999999999999,0.3492499999999999,0.175,0.183,0.187,0.23225,0.125,0.05425,0.1139999999999999,0.0827499999999999,0.5125,0.125,0.10725,0.21775,0.1265,0.11875,0.3349999999999999,0.0785,0.135,0.093,0.0675,0.126,0.18575,0.11575,0.11325,0.2495,0.2234999999999999,0.2105,0.0569999999999999,0.0944999999999999,0.10025,0.24025,0.0994999999999999,0.1955,0.04475,0.0785,0.0815,0.11025,0.2827499999999999,0.10625,0.067,0.059,0.05875,0.1525,0.1555,0.11925,0.0384999999999999,0.0524999999999999,0.0637499999999999,0.04925,0.10525,0.09325,0.027,0.075,0.3195,0.05525,0.05825,0.05975,0.09725,0.04025,0.0574999999999999,0.073,0.0374999999999999,0.0717499999999999,0.05675,0.0329999999999999,0.11875,0.0737499999999999,0.065,0.0905,0.0637499999999999,0.0564999999999999,0.05575,0.11075,0.03075,0.0584999999999999,0.03475,0.0215,0.0519999999999999,0.0772499999999999,0.03825,0.0227499999999999,0.03,0.065,0.081,0.03925,0.0354999999999999,0.031,0.0449999999999999,0.05625,0.07,0.0247499999999999,0.03375,0.0155,0.03275,0.0369999999999999,0.0529999999999999,0.0127499999999999,0.03425,0.0225,0.0334999999999999,0.03375,0.0242499999999999,0.0272499999999999,0.013
"Autumn Afternoon, An (Sanma no aji) (1962)",0.99675,0.969,0.95625,0.7575000000000001,0.95625,0.8865000000000001,0.69075,0.8740000000000001,0.841,0.72275,0.7609999999999999,0.82925,0.58275,0.66025,0.5905,0.2614999999999999,0.4085,0.18375,0.23675,0.3542499999999999,0.3562499999999999,0.653,0.57575,0.25225,0.25125,0.25875,0.1977499999999999,0.33575,0.59525,0.2704999999999999,0.147,0.22325,0.9405,0.2249999999999999,0.49375,0.253,0.1525,0.187,0.9035,0.93325,0.28225,0.2395,0.27525,0.215,0.3492499999999999,0.1674999999999999,0.0984999999999999,0.40225,0.079,0.45575,0.17175,0.32425,0.2229999999999999,0.23725,0.22725,0.1415,0.146,0.2544999999999999,0.09675,0.33175,0.04775,0.0905,0.1435,0.1624999999999999,0.156,0.148,0.3502499999999999,0.2329999999999999,0.0687499999999999,0.37625,0.33575,0.0979999999999999,0.0935,0.0197499999999999,0.0285,0.1185,0.26225,0.1312499999999999,0.1262499999999999,0.1215,0.074,0.09675,0.1129999999999999,0.17975,0.0484999999999999,0.29625,0.22475,0.30725,0.0569999999999999,0.4852499999999999,0.0424999999999999,0.2304999999999999,0.1009999999999999,0.09075,0.063,0.09625,0.15175,0.05225,0.12325,0.0765,0.20475,0.17275,0.1664999999999999,0.03475,0.0802499999999999,0.1825,0.0692499999999999,0.11575,0.1287499999999999,0.1205,0.2274999999999999,0.0949999999999999,0.0722499999999999,0.0605,0.0305,0.14775,0.05025,0.0637499999999999,0.12175,0.0544999999999999,0.11275,0.0095,0.11325,0.0344999999999999,0.0165,0.11225,0.062,0.02,0.027,0.503,0.015,0.04725,0.09475,0.0509999999999999,0.0414999999999999,0.0627499999999999,0.199,0.09925,0.0635,0.0339999999999999,0.05125,0.04275,0.0319999999999999,0.012,0.0165,0.0675,0.04775,0.22575,0.0065
Black Moon (1975),0.98325,0.9965,0.6605,0.9405,0.8945000000000001,0.79125,0.9535,0.498,0.2857499999999999,0.2857499999999999,0.672,0.56825,0.31925,0.32825,0.58175,0.81575,0.37625,0.75475,0.3065,0.216,0.14525,0.1995,0.40125,0.4,0.8745,0.81575,0.18675,0.3295,0.1302499999999999,0.174,0.2365,0.1352499999999999,0.4165,0.31925,0.24,0.70775,0.65475,0.16375,0.28825,0.204,0.2817499999999999,0.0584999999999999,0.16875,0.5585,0.247,0.2865,0.17525,0.3139999999999999,0.25125,0.14275,0.1114999999999999,0.09825,0.16325,0.06125,0.0539999999999999,0.1604999999999999,0.15325,0.1019999999999999,0.0742499999999999,0.083,0.09175,0.0687499999999999,0.1945,0.1014999999999999,0.15175,0.16725,0.0875,0.0267499999999999,0.05275,0.20425,0.0782499999999999,0.04175,0.09825,0.3047499999999999,0.15575,0.0685,0.0424999999999999,0.10175,0.081,0.077,0.0802499999999999,0.16275,0.1034999999999999,0.10525,0.2865,0.086,0.139,0.08775,0.0797499999999999,0.06,0.05725,0.1119999999999999,0.15275,0.04825,0.0964999999999999,0.04825,0.023,0.1079999999999999,0.04975,0.04425,0.093,0.0242499999999999,0.288,0.0202499999999999,0.0185,0.1009999999999999,0.11375,0.17475,0.089,0.1089999999999999,0.0142499999999999,0.1297499999999999,0.0762499999999999,0.063,0.0677499999999999,0.0389999999999999,0.0112499999999999,0.0314999999999999,0.02,0.09875,0.02975,0.05475,0.354,0.0202499999999999,0.0272499999999999,0.0177499999999999,0.0474999999999999,0.0082499999999999,0.0394999999999999,0.0354999999999999,0.0287499999999999,0.0245,0.0232499999999999,0.0232499999999999,0.10375,0.05825,0.03575,0.026,0.0175,0.016,0.0177499999999999,0.0172499999999999,0.023,0.0115,0.0142499999999999,0.0265,0.013,0.0187499999999999,0.0105
Lone Wolf and Cub: Baby Cart in Peril (Kozure Ôkami: Oya no kokoro ko no kokoro) (1972),0.98175,0.80375,0.9895,0.668,0.80375,0.80375,0.80375,0.80375,0.8472500000000001,0.7955000000000001,0.71175,0.494,0.82525,0.7955000000000001,0.6865,0.277,0.43925,0.89625,0.3185,0.6175,0.38725,0.2845,0.525,0.28725,0.084,0.1327499999999999,0.26675,0.3329999999999999,0.3339999999999999,0.172,0.2355,0.197,0.709,0.3605,0.36775,0.0802499999999999,0.1579999999999999,0.1942499999999999,0.279,0.0845,0.22875,0.376,0.53275,0.16225,0.3425,0.15525,0.258,0.1485,0.1654999999999999,0.16575,0.0712499999999999,0.0404999999999999,0.10325,0.27925,0.1624999999999999,0.6525,0.13,0.51125,0.1185,0.09725,0.03125,0.143,0.1104999999999999,0.39225,0.2574999999999999,0.8262499999999999,0.0544999999999999,0.09625,0.1684999999999999,0.13,0.1564999999999999,0.0787499999999999,0.09,0.0484999999999999,0.2017499999999999,0.3515,0.1292499999999999,0.1252499999999999,0.0464999999999999,0.15525,0.123,0.1977499999999999,0.1385,0.0509999999999999,0.1659999999999999,0.0835,0.03525,0.4429999999999999,0.0989999999999999,0.0822499999999999,0.03525,0.04025,0.1312499999999999,0.05525,0.08675,0.15225,0.0727499999999999,0.1485,0.545,0.27925,0.1059999999999999,0.025,0.16075,0.1059999999999999,0.0742499999999999,0.17675,0.10425,0.05475,0.0792499999999999,0.0662499999999999,0.0574999999999999,0.17725,0.072,0.0635,0.1345,0.1252499999999999,0.1265,0.11775,0.081,0.0727499999999999,0.0262499999999999,0.0595,0.0484999999999999,0.0775,0.03325,0.0642499999999999,0.0439999999999999,0.0305,0.0414999999999999,0.03925,0.2002499999999999,0.0295,0.05525,0.04325,0.1392499999999999,0.09,0.0152499999999999,0.0974999999999999,0.12075,0.214,0.025,0.0267499999999999,0.0167499999999999,0.0205,0.0807499999999999,0.1089999999999999,0.0314999999999999,0.0534999999999999,0.0282499999999999
"Face of Another, The (Tanin no kao) (1966)",0.993,0.95675,0.93375,0.95275,0.94825,0.9085,0.95275,0.94825,0.8200000000000001,0.84625,0.694,0.94825,0.6165,0.6165,0.3462499999999999,0.435,0.39925,0.2165,0.2654999999999999,0.37875,0.32525,0.48675,0.2895,0.2329999999999999,0.4205,0.435,0.25025,0.3612499999999999,0.27925,0.31925,0.7609999999999999,0.419,0.5665,0.2085,0.16725,0.257,0.252,0.3442499999999999,0.28075,0.406,0.2339999999999999,0.1694999999999999,0.2015,0.09625,0.10975,0.3235,0.11425,0.4307499999999999,0.1982499999999999,0.14425,0.305,0.2339999999999999,0.2927499999999999,0.17025,0.088,0.1257499999999999,0.34475,0.0647499999999999,0.0964999999999999,0.5265,0.33425,0.086,0.119,0.271,0.09725,0.11575,0.378,0.27075,0.1257499999999999,0.1599999999999999,0.12225,0.243,0.0915,0.0635,0.0344999999999999,0.24525,0.54825,0.10425,0.122,0.093,0.11175,0.1089999999999999,0.1099999999999999,0.0822499999999999,0.0715,0.0737499999999999,0.21275,0.0384999999999999,0.0745,0.05075,0.0815,0.0847499999999999,0.2624999999999999,0.06175,0.18375,0.0175,0.0685,0.06175,0.0687499999999999,0.05975,0.0822499999999999,0.1315,0.16875,0.1574999999999999,0.1124999999999999,0.17375,0.0755,0.14675,0.08725,0.03875,0.0695,0.0665,0.0479999999999999,0.0657499999999999,0.0419999999999999,0.05075,0.0682499999999999,0.0732499999999999,0.0529999999999999,0.067,0.0252499999999999,0.012,0.1014999999999999,0.0215,0.18325,0.061,0.03475,0.0265,0.0247499999999999,0.0895,0.0282499999999999,0.0464999999999999,0.0135,0.0677499999999999,0.0237499999999999,0.021,0.0349999999999999,0.0267499999999999,0.04725,0.014,0.0175,0.024,0.0247499999999999,0.0262499999999999,0.0235,0.0145,0.0237499999999999,0.0247499999999999,0.0075
