movieId,teen movie,good,predictable,original,very funny,catastrophe,mentor,family,childhood,fun movie,melancholic,runaway,women,chase,light,stereotypes,fight scenes,dialogue,fantasy world,culture clash,sexy,first contact,life philosophy,unlikely friendships,betrayal,vengeance,adaptation,weird,divorce,drama,pornography,transformation,not funny,greed,weapons,quirky,writers,shopping,farce,internet,drinking,new jersey,dysfunctional family,life & death,creativity,fashion,interracial romance,absurd,queer,computer animation,nudity (full frontal - brief),new york city,independent film,single father,death,sacrifice,hospital,hotel,pulp,prejudice,notable nudity,classic car,surveillance,underrated,multiple storylines,hip hop,nudity (rear),camp,california,alter ego,irish accent,doctors,simple,remake,too long,80s,small town,san francisco,islam,good music,awesome soundtrack,dreams,adoption,island,mad scientist,period piece,alternate history,foul language,no plot,bollywood,british,road movie,memory,unlikeable characters,indians,workplace,stand-up comedy,blindness,immortality,wine,father daughter relationship,film noir,lawyer,kick-butt women,too short,ghosts/afterlife,race,stoner movie,cancer,wartime,survival,los angeles,brothers,radio,addiction,prison,ensemble cast,atheism,reality tv,buddy movie,god,time,tokyo,robert downey jr,censorship,russian,kidnapping,nudity (topless - brief),made for tv,wilderness,goth,1930s,directorial debut,homeless,texas,australia,prostitution,finnish,trilogy,snakes,potential oscar nom,oil,french,best of 2005,desert,rebellion,graphic novel,hunting,documentary
"Rewrite, The (2014)",0.8507499999999999,0.8507499999999999,0.62375,0.7325,0.671,0.62375,0.57125,0.2259999999999999,0.18575,0.67125,0.23975,0.5025,0.24375,0.6315,0.53225,0.4825,0.381,0.51925,0.24925,0.4655,0.1659999999999999,0.62375,0.3492499999999999,0.22575,0.34475,0.35875,0.28725,0.547,0.503,0.34475,0.15375,0.24275,0.3037499999999999,0.41525,0.1975,0.2075,0.6415,0.218,0.283,0.3974999999999999,0.119,0.248,0.10975,0.1755,0.3259999999999999,0.16275,0.0534999999999999,0.18025,0.11525,0.1485,0.1927499999999999,0.31375,0.3602499999999999,0.1044999999999999,0.071,0.11625,0.143,0.257,0.2,0.09375,0.1629999999999999,0.1885,0.3255,0.21275,0.12475,0.04675,0.1525,0.0652499999999999,0.44175,0.216,0.08625,0.0687499999999999,0.0999999999999999,0.0374999999999999,0.129,0.09125,0.29825,0.05225,0.11175,0.04875,0.0994999999999999,0.069,0.0409999999999999,0.1445,0.14525,0.1252499999999999,0.146,0.1149999999999999,0.0875,0.0827499999999999,0.10325,0.1684999999999999,0.135,0.03325,0.05975,0.39475,0.09675,0.15,0.0449999999999999,0.303,0.0409999999999999,0.09925,0.05125,0.0559999999999999,0.03075,0.064,0.05225,0.154,0.026,0.0627499999999999,0.09925,0.0632499999999999,0.0595,0.191,0.0459999999999999,0.1154999999999999,0.0665,0.03725,0.0349999999999999,0.1305,0.0267499999999999,0.135,0.0484999999999999,0.26675,0.05025,0.0399999999999999,0.0439999999999999,0.0474999999999999,0.0514999999999999,0.061,0.0262499999999999,0.0652499999999999,0.07,0.0687499999999999,0.0369999999999999,0.0484999999999999,0.0349999999999999,0.0657499999999999,0.06075,0.0287499999999999,0.031,0.11775,0.0404999999999999,0.03775,0.0265,0.03775,0.0314999999999999,0.14675,0.012
Playing It Cool (2014),0.98175,0.98175,0.5535,0.72375,0.5165,0.4835,0.42125,0.1947499999999999,0.39125,0.4225,0.8354999999999999,0.39125,0.5945,0.4085,0.5165,0.22225,0.3429999999999999,0.478,0.218,0.39475,0.25525,0.2684999999999999,0.32675,0.4399999999999999,0.3135,0.3045,0.274,0.376,0.3984999999999999,0.3635,0.296,0.1977499999999999,0.30225,0.27375,0.3429999999999999,0.513,0.6875,0.1277499999999999,0.345,0.121,0.14425,0.14275,0.1139999999999999,0.1932499999999999,0.176,0.14875,0.24825,0.38225,0.2395,0.128,0.14875,0.072,0.23275,0.15025,0.1255,0.1175,0.11175,0.08825,0.18275,0.12225,0.33025,0.16025,0.071,0.17525,0.145,0.09625,0.14175,0.1144999999999999,0.1255,0.3265,0.1164999999999999,0.14575,0.1285,0.0702499999999999,0.11775,0.05725,0.1054999999999999,0.1965,0.08875,0.0797499999999999,0.10925,0.12125,0.0504999999999999,0.24,0.1144999999999999,0.1372499999999999,0.1014999999999999,0.52325,0.0627499999999999,0.09825,0.21675,0.09875,0.194,0.23175,0.0865,0.0692499999999999,0.09625,0.15025,0.10075,0.15525,0.0424999999999999,0.22125,0.0257499999999999,0.0827499999999999,0.0822499999999999,0.1624999999999999,0.0282499999999999,0.04075,0.0544999999999999,0.059,0.0802499999999999,0.059,0.0687499999999999,0.05225,0.0777499999999999,0.0559999999999999,0.0727499999999999,0.092,0.1069999999999999,0.1664999999999999,0.05775,0.10075,0.03975,0.1402499999999999,0.0847499999999999,0.1367499999999999,0.0404999999999999,0.0842499999999999,0.03625,0.0584999999999999,0.03275,0.0344999999999999,0.0652499999999999,0.03125,0.0172499999999999,0.04225,0.0514999999999999,0.0835,0.04975,0.0252499999999999,0.0569999999999999,0.0232499999999999,0.03525,0.0232499999999999,0.067,0.0504999999999999,0.03875,0.0504999999999999,0.0117499999999999
When in Rome (2002),0.9675,0.8654999999999999,0.659,0.59175,0.6565,0.44425,0.42,0.728,0.774,0.5555,0.30225,0.62575,0.62925,0.26025,0.2524999999999999,0.2324999999999999,0.437,0.3455,0.57,0.32175,0.286,0.32125,0.272,0.30725,0.2514999999999999,0.24975,0.3585,0.29225,0.1312499999999999,0.29225,0.286,0.3502499999999999,0.395,0.30225,0.17975,0.1265,0.1019999999999999,0.1535,0.10175,0.10625,0.11975,0.239,0.21325,0.23025,0.1312499999999999,0.9085,0.0747499999999999,0.1322499999999999,0.5985,0.20625,0.066,0.0925,0.30225,0.03975,0.1054999999999999,0.085,0.1654999999999999,0.16375,0.2025,0.24125,0.0469999999999999,0.126,0.09325,0.0695,0.236,0.1034999999999999,0.2314999999999999,0.2105,0.252,0.1415,0.1455,0.1525,0.0675,0.0767499999999999,0.15225,0.0449999999999999,0.0845,0.0574999999999999,0.14125,0.0792499999999999,0.48875,0.0429999999999999,0.10125,0.296,0.2105,0.081,0.1014999999999999,0.0949999999999999,0.50025,0.3125,0.27425,0.0707499999999999,0.1397499999999999,0.0657499999999999,0.05525,0.05675,0.0857499999999999,0.023,0.0715,0.05125,0.0827499999999999,0.09825,0.03725,0.0964999999999999,0.0949999999999999,0.0185,0.17775,0.05675,0.0554999999999999,0.14125,0.0549999999999999,0.0745,0.1054999999999999,0.0182499999999999,0.05475,0.06,0.0364999999999999,0.03275,0.017,0.0685,0.05125,0.0364999999999999,0.0524999999999999,0.0329999999999999,0.03175,0.09175,0.06,0.0295,0.0292499999999999,0.09125,0.0232499999999999,0.04325,0.0165,0.02975,0.0125,0.558,0.0574999999999999,0.04575,0.04525,0.028,0.0132499999999999,0.0092499999999999,0.03,0.0185,0.10325,0.03375,0.0122499999999999,0.011,0.0087499999999999
The DUFF (2015),0.998,0.961,0.6055,0.57475,0.7065,0.8109999999999999,0.7789999999999999,0.37675,0.37675,0.5695,0.2684999999999999,0.61725,0.5655,0.31,0.26325,0.7185,0.275,0.33825,0.4095,0.408,0.18475,0.23575,0.31875,0.94025,0.21925,0.3419999999999999,0.708,0.2957499999999999,0.146,0.3409999999999999,0.21525,0.3409999999999999,0.256,0.408,0.275,0.207,0.1285,0.2917499999999999,0.27075,0.39425,0.5055,0.27825,0.592,0.20675,0.2835,0.24625,0.12325,0.12475,0.26775,0.125,0.10725,0.05175,0.207,0.0697499999999999,0.11425,0.2125,0.1257499999999999,0.0817499999999999,0.1305,0.294,0.0702499999999999,0.2209999999999999,0.3824999999999999,0.28325,0.085,0.2145,0.11425,0.11925,0.18125,0.2115,0.1619999999999999,0.11975,0.1079999999999999,0.03425,0.09075,0.2339999999999999,0.15975,0.0772499999999999,0.1144999999999999,0.0842499999999999,0.259,0.1074999999999999,0.0742499999999999,0.083,0.0692499999999999,0.084,0.09125,0.1385,0.122,0.0989999999999999,0.08975,0.1609999999999999,0.0672499999999999,0.0767499999999999,0.1169999999999999,0.0707499999999999,0.08625,0.0747499999999999,0.0802499999999999,0.067,0.0605,0.08625,0.0247499999999999,0.084,0.11275,0.04975,0.0712499999999999,0.1624999999999999,0.0757499999999999,0.0875,0.05825,0.0429999999999999,0.0695,0.0994999999999999,0.0792499999999999,0.0842499999999999,0.03825,0.0449999999999999,0.2504999999999999,0.05875,0.0409999999999999,0.02975,0.0742499999999999,0.0935,0.05075,0.0632499999999999,0.0267499999999999,0.0242499999999999,0.0662499999999999,0.0384999999999999,0.27175,0.0349999999999999,0.0939999999999999,0.0822499999999999,0.04325,0.0514999999999999,0.06,0.0414999999999999,0.0329999999999999,0.0339999999999999,0.0195,0.018,0.0232499999999999,0.0182499999999999,0.0369999999999999,0.09225,0.03025,0.0157499999999999,0.0295
The Second Best Exotic Marigold Hotel (2015),0.6975,0.841,0.487,0.6495,0.2405,0.516,0.6715,0.3015,0.2774999999999999,0.2264999999999999,0.62825,0.3075,0.262,0.3442499999999999,0.27425,0.17775,0.1902499999999999,0.304,0.18025,0.67725,0.09725,0.311,0.5585,0.54275,0.3025,0.242,0.21025,0.39,0.4117499999999999,0.2304999999999999,0.191,0.301,0.32675,0.41225,0.3492499999999999,0.3095,0.2115,0.46075,0.1917499999999999,0.09525,0.21575,0.1579999999999999,0.1845,0.35075,0.2504999999999999,0.10925,0.1144999999999999,0.22225,0.50475,0.1262499999999999,0.16275,0.0925,0.31275,0.0822499999999999,0.14525,0.18575,0.134,0.916,0.10725,0.2155,0.082,0.18675,0.22575,0.1659999999999999,0.2395,0.15325,0.05375,0.0677499999999999,0.0732499999999999,0.1079999999999999,0.16825,0.1215,0.18675,0.0354999999999999,0.1079999999999999,0.03625,0.18625,0.181,0.0727499999999999,0.1425,0.0489999999999999,0.17075,0.0717499999999999,0.11825,0.04275,0.22375,0.0677499999999999,0.06,0.14475,0.5295,0.56525,0.16075,0.09725,0.0964999999999999,0.829,0.14725,0.0832499999999999,0.10575,0.05525,0.2504999999999999,0.05325,0.0832499999999999,0.0782499999999999,0.04675,0.0895,0.0984999999999999,0.0715,0.0805,0.0655,0.11175,0.0642499999999999,0.0227499999999999,0.1362499999999999,0.1599999999999999,0.0725,0.0795,0.8354999999999999,0.1009999999999999,0.0242499999999999,0.0192499999999999,0.03,0.1485,0.0672499999999999,0.04175,0.0379999999999999,0.04825,0.02975,0.03425,0.0549999999999999,0.0494999999999999,0.0324999999999999,0.0765,0.09525,0.10175,0.03725,0.084,0.0384999999999999,0.1545,0.1024999999999999,0.0162499999999999,0.0255,0.1159999999999999,0.0717499999999999,0.025,0.0237499999999999,0.017,0.0122499999999999,0.0282499999999999,0.0205
Sabrina the Teenage Witch (1996),0.98675,0.8605,0.37775,0.56275,0.21375,0.41725,0.4645,0.3275,0.3275,0.14275,0.31375,0.39875,0.1882499999999999,0.178,0.22275,0.23325,0.173,0.358,0.62825,0.3834999999999999,0.6605,0.212,0.2804999999999999,0.33675,0.26475,0.2907499999999999,0.34375,0.37525,0.14575,0.177,0.6605,0.2155,0.31325,0.3834999999999999,0.131,0.191,0.10325,0.2674999999999999,0.12025,0.0935,0.12175,0.11125,0.15525,0.2294999999999999,0.1599999999999999,0.26075,0.23275,0.1785,0.26625,0.1895,0.10125,0.0605,0.18175,0.0605,0.3225,0.1955,0.2365,0.20575,0.1735,0.1332499999999999,0.3545,0.136,0.0974999999999999,0.25025,0.0742499999999999,0.34175,0.11475,0.18225,0.03925,0.0787499999999999,0.22625,0.39525,0.0935,0.04075,0.0885,0.15125,0.0334999999999999,0.0715,0.0732499999999999,0.069,0.1515,0.0514999999999999,0.1485,0.0444999999999999,0.0954999999999999,0.067,0.0755,0.0444999999999999,0.1619999999999999,0.0539999999999999,0.1064999999999999,0.06175,0.076,0.0722499999999999,0.11925,0.0662499999999999,0.2445,0.0504999999999999,0.4347499999999999,0.14725,0.03325,0.0994999999999999,0.075,0.0655,0.05025,0.05375,0.0404999999999999,0.0464999999999999,0.084,0.067,0.0474999999999999,0.028,0.04475,0.09125,0.0792499999999999,0.0519999999999999,0.0305,0.0394999999999999,0.3259999999999999,0.03925,0.0235,0.0197499999999999,0.09525,0.05475,0.03775,0.12,0.03125,0.028,0.3754999999999999,0.0245,0.2279999999999999,0.03275,0.04125,0.0277499999999999,0.022,0.0225,0.04475,0.2815,0.016,0.0195,0.03,0.01,0.03075,0.018,0.0092499999999999,0.0324999999999999,0.03875,0.0494999999999999,0.0165
Barbie in the 12 Dancing Princesses (2006),0.90375,0.90375,0.5195,0.66,0.2995,0.4659999999999999,0.4165,0.484,0.362,0.58725,0.3732499999999999,0.44775,0.473,0.543,0.3359999999999999,0.52625,0.4575,0.52125,0.603,0.409,0.2574999999999999,0.5195,0.4389999999999999,0.282,0.4014999999999999,0.395,0.39,0.52075,0.0875,0.2885,0.25125,0.2425,0.25675,0.409,0.5195,0.17225,0.1297499999999999,0.246,0.192,0.3804999999999999,0.30425,0.11775,0.22875,0.2334999999999999,0.2055,0.144,0.3525,0.4385,0.14325,0.4519999999999999,0.1982499999999999,0.0969999999999999,0.2385,0.1377499999999999,0.59125,0.185,0.173,0.18675,0.17475,0.281,0.1445,0.122,0.195,0.0777499999999999,0.1515,0.38925,0.10425,0.12375,0.27125,0.2345,0.0895,0.12025,0.09125,0.1205,0.0984999999999999,0.148,0.1089999999999999,0.0727499999999999,0.558,0.3612499999999999,0.2309999999999999,0.0959999999999999,0.0777499999999999,0.0949999999999999,0.12375,0.1262499999999999,0.075,0.03825,0.09125,0.21325,0.24775,0.0735,0.22275,0.0994999999999999,0.4655,0.0665,0.10125,0.0319999999999999,0.08625,0.0757499999999999,0.26625,0.0989999999999999,0.15775,0.0787499999999999,0.04875,0.1225,0.19,0.0625,0.05025,0.0399999999999999,0.11625,0.04075,0.12375,0.05825,0.0802499999999999,0.069,0.09625,0.06025,0.0404999999999999,0.0354999999999999,0.0484999999999999,0.0652499999999999,0.28925,0.0292499999999999,0.05575,0.15,0.1392499999999999,0.0802499999999999,0.08875,0.0305,0.0324999999999999,0.23825,0.03925,0.0282499999999999,0.0939999999999999,0.069,0.04875,0.42025,0.0815,0.0564999999999999,0.018,0.0255,0.0192499999999999,0.0175,0.04175,0.02975,0.0454999999999999,0.0112499999999999,0.0112499999999999
Barely Lethal (2015),0.99675,0.91525,0.485,0.6115,0.33025,0.4125,0.554,0.11675,0.0815,0.40425,0.28125,0.4429999999999999,0.21625,0.48175,0.2734999999999999,0.15925,0.48175,0.236,0.2694999999999999,0.3555,0.11025,0.21725,0.25975,0.4044999999999999,0.3087499999999999,0.24875,0.3339999999999999,0.28025,0.04525,0.17125,0.1415,0.16575,0.2925,0.3555,0.48175,0.187,0.1937499999999999,0.0439999999999999,0.1589999999999999,0.43025,0.151,0.1064999999999999,0.213,0.1885,0.16675,0.132,0.0647499999999999,0.202,0.1235,0.10325,0.05975,0.03725,0.122,0.0277499999999999,0.2329999999999999,0.0805,0.10175,0.0675,0.1745,0.1385,0.06025,0.1917499999999999,0.344,0.06175,0.14275,0.0499999999999999,0.03725,0.1639999999999999,0.11725,0.16175,0.0795,0.0554999999999999,0.0285,0.0257499999999999,0.15975,0.068,0.122,0.0359999999999999,0.0584999999999999,0.05425,0.23325,0.12475,0.08825,0.06125,0.1639999999999999,0.04625,0.0539999999999999,0.0329999999999999,0.0837499999999999,0.064,0.0795,0.083,0.04225,0.1225,0.08975,0.0469999999999999,0.09475,0.0235,0.1302499999999999,0.0489999999999999,0.04575,0.0939999999999999,0.0145,0.03725,0.0359999999999999,0.0202499999999999,0.0647499999999999,0.0574999999999999,0.10325,0.0449999999999999,0.0705,0.0137499999999999,0.0499999999999999,0.0267499999999999,0.0514999999999999,0.069,0.0474999999999999,0.02975,0.0369999999999999,0.0135,0.0292499999999999,0.03575,0.0762499999999999,0.0865,0.0364999999999999,0.0539999999999999,0.0245,0.0344999999999999,0.0632499999999999,0.0185,0.0652499999999999,0.0252499999999999,0.0539999999999999,0.0275,0.04375,0.019,0.0374999999999999,0.1594999999999999,0.0242499999999999,0.0222499999999999,0.0205,0.03725,0.0185,0.0142499999999999,0.0125,0.077,0.0185,0.0167499999999999,0.0147499999999999
Trainwreck (2015),0.87625,0.87625,0.58525,0.66125,0.924,0.60225,0.6085,0.4995,0.2724999999999999,0.23375,0.7905,0.4735,0.64075,0.311,0.55225,0.57175,0.21475,0.552,0.348,0.4735,0.4885,0.2634999999999999,0.2654999999999999,0.3255,0.4735,0.42725,0.3485,0.36475,0.3235,0.4735,0.7987500000000001,0.2455,0.1997499999999999,0.263,0.1765,0.30525,0.45925,0.1972499999999999,0.7749999999999999,0.2027499999999999,0.718,0.3275,0.4539999999999999,0.2465,0.2965,0.27075,0.126,0.48575,0.312,0.1614999999999999,0.25675,0.55675,0.2835,0.09625,0.22075,0.1987499999999999,0.27425,0.138,0.1584999999999999,0.1337499999999999,0.1049999999999999,0.25425,0.11625,0.147,0.17325,0.11475,0.10875,0.1267499999999999,0.2035,0.1689999999999999,0.2239999999999999,0.52975,0.15875,0.03,0.57725,0.077,0.1367499999999999,0.0672499999999999,0.1094999999999999,0.11975,0.11625,0.0842499999999999,0.069,0.05625,0.0712499999999999,0.0747499999999999,0.121,0.79725,0.0925,0.11625,0.1104999999999999,0.1725,0.0959999999999999,0.493,0.1004999999999999,0.12125,0.5305,0.0722499999999999,0.0574999999999999,0.10275,0.25025,0.09625,0.071,0.079,0.08775,0.0287499999999999,0.0579999999999999,0.18275,0.10775,0.08675,0.1287499999999999,0.0855,0.12475,0.05075,0.1987499999999999,0.068,0.119,0.0792499999999999,0.0725,0.1069999999999999,0.0464999999999999,0.03325,0.1164999999999999,0.0524999999999999,0.08825,0.05075,0.0334999999999999,0.1604999999999999,0.0384999999999999,0.062,0.0449999999999999,0.0697499999999999,0.0827499999999999,0.15275,0.0702499999999999,0.0399999999999999,0.0579999999999999,0.0444999999999999,0.05775,0.05025,0.1039999999999999,0.05025,0.03375,0.0964999999999999,0.0349999999999999,0.0439999999999999,0.09075,0.0404999999999999,0.0419999999999999
Smart House (1999),0.8985000000000001,0.8985000000000001,0.638,0.647,0.34975,0.7165,0.58575,0.75275,0.60425,0.617,0.25525,0.25925,0.22775,0.6865,0.49,0.4287499999999999,0.638,0.4855,0.3365,0.4157499999999999,0.1225,0.59725,0.27425,0.2125,0.1927499999999999,0.14725,0.2877499999999999,0.2465,0.3415,0.194,0.12275,0.3445,0.349,0.25925,0.54625,0.155,0.218,0.0409999999999999,0.14525,0.0935,0.0847499999999999,0.1845,0.10175,0.1535,0.23475,0.1305,0.05425,0.15025,0.15075,0.45175,0.061,0.1455,0.2804999999999999,0.218,0.14875,0.195,0.1619999999999999,0.0782499999999999,0.18475,0.2334999999999999,0.0682499999999999,0.1164999999999999,0.1639999999999999,0.085,0.1144999999999999,0.078,0.0745,0.144,0.1335,0.251,0.16425,0.09325,0.15525,0.26825,0.1079999999999999,0.04725,0.06075,0.068,0.2804999999999999,0.08775,0.0712499999999999,0.073,0.23475,0.21375,0.27725,0.11875,0.09775,0.0339999999999999,0.1175,0.0662499999999999,0.066,0.05575,0.0564999999999999,0.1915,0.0449999999999999,0.0554999999999999,0.0672499999999999,0.0524999999999999,0.15375,0.031,0.0544999999999999,0.0999999999999999,0.023,0.0925,0.10925,0.0707499999999999,0.05225,0.04025,0.0494999999999999,0.2804999999999999,0.59725,0.0197499999999999,0.0344999999999999,0.0324999999999999,0.05375,0.0529999999999999,0.0364999999999999,0.04825,0.0807499999999999,0.05325,0.16675,0.0652499999999999,0.0579999999999999,0.22625,0.0615,0.0662499999999999,0.0319999999999999,0.011,0.267,0.0319999999999999,0.017,0.0394999999999999,0.04625,0.0227499999999999,0.0202499999999999,0.0197499999999999,0.0389999999999999,0.0429999999999999,0.0662499999999999,0.0389999999999999,0.02,0.0202499999999999,0.016,0.027,0.067,0.028,0.0645,0.0115,0.0057499999999999
How to Make Love Like an Englishman (2014),0.9325,0.9325,0.65,0.668,0.30225,0.5985,0.58425,0.3129999999999999,0.3129999999999999,0.2895,0.936,0.37825,0.37675,0.44675,0.25375,0.1917499999999999,0.284,0.4835,0.38975,0.475,0.33625,0.37675,0.34125,0.11775,0.29525,0.26475,0.34075,0.26875,0.73875,0.2264999999999999,0.2339999999999999,0.22025,0.3269999999999999,0.255,0.255,0.2204999999999999,0.1252499999999999,0.1385,0.17175,0.26425,0.17375,0.0725,0.2955,0.17575,0.154,0.1609999999999999,0.1134999999999999,0.131,0.17725,0.1332499999999999,0.2204999999999999,0.24625,0.2204999999999999,0.08925,0.17975,0.0449999999999999,0.12275,0.0682499999999999,0.11475,0.05525,0.19,0.1735,0.21575,0.05175,0.1305,0.0292499999999999,0.0652499999999999,0.10725,0.2724999999999999,0.132,0.0627499999999999,0.09275,0.0852499999999999,0.03175,0.0999999999999999,0.04475,0.2022499999999999,0.0645,0.059,0.05125,0.1664999999999999,0.0464999999999999,0.09825,0.08825,0.16125,0.1039999999999999,0.078,0.10825,0.1134999999999999,0.11525,0.1375,0.04725,0.0595,0.083,0.0697499999999999,0.1079999999999999,0.065,0.16125,0.09525,0.21925,0.03,0.0807499999999999,0.1684999999999999,0.0369999999999999,0.0237499999999999,0.04225,0.0295,0.0225,0.0544999999999999,0.04975,0.04875,0.085,0.03575,0.0177499999999999,0.0735,0.059,0.065,0.062,0.0255,0.0207499999999999,0.122,0.0747499999999999,0.0642499999999999,0.14525,0.0319999999999999,0.0662499999999999,0.08875,0.0145,0.04275,0.063,0.0125,0.031,0.0394999999999999,0.028,0.05225,0.0162499999999999,0.016,0.0605,0.0549999999999999,0.015,0.0197499999999999,0.0147499999999999,0.015,0.008,0.0102499999999999,0.0282499999999999,0.0329999999999999,0.0329999999999999,0.0227499999999999
16 Wishes (2010),0.983,0.8832500000000001,0.49275,0.5915,0.29225,0.53025,0.4509999999999999,0.27725,0.27725,0.632,0.16725,0.45075,0.059,0.29725,0.174,0.11525,0.49275,0.272,0.39975,0.2925,0.22725,0.26125,0.14175,0.312,0.23475,0.25125,0.1905,0.2915,0.081,0.14525,0.12325,0.24575,0.31225,0.40475,0.2214999999999999,0.10325,0.0637499999999999,0.215,0.29225,0.077,0.1385,0.1935,0.1109999999999999,0.122,0.1054999999999999,0.06175,0.066,0.10975,0.1315,0.136,0.05875,0.03825,0.1039999999999999,0.0237499999999999,0.084,0.14725,0.23875,0.0324999999999999,0.149,0.2855,0.0292499999999999,0.1129999999999999,0.1405,0.1992499999999999,0.0969999999999999,0.09225,0.149,0.66725,0.11925,0.09975,0.0459999999999999,0.17725,0.04525,0.15875,0.18225,0.0662499999999999,0.1252499999999999,0.0812499999999999,0.33675,0.2644999999999999,0.153,0.05875,0.1654999999999999,0.14,0.174,0.04875,0.0474999999999999,0.0195,0.15925,0.279,0.05825,0.1034999999999999,0.03575,0.1425,0.05025,0.023,0.05575,0.0205,0.1415,0.0554999999999999,0.03925,0.09175,0.0115,0.0662499999999999,0.06175,0.04525,0.1297499999999999,0.03475,0.03325,0.0615,0.03575,0.0127499999999999,0.0324999999999999,0.185,0.0399999999999999,0.0524999999999999,0.05925,0.04525,0.05675,0.0212499999999999,0.04525,0.03525,0.03275,0.0737499999999999,0.0404999999999999,0.0272499999999999,0.118,0.02,0.0802499999999999,0.014,0.03425,0.0185,0.0195,0.05725,0.04425,0.1159999999999999,0.03425,0.2234999999999999,0.0275,0.0885,0.0215,0.0469999999999999,0.0105,0.016,0.02,0.0329999999999999,0.0252499999999999,0.0085,0.008
Pitch Perfect 3 (2017),0.9455,0.722,0.53375,0.6115,0.7915000000000001,0.5415,0.58625,0.4075,0.26075,0.2239999999999999,0.3155,0.43875,0.42225,0.4735,0.3399999999999999,0.15625,0.28525,0.31475,0.3894999999999999,0.3235,0.123,0.33575,0.36,0.63775,0.29425,0.33775,0.26075,0.2855,0.147,0.1745,0.19,0.23325,0.3255,0.3235,0.28525,0.2027499999999999,0.15725,0.143,0.14875,0.1599999999999999,0.39075,0.1317499999999999,0.173,0.277,0.23725,0.1505,0.2744999999999999,0.191,0.18525,0.22475,0.10725,0.084,0.1362499999999999,0.1495,0.2495,0.1624999999999999,0.175,0.1714999999999999,0.18025,0.22225,0.09575,0.1985,0.1935,0.29125,0.11225,0.3239999999999999,0.10375,0.21175,0.10075,0.18625,0.1765,0.17425,0.199,0.10725,0.14075,0.1014999999999999,0.09025,0.10875,0.1245,0.64475,0.1009999999999999,0.09875,0.12125,0.1574999999999999,0.1609999999999999,0.08775,0.0827499999999999,0.2239999999999999,0.068,0.1709999999999999,0.1402499999999999,0.1297499999999999,0.10025,0.0449999999999999,0.10425,0.0625,0.20625,0.0825,0.2219999999999999,0.1305,0.0827499999999999,0.1405,0.03775,0.065,0.088,0.1039999999999999,0.10575,0.0755,0.1149999999999999,0.0832499999999999,0.0685,0.03775,0.11575,0.0715,0.09325,0.1034999999999999,0.0655,0.03925,0.1054999999999999,0.0845,0.11025,0.04075,0.0705,0.11125,0.04425,0.0847499999999999,0.14325,0.0272499999999999,0.0554999999999999,0.0409999999999999,0.05025,0.0717499999999999,0.1285,0.075,0.0429999999999999,0.081,0.04625,0.11675,0.0695,0.04025,0.0215,0.03675,0.0305,0.027,0.03725,0.0374999999999999,0.0135,0.03,0.0339999999999999
Beauty & the Briefcase (2010),0.9505,0.9505,0.59825,0.4465,0.39175,0.58425,0.50325,0.27275,0.48475,0.37725,0.32625,0.4725,0.557,0.8420000000000001,0.39175,0.148,0.4197499999999999,0.51375,0.22475,0.3774999999999999,0.75075,0.394,0.29825,0.0994999999999999,0.3067499999999999,0.24525,0.1594999999999999,0.289,0.15375,0.1955,0.49775,0.2817499999999999,0.31625,0.3774999999999999,0.1295,0.23175,0.45125,0.34175,0.38925,0.072,0.16125,0.285,0.09025,0.25125,0.40175,0.654,0.25225,0.4077499999999999,0.1049999999999999,0.1129999999999999,0.1362499999999999,0.10425,0.11725,0.0429999999999999,0.15775,0.34075,0.0647499999999999,0.20375,0.1287499999999999,0.1104999999999999,0.60175,0.1252499999999999,0.206,0.27075,0.0845,0.0245,0.181,0.1475,0.087,0.0969999999999999,0.16875,0.07,0.2435,0.04725,0.0717499999999999,0.0579999999999999,0.0722499999999999,0.0885,0.083,0.069,0.0677499999999999,0.14775,0.0235,0.04125,0.1475,0.16625,0.09675,0.08625,0.3107499999999999,0.0574999999999999,0.05275,0.0885,0.03475,0.031,0.0657499999999999,0.6515,0.065,0.29725,0.08825,0.05875,0.0549999999999999,0.089,0.1337499999999999,0.06075,0.03375,0.03475,0.132,0.087,0.03575,0.0414999999999999,0.1315,0.03875,0.03925,0.0197499999999999,0.0742499999999999,0.0727499999999999,0.05125,0.2145,0.0479999999999999,0.0177499999999999,0.03025,0.018,0.0635,0.0469999999999999,0.03225,0.0444999999999999,0.0145,0.10875,0.0574999999999999,0.02975,0.0314999999999999,0.0255,0.0735,0.0272499999999999,0.0255,0.04325,0.0409999999999999,0.0705,0.0155,0.0205,0.0247499999999999,0.1485,0.0272499999999999,0.03225,0.0434999999999999,0.016,0.03025,0.0192499999999999,0.0207499999999999
