movieId,original,vengeance,weird,fight scenes,betrayal,greed,chase,weapons,good,melancholic,pornography,drama,surveillance,runaway,culture clash,dialogue,mentor,catastrophe,independent film,light,predictable,first contact,survival,very funny,adaptation,fun movie,fantasy world,alter ego,quirky,death,drinking,life & death,sacrifice,life philosophy,absurd,creativity,sexy,classic car,transformation,unlikely friendships,not funny,family,computer animation,nudity (full frontal - brief),awesome soundtrack,pulp,underrated,childhood,graphic novel,tokyo,stereotypes,dysfunctional family,good music,farce,islam,mad scientist,multiple storylines,british,teen movie,period piece,nudity (topless - brief),prejudice,queer,irish accent,hospital,foul language,simple,kick-butt women,kidnapping,camp,80s,addiction,women,california,brothers,film noir,desert,wilderness,alternate history,blindness,writers,doctors,small town,immortality,road movie,memory,directorial debut,censorship,goth,new jersey,trilogy,hotel,snakes,hunting,no plot,internet,wartime,island,too long,notable nudity,bollywood,hip hop,prison,dreams,buddy movie,nudity (rear),best of 2005,stoner movie,rebellion,indians,unlikeable characters,ensemble cast,texas,ghosts/afterlife,russian,1930s,australia,stand-up comedy,potential oscar nom,workplace,father daughter relationship,divorce,god,atheism,new york city,race,cancer,finnish,los angeles,adoption,robert downey jr,san francisco,remake,too short,interracial romance,french,prostitution,oil,reality tv,made for tv,shopping,time,homeless,fashion,radio,lawyer,wine,documentary,single father
The Town that Dreaded Sundown (2014),0.91875,0.91875,0.8625,0.70975,0.973,0.8625,0.75475,0.51125,0.82925,0.592,0.8725,0.5605,0.70975,0.5605,0.592,0.8085,0.51525,0.71125,0.58625,0.38875,0.7285,0.3542499999999999,0.4347499999999999,0.38875,0.662,0.4024999999999999,0.34775,0.21925,0.29325,0.7125,0.24,0.43875,0.57025,0.2455,0.1664999999999999,0.38775,0.56325,0.25575,0.4305,0.275,0.3532499999999999,0.4955,0.1579999999999999,0.4862499999999999,0.0984999999999999,0.146,0.44875,0.26325,0.4217499999999999,0.11825,0.16775,0.31375,0.09775,0.1049999999999999,0.1725,0.2015,0.40725,0.09625,0.7742500000000001,0.2395,0.1639999999999999,0.265,0.1815,0.1099999999999999,0.36175,0.17925,0.0787499999999999,0.1352499999999999,0.3642499999999999,0.24575,0.0895,0.1907499999999999,0.127,0.37825,0.2085,0.10775,0.09675,0.0752499999999999,0.1164999999999999,0.1644999999999999,0.2897499999999999,0.30225,0.52625,0.138,0.2025,0.1129999999999999,0.40275,0.1579999999999999,0.18375,0.1505,0.2115,0.20675,0.0554999999999999,0.0454999999999999,0.1144999999999999,0.2624999999999999,0.0767499999999999,0.0979999999999999,0.17225,0.0364999999999999,0.0999999999999999,0.074,0.187,0.147,0.1385,0.25075,0.24675,0.067,0.0354999999999999,0.0627499999999999,0.389,0.09925,0.689,0.1332499999999999,0.03175,0.065,0.1265,0.2907499999999999,0.11075,0.073,0.0389999999999999,0.1937499999999999,0.05025,0.0757499999999999,0.3007499999999999,0.25775,0.0499999999999999,0.21175,0.1937499999999999,0.10225,0.1124999999999999,0.05975,0.9255,0.0802499999999999,0.0534999999999999,0.03475,0.0807499999999999,0.03,0.0855,0.082,0.1937499999999999,0.0419999999999999,0.1285,0.1765,0.11725,0.134,0.04225,0.0717499999999999,0.024
Deadpool (2016),0.9665,0.932,0.9115,0.99825,0.90325,0.71875,0.96075,0.96075,0.9095,0.621,0.8574999999999999,0.71875,0.8574999999999999,0.71875,0.68875,0.72625,0.815,0.9095,0.39475,0.99825,0.70625,0.53275,0.6275,0.9565,0.63725,0.8125,0.3525,0.99825,0.9115,0.2199999999999999,0.293,0.3472499999999999,0.4585,0.57825,0.89025,0.62075,0.416,0.3612499999999999,0.4535,0.36575,0.22575,0.28,0.2045,0.31625,0.521,0.41925,0.27275,0.2877499999999999,0.88825,0.287,0.3735,0.2475,0.3874999999999999,0.8572500000000001,0.20775,0.24075,0.266,0.298,0.25875,0.16825,0.94025,0.21025,0.3672499999999999,0.1877499999999999,0.13,0.792,0.2485,0.0742499999999999,0.1009999999999999,0.1599999999999999,0.0662499999999999,0.11325,0.16275,0.0905,0.21475,0.11075,0.05975,0.1034999999999999,0.278,0.2007499999999999,0.3279999999999999,0.1039999999999999,0.09675,0.6105,0.11975,0.128,0.22825,0.22425,0.1907499999999999,0.1387499999999999,0.12075,0.12475,0.06075,0.066,0.1215,0.22725,0.0802499999999999,0.08875,0.1415,0.0805,0.09575,0.16475,0.1495,0.10325,0.2365,0.04675,0.37825,0.1485,0.0984999999999999,0.0767499999999999,0.41,0.20825,0.04725,0.0895,0.0725,0.0595,0.0757499999999999,0.11775,0.10275,0.1275,0.0999999999999999,0.11825,0.059,0.10625,0.15025,0.074,0.7967500000000001,0.0559999999999999,0.0359999999999999,0.0697499999999999,0.66125,0.09225,0.04475,0.1262499999999999,0.03575,0.0857499999999999,0.0939999999999999,0.0647499999999999,0.0464999999999999,0.0632499999999999,0.0777499999999999,0.0782499999999999,0.05275,0.0705,0.0469999999999999,0.026,0.09175,0.03275,0.0349999999999999
Ghost in the Shell Arise - Border 1: Ghost Pain (2013),0.94625,0.74475,0.8374999999999999,0.8600000000000001,0.544,0.94625,0.6095,0.6095,0.74375,0.5505,0.6045,0.94625,0.34125,0.5505,0.74475,0.651,0.56125,0.78075,0.5655,0.36775,0.827,0.78075,0.4942499999999999,0.24675,0.351,0.24825,0.67675,0.49675,0.24725,0.2289999999999999,0.38075,0.74475,0.30925,0.36275,0.31,0.3405,0.60625,0.24075,0.30725,0.40175,0.3705,0.11675,0.752,0.2385,0.41725,0.2694999999999999,0.1795,0.22625,0.533,0.4735,0.087,0.188,0.58475,0.21675,0.5735,0.069,0.4455,0.38325,0.0959999999999999,0.30925,0.3592499999999999,0.128,0.21725,0.3087499999999999,0.0875,0.1945,0.0584999999999999,0.05675,0.03825,0.0757499999999999,0.1004999999999999,0.1079999999999999,0.11825,0.07,0.0989999999999999,0.44225,0.0895,0.10675,0.10925,0.14525,0.4305,0.1357499999999999,0.0494999999999999,0.1225,0.0855,0.34025,0.16775,0.16075,0.0795,0.04925,0.2955,0.133,0.03625,0.0102499999999999,0.10525,0.18475,0.28325,0.0504999999999999,0.17375,0.1225,0.0287499999999999,0.0732499999999999,0.11925,0.11025,0.03775,0.1139999999999999,0.27575,0.09175,0.4865,0.10725,0.0705,0.18275,0.0394999999999999,0.16125,0.0262499999999999,0.12175,0.11225,0.0777499999999999,0.0339999999999999,0.12475,0.03225,0.0855,0.04875,0.0989999999999999,0.0652499999999999,0.0775,0.0762499999999999,0.0117499999999999,0.0374999999999999,0.09025,0.071,0.0787499999999999,0.03325,0.1277499999999999,0.0539999999999999,0.089,0.0747499999999999,0.0627499999999999,0.06,0.1124999999999999,0.1235,0.1252499999999999,0.0314999999999999,0.0232499999999999,0.04675,0.0732499999999999,0.0237499999999999,0.018,0.0399999999999999
Berserk: The Golden Age Arc 3 - Descent (2013),0.97275,0.97275,0.8632500000000001,0.673,0.97275,0.87375,0.626,0.626,0.87375,0.723,0.953,0.743,0.953,0.70125,0.723,0.609,0.8307500000000001,0.51725,0.8632500000000001,0.5035,0.3824999999999999,0.22725,0.62675,0.49675,0.64825,0.4865,0.87975,0.53375,0.5445,0.416,0.41925,0.3735,0.82925,0.39325,0.34125,0.50125,0.366,0.275,0.4975,0.5805,0.3305,0.33075,0.8102499999999999,0.5425,0.43725,0.2405,0.1694999999999999,0.286,0.668,0.437,0.494,0.1317499999999999,0.43725,0.1875,0.7185,0.2,0.3442499999999999,0.24375,0.2254999999999999,0.55825,0.11725,0.31,0.34775,0.34775,0.0905,0.4105,0.1144999999999999,0.18125,0.211,0.08675,0.093,0.09775,0.2855,0.119,0.199,0.27125,0.198,0.2175,0.29625,0.1564999999999999,0.0842499999999999,0.11725,0.03775,0.27525,0.05225,0.14775,0.1024999999999999,0.26425,0.18275,0.0627499999999999,0.70825,0.093,0.0215,0.0215,0.1785,0.0584999999999999,0.7185,0.09475,0.0905,0.088,0.09825,0.08,0.1164999999999999,0.375,0.2524999999999999,0.1074999999999999,0.38075,0.2309999999999999,0.17025,0.14175,0.1004999999999999,0.12375,0.0964999999999999,0.0349999999999999,0.0394999999999999,0.12075,0.1029999999999999,0.05825,0.23075,0.0329999999999999,0.2075,0.15975,0.0637499999999999,0.078,0.0584999999999999,0.031,0.0722499999999999,0.025,0.0182499999999999,0.0504999999999999,0.10725,0.1245,0.21875,0.024,0.05575,0.1049999999999999,0.0984999999999999,0.0379999999999999,0.0954999999999999,0.05725,0.0247499999999999,0.0359999999999999,0.0334999999999999,0.0564999999999999,0.03425,0.0225,0.03325,0.0277499999999999,0.0785
Kung Fu Jungle (2014),0.748,0.59625,0.68375,0.98575,0.5385,0.68375,0.98575,0.98575,0.7989999999999999,0.6045,0.69425,0.572,0.667,0.51125,0.6705,0.5795,0.9305,0.64825,0.26725,0.54225,0.53625,0.64825,0.4379999999999999,0.51225,0.421,0.69425,0.5735,0.511,0.5315,0.31225,0.26725,0.63425,0.365,0.39475,0.16775,0.3555,0.1252499999999999,0.4975,0.569,0.1997499999999999,0.3745,0.71,0.71,0.2299999999999999,0.34025,0.27525,0.1689999999999999,0.5895,0.177,0.14475,0.63625,0.707,0.0767499999999999,0.51225,0.3115,0.27425,0.18275,0.537,0.346,0.39675,0.09625,0.38475,0.375,0.154,0.2085,0.0584999999999999,0.155,0.4882499999999999,0.0277499999999999,0.48975,0.31225,0.20875,0.23225,0.136,0.1892499999999999,0.1144999999999999,0.17425,0.261,0.245,0.14175,0.1332499999999999,0.0662499999999999,0.10175,0.276,0.2425,0.1069999999999999,0.1004999999999999,0.17325,0.0745,0.0574999999999999,0.11875,0.06,0.3622499999999999,0.21025,0.209,0.05375,0.2837499999999999,0.1024999999999999,0.0802499999999999,0.50025,0.21075,0.69475,0.33275,0.0722499999999999,0.4379999999999999,0.50925,0.0969999999999999,0.10225,0.0837499999999999,0.174,0.0464999999999999,0.0534999999999999,0.0257499999999999,0.1942499999999999,0.0277499999999999,0.152,0.0667499999999999,0.189,0.04975,0.05725,0.073,0.1272499999999999,0.0489999999999999,0.10525,0.09725,0.10425,0.27625,0.3205,0.0222499999999999,0.076,0.1357499999999999,0.2324999999999999,0.028,0.44825,0.291,0.10425,0.05825,0.0277499999999999,0.0642499999999999,0.31675,0.20975,0.0389999999999999,0.0142499999999999,0.1965,0.0265,0.0162499999999999,0.10275,0.0939999999999999,0.0705
Rurouni Kenshin: Kyoto Inferno (2014),0.84425,0.87025,0.55425,0.94625,0.749,0.676,0.8380000000000001,0.8380000000000001,0.676,0.61275,0.6965,0.676,0.6085,0.676,0.676,0.4535,0.93825,0.4935,0.568,0.3705,0.23175,0.26275,0.23875,0.38025,0.50875,0.36575,0.4295,0.527,0.4235,0.17325,0.568,0.55525,0.34675,0.749,0.1465,0.4297499999999999,0.1644999999999999,0.2754999999999999,0.25975,0.37675,0.312,0.4327499999999999,0.58575,0.2314999999999999,0.41925,0.29425,0.1755,0.4695,0.36975,0.46775,0.1967499999999999,0.4725,0.20925,0.16725,0.155,0.20625,0.383,0.187,0.10925,0.3455,0.082,0.2907499999999999,0.39075,0.3455,0.15425,0.2075,0.0775,0.372,0.12225,0.46175,0.1555,0.32725,0.66825,0.10675,0.16925,0.3249999999999999,0.0767499999999999,0.1947499999999999,0.10575,0.3512499999999999,0.1285,0.679,0.14825,0.11125,0.1089999999999999,0.0722499999999999,0.218,0.05275,0.24175,0.15325,0.5295,0.0682499999999999,0.0394999999999999,0.11075,0.0847499999999999,0.075,0.12025,0.0964999999999999,0.1845,0.1195,0.0984999999999999,0.0797499999999999,0.1815,0.1044999999999999,0.11175,0.1387499999999999,0.16875,0.04775,0.086,0.1185,0.0344999999999999,0.16775,0.0795,0.32675,0.0235,0.16825,0.1252499999999999,0.0752499999999999,0.1669999999999999,0.0792499999999999,0.0949999999999999,0.10975,0.0459999999999999,0.05725,0.0539999999999999,0.07,0.059,0.1397499999999999,0.0295,0.2249999999999999,0.0895,0.2239999999999999,0.0237499999999999,0.0524999999999999,0.12025,0.0319999999999999,0.1545,0.14375,0.22725,0.0964999999999999,0.03575,0.091,0.12025,0.11025,0.0314999999999999,0.0554999999999999,0.2022499999999999,0.1029999999999999,0.0677499999999999
The Atticus Institute (2015),0.92575,0.863,0.92925,0.4177499999999999,0.661,0.92925,0.70925,0.4177499999999999,0.863,0.5865,0.7855000000000001,0.8165,0.81775,0.8165,0.5865,0.8952500000000001,0.40475,0.8182499999999999,0.92925,0.3015,0.63975,0.8182499999999999,0.7745,0.3572499999999999,0.40725,0.6375,0.4745,0.5845,0.4892499999999999,0.5015,0.2885,0.2244999999999999,0.4825,0.29525,0.24425,0.2244999999999999,0.2724999999999999,0.2045,0.21775,0.1455,0.3535,0.22625,0.147,0.37175,0.1629999999999999,0.30925,0.5465,0.1322499999999999,0.05975,0.0817499999999999,0.5865,0.4135,0.10625,0.3429999999999999,0.5375,0.7195,0.29225,0.3984999999999999,0.63025,0.435,0.26375,0.32625,0.1555,0.3452499999999999,0.14275,0.26725,0.1755,0.1139999999999999,0.22075,0.1129999999999999,0.506,0.1935,0.26175,0.1725,0.08975,0.2544999999999999,0.0354999999999999,0.0187499999999999,0.478,0.22625,0.3485,0.437,0.2634999999999999,0.1694999999999999,0.0842499999999999,0.3409999999999999,0.27275,0.10275,0.52425,0.2259999999999999,0.1054999999999999,0.15425,0.3025,0.0267499999999999,0.0652499999999999,0.70925,0.1275,0.03575,0.05075,0.4725,0.0579999999999999,0.5055,0.0812499999999999,0.14125,0.0192499999999999,0.11475,0.0702499999999999,0.283,0.0255,0.1267499999999999,0.4145,0.28025,0.0852499999999999,0.4247499999999999,0.0484999999999999,0.139,0.0979999999999999,0.03025,0.185,0.05275,0.0399999999999999,0.085,0.27675,0.44325,0.10425,0.04575,0.0727499999999999,0.03925,0.064,0.17825,0.1285,0.1664999999999999,0.208,0.0677499999999999,0.1019999999999999,0.0232499999999999,0.0247499999999999,0.0544999999999999,0.3315,0.07,0.132,0.11675,0.119,0.1805,0.04075,0.3219999999999999,0.0509999999999999,0.25975,0.11075
No Tears for the Dead (2014),0.929,0.9465,0.8827499999999999,0.984,0.98275,0.9145,0.984,0.984,0.8500000000000001,0.851,0.7905,0.63825,0.98275,0.644,0.51725,0.7205,0.5365,0.58725,0.4297499999999999,0.5235,0.59025,0.52425,0.357,0.4337499999999999,0.29925,0.36175,0.16225,0.18025,0.4297499999999999,0.68375,0.2654999999999999,0.6265,0.57725,0.29425,0.3155,0.13,0.65575,0.4495,0.39375,0.4585,0.39075,0.127,0.1599999999999999,0.1709999999999999,0.0805,0.30525,0.28225,0.138,0.0207499999999999,0.3385,0.12225,0.33175,0.191,0.1967499999999999,0.10125,0.132,0.179,0.0865,0.3399999999999999,0.40425,0.062,0.1505,0.1295,0.17625,0.304,0.2634999999999999,0.5225,0.27325,0.1709999999999999,0.346,0.3575,0.031,0.562,0.365,0.09275,0.1282499999999999,0.2907499999999999,0.063,0.12025,0.0665,0.199,0.12075,0.1275,0.1887499999999999,0.04075,0.22125,0.0672499999999999,0.14825,0.08725,0.1049999999999999,0.0272499999999999,0.3784999999999999,0.236,0.359,0.4872499999999999,0.083,0.1545,0.065,0.10425,0.58575,0.8507499999999999,0.0167499999999999,0.15675,0.0745,0.0235,0.3645,0.0265,0.3904999999999999,0.0197499999999999,0.35075,0.1584999999999999,0.078,0.25875,0.0785,0.0265,0.084,0.024,0.05075,0.282,0.11675,0.0549999999999999,0.34275,0.04775,0.0509999999999999,0.15825,0.18275,0.0747499999999999,0.35675,0.55625,0.0569999999999999,0.0685,0.119,0.0777499999999999,0.0267499999999999,0.26575,0.0544999999999999,0.1084999999999999,0.082,0.018,0.028,0.14325,0.0374999999999999,0.12,0.1272499999999999,0.0265,0.3359999999999999,0.1564999999999999,0.0035,0.0429999999999999
A Hard Day (2014),0.95625,0.95625,0.95625,0.94325,0.86225,0.95625,0.94325,0.94325,0.9385,0.6905,0.62825,0.734,0.90775,0.734,0.734,0.62,0.74925,0.58925,0.57125,0.77475,0.371,0.37625,0.421,0.8140000000000001,0.63125,0.5975,0.305,0.2125,0.7889999999999999,0.39,0.22725,0.38425,0.32475,0.44825,0.371,0.51125,0.23475,0.50475,0.3165,0.46325,0.2877499999999999,0.45725,0.24175,0.41025,0.1689999999999999,0.3249999999999999,0.54,0.188,0.071,0.3565,0.4505,0.4785,0.24525,0.29325,0.155,0.1134999999999999,0.23725,0.42525,0.25775,0.1604999999999999,0.36875,0.30225,0.293,0.4765,0.39875,0.1365,0.20775,0.3615,0.70075,0.0775,0.18475,0.04825,0.1835,0.3259999999999999,0.16775,0.209,0.25275,0.17825,0.15125,0.215,0.27725,0.25,0.2997499999999999,0.05325,0.53125,0.283,0.4942499999999999,0.422,0.20725,0.22025,0.0569999999999999,0.28425,0.12075,0.1099999999999999,0.27925,0.0652499999999999,0.1402499999999999,0.2145,0.14575,0.15625,0.3442499999999999,0.14,0.24925,0.1139999999999999,0.21225,0.4655,0.05975,0.09475,0.0292499999999999,0.251,0.03575,0.092,0.076,0.45475,0.0979999999999999,0.138,0.17025,0.06,0.0625,0.28075,0.0519999999999999,0.56125,0.0459999999999999,0.08725,0.0737499999999999,0.059,0.078,0.40125,0.093,0.201,0.1164999999999999,0.1332499999999999,0.1255,0.0429999999999999,0.1915,0.15675,0.0564999999999999,0.03875,0.0285,0.0707499999999999,0.082,0.08725,0.1205,0.078,0.1415,0.16375,0.144,0.015,0.0379999999999999
Naruto Shippuden the Movie: Road to Ninja (2012),0.762,0.80175,0.543,0.8835,0.6805,0.5305,0.8835,0.8835,0.7582500000000001,0.543,0.60425,0.50925,0.3005,0.5205,0.543,0.6185,0.6405,0.66775,0.3265,0.55325,0.843,0.44425,0.2937499999999999,0.51825,0.56125,0.347,0.7675000000000001,0.60875,0.1569999999999999,0.34125,0.24675,0.2987499999999999,0.51425,0.31325,0.20425,0.235,0.24275,0.3105,0.25375,0.37525,0.32525,0.297,0.4185,0.1725,0.46725,0.2475,0.1629999999999999,0.272,0.4619999999999999,0.39475,0.39625,0.1977499999999999,0.2035,0.24125,0.1195,0.1084999999999999,0.2095,0.2415,0.30425,0.11425,0.125,0.43225,0.1584999999999999,0.22675,0.11675,0.23025,0.24575,0.10375,0.135,0.2244999999999999,0.0984999999999999,0.2395,0.1139999999999999,0.195,0.1619999999999999,0.10675,0.10275,0.0192499999999999,0.10475,0.1252499999999999,0.0672499999999999,0.5495,0.1972499999999999,0.624,0.41025,0.076,0.05925,0.05875,0.03575,0.1947499999999999,0.2194999999999999,0.063,0.0265,0.015,0.27125,0.14575,0.0685,0.0682499999999999,0.21525,0.175,0.0374999999999999,0.17825,0.0765,0.4235,0.242,0.386,0.21325,0.23425,0.0715,0.04175,0.10775,0.21525,0.1044999999999999,0.03575,0.04475,0.03175,0.0165,0.413,0.089,0.0434999999999999,0.10975,0.1114999999999999,0.01,0.04075,0.09175,0.05825,0.10975,0.511,0.08925,0.1185,0.1795,0.14125,0.05375,0.0832499999999999,0.0354999999999999,0.0127499999999999,0.0652499999999999,0.0125,0.0539999999999999,0.12125,0.1265,0.0384999999999999,0.04675,0.05025,0.0097499999999999,0.03375,0.1435,0.03025,0.184
Justice League: Gods and Monsters (2015),0.81725,0.9445,0.715,0.9735,0.81725,0.715,0.551,0.551,0.72825,0.428,0.715,0.537,0.49975,0.537,0.537,0.567,0.4465,0.72825,0.715,0.94975,0.49975,0.3735,0.436,0.2254999999999999,0.4965,0.3415,0.4745,0.9735,0.20775,0.63375,0.23475,0.248,0.54875,0.26975,0.185,0.537,0.10425,0.1935,0.48475,0.27975,0.30525,0.365,0.8979999999999999,0.17725,0.217,0.2967499999999999,0.1235,0.37525,0.7115,0.214,0.0935,0.1614999999999999,0.0885,0.185,0.23825,0.25725,0.1295,0.2155,0.09475,0.1505,0.0474999999999999,0.243,0.28625,0.1094999999999999,0.12025,0.1345,0.266,0.04975,0.0627499999999999,0.1942499999999999,0.1034999999999999,0.0895,0.136,0.15825,0.1892499999999999,0.1915,0.0645,0.04175,0.8302499999999999,0.1109999999999999,0.26075,0.09475,0.15025,0.086,0.0635,0.0424999999999999,0.0439999999999999,0.17675,0.075,0.10475,0.05675,0.0727499999999999,0.0267499999999999,0.0755,0.0707499999999999,0.09075,0.23825,0.0852499999999999,0.05425,0.0232499999999999,0.09325,0.1245,0.0762499999999999,0.06175,0.0364999999999999,0.0494999999999999,0.141,0.12025,0.1375,0.0822499999999999,0.23525,0.15225,0.1352499999999999,0.0805,0.04175,0.14075,0.0687499999999999,0.154,0.0494999999999999,0.0647499999999999,0.10675,0.05025,0.236,0.077,0.0434999999999999,0.04625,0.05925,0.16325,0.0195,0.0785,0.23725,0.0615,0.0349999999999999,0.1034999999999999,0.05825,0.04625,0.03425,0.0554999999999999,0.4802499999999999,0.05825,0.02975,0.0115,0.0305,0.027,0.0665,0.0197499999999999,0.10075,0.0494999999999999,0.03525
Afro Samurai (2007),0.89225,0.91325,0.8605,0.6975,0.8605,0.63525,0.6975,0.6975,0.605,0.625,0.6415,0.31975,0.44225,0.537,0.537,0.4065,0.46625,0.425,0.3015,0.414,0.2334999999999999,0.61675,0.61675,0.4014999999999999,0.32625,0.41225,0.2985,0.18025,0.266,0.4675,0.1725,0.22225,0.09725,0.28025,0.3129999999999999,0.4065,0.1337499999999999,0.17725,0.47275,0.283,0.3299999999999999,0.49375,0.9745,0.261,0.0832499999999999,0.24875,0.1327499999999999,0.2269999999999999,0.57025,0.33975,0.11325,0.1345,0.14075,0.266,0.087,0.1835,0.23075,0.1119999999999999,0.1084999999999999,0.11475,0.12275,0.21225,0.18725,0.2877499999999999,0.065,0.0504999999999999,0.426,0.1154999999999999,0.10475,0.093,0.0915,0.10125,0.1029999999999999,0.04475,0.141,0.18075,0.0845,0.0692499999999999,0.3754999999999999,0.14425,0.1897499999999999,0.0529999999999999,0.05325,0.1345,0.1094999999999999,0.0494999999999999,0.11075,0.124,0.027,0.0652499999999999,0.03175,0.0712499999999999,0.04675,0.118,0.1455,0.04525,0.0705,0.0777499999999999,0.1252499999999999,0.08725,0.03475,0.71075,0.10825,0.10375,0.1855,0.1059999999999999,0.0837499999999999,0.2925,0.0449999999999999,0.1714999999999999,0.0305,0.0702499999999999,0.0755,0.0227499999999999,0.0655,0.0489999999999999,0.024,0.1885,0.0534999999999999,0.029,0.1362499999999999,0.04725,0.10525,0.0885,0.03975,0.03825,0.05725,0.0112499999999999,0.0192499999999999,0.0479999999999999,0.0419999999999999,0.05325,0.03025,0.0979999999999999,0.1235,0.0255,0.0564999999999999,0.0524999999999999,0.0605,0.0544999999999999,0.0207499999999999,0.0125,0.021,0.0192499999999999,0.0605,0.03125,0.03475,0.0165,0.04675
Ghost in the Shell Arise - Border 2: Ghost Whispers (2013),0.95225,0.736,0.8907499999999999,0.8955,0.63325,0.95225,0.63525,0.63525,0.66175,0.7175,0.736,0.95225,0.23125,0.7175,0.653,0.64575,0.645,0.60875,0.62625,0.50175,0.4539999999999999,0.85025,0.358,0.32525,0.45375,0.2754999999999999,0.45525,0.5715,0.4915,0.23075,0.64575,0.5835,0.1104999999999999,0.32325,0.3635,0.4702499999999999,0.3675,0.3335,0.263,0.29225,0.3685,0.1619999999999999,0.724,0.11875,0.43,0.271,0.15025,0.1674999999999999,0.352,0.7927500000000001,0.16675,0.17375,0.51775,0.3635,0.6255,0.1195,0.46625,0.241,0.0812499999999999,0.20975,0.3259999999999999,0.2887499999999999,0.195,0.2259999999999999,0.14,0.069,0.0847499999999999,0.1689999999999999,0.0414999999999999,0.04875,0.10275,0.1317499999999999,0.11625,0.077,0.17575,0.22825,0.0685,0.0514999999999999,0.1704999999999999,0.1169999999999999,0.139,0.137,0.0757499999999999,0.33975,0.12,0.1342499999999999,0.141,0.0579999999999999,0.1054999999999999,0.0835,0.126,0.11175,0.03525,0.0195,0.03875,0.0802499999999999,0.11675,0.0394999999999999,0.12475,0.2244999999999999,0.0544999999999999,0.026,0.09175,0.156,0.1775,0.0989999999999999,0.21375,0.1164999999999999,0.408,0.10575,0.026,0.15775,0.0772499999999999,0.0747499999999999,0.0227499999999999,0.1312499999999999,0.067,0.078,0.05825,0.1129999999999999,0.07,0.0544999999999999,0.0414999999999999,0.06025,0.026,0.0454999999999999,0.1505,0.03575,0.0675,0.05775,0.11675,0.0314999999999999,0.0247499999999999,0.09275,0.0712499999999999,0.06225,0.06,0.04625,0.04825,0.0994999999999999,0.0167499999999999,0.0524999999999999,0.03725,0.02975,0.0627499999999999,0.0205,0.0097499999999999,0.0529999999999999,0.0262499999999999
Turbo Kid (2015),0.8245,0.9015,0.8787499999999999,0.6485,0.7845,0.509,0.4862499999999999,0.7549999999999999,0.731,0.6385,0.48775,0.36375,0.2674999999999999,0.5265,0.4267499999999999,0.57675,0.51575,0.544,0.79575,0.6485,0.7475,0.8665,0.8745,0.473,0.3239999999999999,0.74275,0.39025,0.6485,0.57525,0.24125,0.3269999999999999,0.5025,0.175,0.4277499999999999,0.5475,0.6235,0.24625,0.3485,0.3492499999999999,0.45325,0.3255,0.53525,0.53525,0.151,0.731,0.3535,0.3125,0.8342499999999999,0.5525,0.14525,0.1302499999999999,0.1257499999999999,0.731,0.3612499999999999,0.0772499999999999,0.4529999999999999,0.1257499999999999,0.20875,0.3365,0.1004999999999999,0.1907499999999999,0.085,0.174,0.1267499999999999,0.08825,0.1262499999999999,0.2002499999999999,0.0812499999999999,0.10675,0.3665,0.8614999999999999,0.1649999999999999,0.0925,0.1034999999999999,0.0822499999999999,0.0949999999999999,0.076,0.3452499999999999,0.1225,0.1205,0.1654999999999999,0.1604999999999999,0.21925,0.09075,0.3824999999999999,0.23675,0.27325,0.16925,0.1252499999999999,0.121,0.1327499999999999,0.17375,0.1044999999999999,0.211,0.0767499999999999,0.1395,0.09075,0.1295,0.07,0.05325,0.04775,0.0635,0.09625,0.1935,0.05675,0.03675,0.0847499999999999,0.24425,0.0605,0.0539999999999999,0.0429999999999999,0.0404999999999999,0.0752499999999999,0.0135,0.04925,0.075,0.1882499999999999,0.08625,0.0329999999999999,0.1445,0.03725,0.075,0.0354999999999999,0.03375,0.04625,0.0519999999999999,0.0429999999999999,0.1942499999999999,0.03425,0.03475,0.0509999999999999,0.0255,0.0187499999999999,0.0277499999999999,0.0255,0.0449999999999999,0.04775,0.05475,0.15825,0.0785,0.10925,0.04025,0.0524999999999999,0.03825,0.09425,0.0107499999999999,0.014,0.0285,0.0115
