movieId,betrayal,culture clash,weird,vengeance,original,drama,mentor,runaway,greed,good,melancholic,addiction,independent film,drinking,dialogue,catastrophe,pornography,life philosophy,life & death,unlikely friendships,adaptation,chase,quirky,fight scenes,predictable,death,light,fun movie,weapons,not funny,very funny,new jersey,underrated,good music,fantasy world,nudity (full frontal - brief),prejudice,prison,surveillance,childhood,hospital,classic car,writers,dysfunctional family,teen movie,hip hop,awesome soundtrack,multiple storylines,transformation,stereotypes,california,irish accent,creativity,queer,first contact,stoner movie,road movie,islam,sacrifice,nudity (topless - brief),british,sexy,small town,alter ego,absurd,family,pulp,foul language,brothers,new york city,survival,dreams,film noir,period piece,doctors,directorial debut,women,80s,homeless,computer animation,censorship,los angeles,hotel,texas,ensemble cast,wilderness,robert downey jr,cancer,wartime,prostitution,lawyer,buddy movie,farce,notable nudity,too long,stand-up comedy,memory,blindness,nudity (rear),unlikeable characters,camp,internet,kidnapping,potential oscar nom,alternate history,bollywood,simple,indians,workplace,finnish,race,rebellion,tokyo,russian,australia,best of 2005,mad scientist,1930s,radio,divorce,graphic novel,atheism,adoption,hunting,ghosts/afterlife,interracial romance,kick-butt women,san francisco,documentary,made for tv,no plot,god,island,immortality,desert,father daughter relationship,shopping,reality tv,goth,trilogy,fashion,wine,snakes,single father,oil,french,time,too short,remake
All Good Things (2010),0.9775,0.8460000000000001,0.8125,0.63725,0.6495,0.88175,0.9775,0.5835,0.8460000000000001,0.4725,0.50675,0.3215,0.5925,0.42325,0.33425,0.4034999999999999,0.407,0.3605,0.292,0.186,0.25075,0.24275,0.3047499999999999,0.18225,0.3269999999999999,0.4895,0.311,0.156,0.1982499999999999,0.3944999999999999,0.311,0.3209999999999999,0.2324999999999999,0.1322499999999999,0.31575,0.3107499999999999,0.5615,0.12275,0.3582499999999999,0.1689999999999999,0.3205,0.271,0.4485,0.668,0.132,0.1569999999999999,0.0534999999999999,0.1029999999999999,0.25175,0.0797499999999999,0.435,0.2045,0.1302499999999999,0.17325,0.25225,0.09175,0.1367499999999999,0.5615,0.11375,0.32975,0.1134999999999999,0.15425,0.1935,0.20725,0.15325,0.4137499999999999,0.1704999999999999,0.10775,0.1327499999999999,0.4519999999999999,0.063,0.14375,0.1987499999999999,0.27825,0.3215,0.0755,0.1865,0.24225,0.15425,0.137,0.0989999999999999,0.1079999999999999,0.179,0.289,0.0534999999999999,0.11325,0.1589999999999999,0.0642499999999999,0.072,0.1397499999999999,0.55825,0.04075,0.1955,0.303,0.09125,0.12075,0.12075,0.22125,0.1382499999999999,0.0665,0.0645,0.1604999999999999,0.26075,0.0915,0.10425,0.15075,0.1104999999999999,0.065,0.068,0.0875,0.04575,0.0182499999999999,0.0627499999999999,0.05325,0.1044999999999999,0.074,0.04375,0.0655,0.07,0.3745,0.04325,0.1049999999999999,0.19,0.04525,0.024,0.0742499999999999,0.05075,0.08675,0.10025,0.0564999999999999,0.04725,0.0479999999999999,0.0459999999999999,0.04525,0.022,0.04325,0.12425,0.0257499999999999,0.05925,0.0519999999999999,0.0675,0.08975,0.0287499999999999,0.0735,0.05525,0.0569999999999999,0.0292499999999999,0.0237499999999999,0.05825
Dog Pound (2010),0.869,0.8047500000000001,0.708,0.93575,0.64775,0.708,0.7685,0.46125,0.8047500000000001,0.708,0.4235,0.8062499999999999,0.66025,0.59775,0.30925,0.43425,0.58575,0.40425,0.29525,0.20375,0.24975,0.3565,0.213,0.31775,0.263,0.1315,0.2435,0.1845,0.1282499999999999,0.35475,0.3359999999999999,0.206,0.20975,0.1089999999999999,0.3005,0.61075,0.4375,0.93725,0.424,0.153,0.24275,0.23175,0.25725,0.17375,0.3602499999999999,0.42,0.071,0.1937499999999999,0.264,0.09875,0.0727499999999999,0.21675,0.172,0.416,0.23375,0.12225,0.0605,0.537,0.25925,0.0717499999999999,0.51625,0.1604999999999999,0.12025,0.064,0.2375,0.08775,0.1275,0.21325,0.0837499999999999,0.129,0.04075,0.0737499999999999,0.0885,0.11725,0.05175,0.11925,0.1352499999999999,0.08625,0.24025,0.11475,0.175,0.0324999999999999,0.0272499999999999,0.0235,0.05725,0.0757499999999999,0.073,0.0185,0.21425,0.0707499999999999,0.1574999999999999,0.0292499999999999,0.3225,0.384,0.0827499999999999,0.1225,0.2304999999999999,0.09475,0.0454999999999999,0.09375,0.0715,0.1825,0.0197499999999999,0.1927499999999999,0.0632499999999999,0.38275,0.0569999999999999,0.2194999999999999,0.1352499999999999,0.019,0.1475,0.024,0.0712499999999999,0.14375,0.05775,0.0329999999999999,0.072,0.0797499999999999,0.0855,0.0855,0.10325,0.08975,0.0394999999999999,0.04225,0.05875,0.0795,0.04475,0.03425,0.26625,0.14725,0.0305,0.0162499999999999,0.0349999999999999,0.0182499999999999,0.0072499999999999,0.0255,0.0235,0.05875,0.0277499999999999,0.0247499999999999,0.0647499999999999,0.03125,0.018,0.23125,0.0127499999999999,0.08925,0.0277499999999999,0.03475,0.24125
Mesrine: Public Enemy #1 (L'ennemi public n°1) (2008),0.8785000000000001,0.77075,0.732,0.986,0.8214999999999999,0.74775,0.69425,0.732,0.77075,0.776,0.70875,0.4762499999999999,0.67125,0.67125,0.62925,0.493,0.34675,0.532,0.5865,0.41325,0.4525,0.776,0.378,0.385,0.248,0.754,0.355,0.776,0.385,0.35275,0.32175,0.0787499999999999,0.21725,0.1475,0.2,0.4357499999999999,0.15275,0.8907499999999999,0.41325,0.499,0.55975,0.23275,0.1129999999999999,0.2339999999999999,0.1679999999999999,0.0459999999999999,0.1475,0.09625,0.2334999999999999,0.0857499999999999,0.22575,0.20725,0.34375,0.23725,0.1825,0.0822499999999999,0.25,0.27675,0.193,0.266,0.1765,0.1785,0.1435,0.2075,0.2985,0.1139999999999999,0.23625,0.0865,0.18325,0.151,0.0742499999999999,0.126,0.15275,0.0665,0.239,0.14425,0.1915,0.1317499999999999,0.10775,0.12425,0.1215,0.05725,0.16975,0.0845,0.086,0.14375,0.10525,0.1599999999999999,0.1195,0.14475,0.0815,0.1342499999999999,0.10675,0.075,0.12025,0.10225,0.151,0.154,0.0802499999999999,0.067,0.15375,0.0675,0.651,0.1004999999999999,0.10575,0.0484999999999999,0.0757499999999999,0.04075,0.10125,0.03225,0.05625,0.10375,0.22375,0.089,0.089,0.068,0.0642499999999999,0.0822499999999999,0.0595,0.1099999999999999,0.0645,0.0534999999999999,0.0727499999999999,0.1285,0.02975,0.04475,0.074,0.0842499999999999,0.141,0.0777499999999999,0.04775,0.0262499999999999,0.06175,0.028,0.10025,0.069,0.05475,0.05875,0.0319999999999999,0.2985,0.0275,0.15925,0.0172499999999999,0.0182499999999999,0.021,0.7882499999999999,0.086,0.028,0.0207499999999999
Easy Money (Snabba Cash) (2010),0.8422499999999999,0.5025,0.5495,0.78525,0.8160000000000001,0.57,0.39825,0.5495,0.7562500000000001,0.4775,0.7589999999999999,0.7509999999999999,0.7562500000000001,0.488,0.3269999999999999,0.4605,0.24425,0.4315,0.3804999999999999,0.3169999999999999,0.98075,0.40425,0.183,0.494,0.494,0.58925,0.3345,0.2254999999999999,0.247,0.35575,0.3345,0.18425,0.0805,0.09075,0.3309999999999999,0.1755,0.1569999999999999,0.40475,0.4775,0.21625,0.24675,0.092,0.235,0.172,0.08625,0.1084999999999999,0.0895,0.1569999999999999,0.172,0.39425,0.079,0.12,0.243,0.1337499999999999,0.25975,0.0807499999999999,0.12425,0.2269999999999999,0.1305,0.24525,0.155,0.262,0.0615,0.09125,0.1235,0.0755,0.4024999999999999,0.04875,0.10375,0.05775,0.0944999999999999,0.1525,0.1195,0.0782499999999999,0.0499999999999999,0.078,0.10175,0.0262499999999999,0.2385,0.17475,0.1235,0.0277499999999999,0.0842499999999999,0.03925,0.0464999999999999,0.076,0.0344999999999999,0.05475,0.1455,0.05725,0.0295,0.027,0.0787499999999999,0.03325,0.0797499999999999,0.15225,0.15175,0.11925,0.0474999999999999,0.0319999999999999,0.072,0.39575,0.0875,0.0837499999999999,0.06025,0.1619999999999999,0.08,0.05925,0.06,0.285,0.0642499999999999,0.0177499999999999,0.1169999999999999,0.218,0.03875,0.02975,0.0504999999999999,0.05925,0.0374999999999999,0.1277499999999999,0.0167499999999999,0.08675,0.1664999999999999,0.0544999999999999,0.03175,0.135,0.0815,0.0167499999999999,0.0615,0.03,0.0697499999999999,0.08675,0.083,0.0539999999999999,0.0205,0.05475,0.0459999999999999,0.03175,0.03975,0.16925,0.04025,0.17075,0.026,0.03175,0.04175,0.09425,0.0394999999999999,0.0195,0.1905
Kill the Irishman (2011),0.9995,0.8759999999999999,0.7669999999999999,0.9145,0.8342499999999999,0.7669999999999999,0.8265,0.6545,0.8759999999999999,0.7669999999999999,0.6615,0.3635,0.355,0.38925,0.82525,0.44075,0.354,0.43775,0.347,0.49675,0.647,0.496,0.4004999999999999,0.483,0.34325,0.4097499999999999,0.3339999999999999,0.4882499999999999,0.483,0.33825,0.3339999999999999,0.3462499999999999,0.5645,0.2365,0.31125,0.244,0.1997499999999999,0.14425,0.80175,0.1395,0.21625,0.29025,0.255,0.1714999999999999,0.1385,0.2524999999999999,0.2365,0.45625,0.198,0.3615,0.18225,0.961,0.17275,0.14925,0.21825,0.32525,0.1267499999999999,0.21725,0.1997499999999999,0.55025,0.1372499999999999,0.2554999999999999,0.21275,0.18375,0.1245,0.214,0.50025,0.35375,0.25475,0.18225,0.479,0.0959999999999999,0.25075,0.3712499999999999,0.1584999999999999,0.18125,0.1305,0.1094999999999999,0.0762499999999999,0.17025,0.06025,0.087,0.1845,0.14675,0.3047499999999999,0.1967499999999999,0.1019999999999999,0.11275,0.2309999999999999,0.03125,0.21175,0.1574999999999999,0.1039999999999999,0.145,0.129,0.0717499999999999,0.1805,0.172,0.31425,0.1049999999999999,0.0579999999999999,0.08775,0.1505,0.15875,0.174,0.08825,0.18025,0.14525,0.0695,0.0832499999999999,0.07,0.0529999999999999,0.09125,0.18125,0.0652499999999999,0.1175,0.09525,0.15775,0.1905,0.0842499999999999,0.0459999999999999,0.0705,0.0672499999999999,0.0895,0.0712499999999999,0.04175,0.05675,0.06125,0.0817499999999999,0.1099999999999999,0.0685,0.0637499999999999,0.04225,0.05275,0.07,0.0424999999999999,0.03825,0.03125,0.0584999999999999,0.0775,0.08725,0.028,0.0212499999999999,0.0454999999999999,0.073,0.0449999999999999,0.11125,0.0449999999999999,0.04575
Neds (2010),0.92075,0.6555,0.55675,0.92075,0.60225,0.678,0.7205,0.6555,0.4629999999999999,0.6555,0.4629999999999999,0.30125,0.55625,0.792,0.49475,0.43725,0.40425,0.24575,0.46425,0.95325,0.1932499999999999,0.348,0.2065,0.252,0.282,0.10475,0.42,0.1235,0.25575,0.311,0.48275,0.0994999999999999,0.38425,0.1014999999999999,0.33775,0.4782499999999999,0.17775,0.10975,0.09575,0.247,0.24975,0.23025,0.14975,0.53075,0.8979999999999999,0.50725,0.1014999999999999,0.2,0.2334999999999999,0.2485,0.38325,0.4565,0.136,0.277,0.18675,0.17425,0.1185,0.1624999999999999,0.09025,0.2345,0.3117499999999999,0.1987499999999999,0.14375,0.0717499999999999,0.1927499999999999,0.1039999999999999,0.14225,0.3655,0.1937499999999999,0.135,0.09675,0.10475,0.0725,0.1069999999999999,0.18425,0.078,0.10975,0.1367499999999999,0.1024999999999999,0.1059999999999999,0.1987499999999999,0.0994999999999999,0.026,0.0735,0.0632499999999999,0.255,0.024,0.1049999999999999,0.08725,0.0627499999999999,0.10525,0.0187499999999999,0.16875,0.24725,0.37375,0.10575,0.12125,0.0434999999999999,0.3934999999999999,0.14875,0.04275,0.077,0.0172499999999999,0.4855,0.0815,0.27675,0.0275,0.5315,0.0275,0.0499999999999999,0.1295,0.08625,0.141,0.1892499999999999,0.066,0.05525,0.02975,0.0984999999999999,0.05575,0.0747499999999999,0.0277499999999999,0.079,0.21525,0.193,0.0324999999999999,0.1064999999999999,0.06025,0.03325,0.1887499999999999,0.03025,0.006,0.079,0.0305,0.0399999999999999,0.0125,0.0687499999999999,0.0324999999999999,0.0267499999999999,0.0554999999999999,0.0247499999999999,0.0514999999999999,0.0242499999999999,0.0155,0.1114999999999999,0.0197499999999999,0.0539999999999999,0.05375,0.0145,0.0314999999999999
Puncture (2011),0.85825,0.85825,0.68275,0.2754999999999999,0.651,0.7335,0.96725,0.68275,0.91225,0.72025,0.4872499999999999,0.9195,0.53325,0.27125,0.27075,0.473,0.269,0.348,0.36675,0.2897499999999999,0.20525,0.4629999999999999,0.49675,0.179,0.40125,0.44025,0.36975,0.26225,0.21,0.378,0.26575,0.27825,0.12275,0.074,0.1977499999999999,0.4157499999999999,0.217,0.0827499999999999,0.42225,0.0969999999999999,0.8282499999999999,0.1957499999999999,0.2714999999999999,0.16725,0.22725,0.0787499999999999,0.074,0.1624999999999999,0.1997499999999999,0.18475,0.087,0.1985,0.1995,0.0984999999999999,0.22725,0.532,0.11125,0.3379999999999999,0.2955,0.0685,0.133,0.0727499999999999,0.2229999999999999,0.179,0.207,0.08825,0.1064999999999999,0.0827499999999999,0.2847499999999999,0.1069999999999999,0.1195,0.24025,0.0755,0.1307499999999999,0.2309999999999999,0.11575,0.1129999999999999,0.0384999999999999,0.10875,0.11275,0.05175,0.0359999999999999,0.12175,0.0959999999999999,0.0752499999999999,0.0675,0.087,0.15475,0.11625,0.05525,0.8915,0.06025,0.18075,0.1659999999999999,0.11975,0.1704999999999999,0.1322499999999999,0.118,0.0772499999999999,0.05575,0.0449999999999999,0.16275,0.0827499999999999,0.0852499999999999,0.15975,0.0777499999999999,0.1079999999999999,0.10425,0.0785,0.11125,0.0514999999999999,0.064,0.0632499999999999,0.0519999999999999,0.1785,0.0242499999999999,0.0489999999999999,0.0787499999999999,0.0662499999999999,0.0474999999999999,0.02,0.14,0.123,0.03875,0.0827499999999999,0.03475,0.03775,0.04475,0.077,0.143,0.0895,0.06,0.03425,0.134,0.0202499999999999,0.10925,0.0242499999999999,0.0257499999999999,0.0225,0.022,0.0232499999999999,0.0717499999999999,0.0232499999999999,0.06125,0.03725,0.0772499999999999,0.0687499999999999,0.0247499999999999,0.0655
Rampart (2011),0.93,0.93,0.90575,0.83975,0.70825,0.90575,0.4459999999999999,0.90575,0.93,0.68475,0.90575,0.4367499999999999,0.90575,0.90575,0.62,0.405,0.4439999999999999,0.32025,0.2385,0.1594999999999999,0.29,0.4852499999999999,0.279,0.3502499999999999,0.69775,0.18675,0.2065,0.2304999999999999,0.2634999999999999,0.3279999999999999,0.2027499999999999,0.31775,0.1599999999999999,0.10675,0.347,0.2385,0.09,0.0964999999999999,0.7145,0.2214999999999999,0.1124999999999999,0.2604999999999999,0.5045,0.6835,0.12025,0.0822499999999999,0.1215,0.27025,0.1882499999999999,0.2925,0.56075,0.0855,0.1709999999999999,0.2385,0.267,0.0755,0.22375,0.1525,0.1252499999999999,0.39225,0.126,0.3007499999999999,0.122,0.32375,0.2229999999999999,0.41625,0.14625,0.09475,0.0939999999999999,0.1282499999999999,0.15275,0.0807499999999999,0.27325,0.1124999999999999,0.15875,0.1335,0.282,0.0855,0.2504999999999999,0.1755,0.1104999999999999,0.90375,0.2264999999999999,0.2714999999999999,0.1185,0.33075,0.37575,0.09075,0.068,0.1044999999999999,0.4535,0.1694999999999999,0.1079999999999999,0.0615,0.1897499999999999,0.0999999999999999,0.0847499999999999,0.0539999999999999,0.09225,0.077,0.0672499999999999,0.1932499999999999,0.11425,0.0394999999999999,0.1069999999999999,0.0539999999999999,0.06025,0.0935,0.1699999999999999,0.03575,0.0655,0.0635,0.1044999999999999,0.1644999999999999,0.0424999999999999,0.0394999999999999,0.09875,0.148,0.0359999999999999,0.15575,0.0155,0.062,0.215,0.05125,0.03325,0.0944999999999999,0.22975,0.1119999999999999,0.04625,0.0464999999999999,0.0374999999999999,0.0742499999999999,0.05225,0.0374999999999999,0.081,0.04625,0.04275,0.1149999999999999,0.0207499999999999,0.0534999999999999,0.0272499999999999,0.1375,0.0792499999999999,0.0514999999999999,0.1525,0.05275,0.0155,0.0419999999999999,0.0165
Bullhead (Rundskop) (2011),0.652,0.6975,0.84625,0.97575,0.7722500000000001,0.869,0.47475,0.6975,0.8500000000000001,0.6975,0.8500000000000001,0.71425,0.8692500000000001,0.715,0.57375,0.4067499999999999,0.21725,0.4127499999999999,0.668,0.50675,0.3409999999999999,0.1684999999999999,0.4595,0.1545,0.178,0.15575,0.3622499999999999,0.1505,0.1679999999999999,0.3289999999999999,0.22875,0.11425,0.1337499999999999,0.126,0.17125,0.10375,0.1947499999999999,0.08625,0.4225,0.8125,0.15475,0.2855,0.18425,0.256,0.15375,0.0409999999999999,0.11025,0.1262499999999999,0.185,0.1947499999999999,0.09375,0.1307499999999999,0.25775,0.12275,0.242,0.372,0.194,0.0687499999999999,0.11275,0.0479999999999999,0.1415,0.0645,0.1535,0.173,0.15225,0.0705,0.199,0.0364999999999999,0.253,0.0409999999999999,0.0702499999999999,0.1109999999999999,0.38625,0.0807499999999999,0.26675,0.33625,0.0795,0.05675,0.062,0.1275,0.05075,0.03575,0.06175,0.1109999999999999,0.0444999999999999,0.10225,0.129,0.0509999999999999,0.206,0.12475,0.04025,0.0192499999999999,0.0627499999999999,0.05825,0.12425,0.193,0.0817499999999999,0.067,0.0574999999999999,0.08875,0.0292499999999999,0.05075,0.1785,0.0464999999999999,0.0989999999999999,0.26475,0.0815,0.0782499999999999,0.0349999999999999,0.1735,0.0855,0.0349999999999999,0.04275,0.12175,0.1124999999999999,0.10475,0.03575,0.05775,0.04625,0.0692499999999999,0.0287499999999999,0.05725,0.0642499999999999,0.14475,0.0185,0.0275,0.0665,0.0197499999999999,0.1495,0.1317499999999999,0.08775,0.04425,0.04725,0.04025,0.03225,0.08725,0.0394999999999999,0.0145,0.0374999999999999,0.0354999999999999,0.0135,0.0534999999999999,0.0215,0.0282499999999999,0.0257499999999999,0.14625,0.018,0.04725,0.009
Wild Bill (2011),0.6985,0.6985,0.652,0.7955000000000001,0.63975,0.8015000000000001,0.7549999999999999,0.8367500000000001,0.6985,0.5615,0.6845,0.92925,0.681,0.681,0.5695,0.4585,0.2907499999999999,0.3515,0.718,0.37075,0.189,0.70425,0.4469999999999999,0.59025,0.198,0.11775,0.508,0.1149999999999999,0.1515,0.32325,0.508,0.52,0.4489999999999999,0.16375,0.2624999999999999,0.0725,0.60625,0.45625,0.1885,0.557,0.1327499999999999,0.2975,0.1579999999999999,0.8127500000000001,0.6575,0.344,0.16375,0.4732499999999999,0.1927499999999999,0.0772499999999999,0.091,0.4695,0.1895,0.204,0.2045,0.46575,0.24175,0.36975,0.20725,0.15775,0.965,0.0852499999999999,0.33875,0.0895,0.188,0.478,0.12275,0.0524999999999999,0.50575,0.074,0.285,0.0479999999999999,0.1785,0.7265,0.17275,0.69975,0.2229999999999999,0.0687499999999999,0.1139999999999999,0.1335,0.0414999999999999,0.0152499999999999,0.2022499999999999,0.15625,0.1905,0.364,0.1785,0.183,0.1745,0.1952499999999999,0.2905,0.0155,0.15875,0.22775,0.0625,0.258,0.1322499999999999,0.1525,0.029,0.05275,0.07,0.0935,0.073,0.1205,0.0767499999999999,0.0842499999999999,0.17975,0.217,0.0747499999999999,0.1882499999999999,0.024,0.0374999999999999,0.2887499999999999,0.063,0.17025,0.04525,0.0637499999999999,0.188,0.0504999999999999,0.0757499999999999,0.0339999999999999,0.1064999999999999,0.3562499999999999,0.131,0.04225,0.1415,0.09875,0.0359999999999999,0.023,0.0845,0.089,0.04425,0.1129999999999999,0.0615,0.17125,0.11275,0.1099999999999999,0.0242499999999999,0.10375,0.05325,0.09325,0.03675,0.04575,0.0424999999999999,0.0785,0.0237499999999999,0.0277499999999999,0.0075,0.0419999999999999
"Angels' Share, The (2012)",0.7637499999999999,0.804,0.5775,0.7637499999999999,0.81925,0.8452500000000001,0.772,0.71475,0.64,0.54175,0.6795,0.8580000000000001,0.7702500000000001,0.8892500000000001,0.4962499999999999,0.511,0.346,0.4265,0.66675,0.80925,0.2975,0.32175,0.537,0.1932499999999999,0.2855,0.21575,0.50475,0.277,0.16075,0.288,0.73425,0.2259999999999999,0.206,0.3482499999999999,0.3007499999999999,0.39,0.266,0.2825,0.2165,0.2684999999999999,0.46225,0.183,0.32425,0.4772499999999999,0.23175,0.1564999999999999,0.3482499999999999,0.1455,0.28625,0.51525,0.235,0.3662499999999999,0.253,0.1987499999999999,0.18625,0.41225,0.2465,0.24,0.268,0.14875,0.69425,0.124,0.2817499999999999,0.1265,0.3702499999999999,0.4449999999999999,0.131,0.6875,0.293,0.1337499999999999,0.27925,0.346,0.0915,0.21375,0.16675,0.1915,0.11625,0.0852499999999999,0.31875,0.17175,0.1372499999999999,0.0574999999999999,0.2455,0.0805,0.2415,0.1937499999999999,0.0494999999999999,0.2214999999999999,0.088,0.08875,0.0605,0.213,0.4075,0.0275,0.09875,0.0989999999999999,0.182,0.0852499999999999,0.14975,0.089,0.11225,0.09825,0.09425,0.17325,0.0865,0.09325,0.3495,0.2634999999999999,0.172,0.128,0.16125,0.15925,0.21225,0.0817499999999999,0.1674999999999999,0.0389999999999999,0.0852499999999999,0.0775,0.0705,0.0785,0.0245,0.10725,0.154,0.0994999999999999,0.05325,0.1044999999999999,0.04725,0.05125,0.0287499999999999,0.03775,0.218,0.077,0.0642499999999999,0.0509999999999999,0.04825,0.1372499999999999,0.1312499999999999,0.0349999999999999,0.0245,0.077,0.0549999999999999,0.1252499999999999,0.0207499999999999,0.0994999999999999,0.0389999999999999,0.0534999999999999,0.1149999999999999,0.0489999999999999,0.0319999999999999
Flight (2012),0.90925,0.93875,0.93875,0.522,0.74875,0.93875,0.80975,0.90925,0.70725,0.93875,0.8552500000000001,0.991,0.8552500000000001,0.9555,0.54225,0.69075,0.5215,0.632,0.4892499999999999,0.41625,0.3345,0.44475,0.1925,0.44475,0.512,0.43925,0.3315,0.2907499999999999,0.44475,0.3265,0.31325,0.1995,0.27875,0.2125,0.21975,0.491,0.67175,0.303,0.3814999999999999,0.1415,0.7335,0.2835,0.4409999999999999,0.37925,0.17225,0.132,0.1947499999999999,0.34575,0.31125,0.3215,0.30125,0.26375,0.277,0.2987499999999999,0.512,0.27525,0.1942499999999999,0.1735,0.67175,0.16475,0.11875,0.41525,0.15175,0.92725,0.1952499999999999,0.29,0.138,0.69225,0.1295,0.145,0.57,0.11925,0.0845,0.1084999999999999,0.393,0.11525,0.2385,0.12425,0.1902499999999999,0.176,0.41525,0.15725,0.3572499999999999,0.143,0.22775,0.1405,0.18675,0.6395,0.11125,0.1285,0.549,0.1372499999999999,0.08825,0.15,0.32275,0.1169999999999999,0.125,0.15425,0.177,0.2754999999999999,0.0549999999999999,0.1295,0.0544999999999999,0.255,0.146,0.09225,0.151,0.1312499999999999,0.093,0.0222499999999999,0.0984999999999999,0.0742499999999999,0.0935,0.04625,0.0399999999999999,0.09325,0.0807499999999999,0.0672499999999999,0.08975,0.183,0.04575,0.1915,0.0835,0.088,0.0775,0.0737499999999999,0.0685,0.122,0.0359999999999999,0.05525,0.082,0.2025,0.1064999999999999,0.0595,0.0484999999999999,0.1305,0.0885,0.071,0.04125,0.0735,0.0529999999999999,0.0715,0.05475,0.18225,0.0627499999999999,0.03775,0.0915,0.09375,0.04875
Stand Up Guys (2012),0.51975,0.56475,0.56475,0.8912500000000001,0.672,0.56475,0.54525,0.4619999999999999,0.51975,0.56475,0.54825,0.58975,0.20625,0.51675,0.43825,0.4247499999999999,0.27025,0.4855,0.39725,0.71325,0.1545,0.582,0.27825,0.2975,0.5125,0.81125,0.31775,0.2827499999999999,0.2975,0.256,0.571,0.29925,0.18125,0.1295,0.31125,0.1555,0.1252499999999999,0.49175,0.1317499999999999,0.263,0.5465,0.25025,0.1845,0.1295,0.11875,0.1252499999999999,0.1295,0.22775,0.2015,0.11625,0.10625,0.22825,0.1927499999999999,0.139,0.23675,0.258,0.3395,0.1385,0.15125,0.0885,0.0687499999999999,0.1094999999999999,0.18425,0.1205,0.2209999999999999,0.1765,0.2385,0.18375,0.11675,0.1295,0.0865,0.129,0.1009999999999999,0.084,0.17775,0.1967499999999999,0.12375,0.0595,0.1029999999999999,0.14875,0.0544999999999999,0.03725,0.0742499999999999,0.09875,0.135,0.0677499999999999,0.1765,0.134,0.0707499999999999,0.0822499999999999,0.10975,0.44475,0.16625,0.148,0.266,0.09225,0.09975,0.23125,0.149,0.29,0.0925,0.1144999999999999,0.11725,0.0605,0.124,0.071,0.263,0.077,0.086,0.185,0.04775,0.019,0.077,0.0384999999999999,0.05125,0.03775,0.066,0.04175,0.0875,0.09225,0.0424999999999999,0.0895,0.05825,0.0334999999999999,0.0745,0.0257499999999999,0.07,0.0635,0.0374999999999999,0.08625,0.2155,0.0637499999999999,0.0682499999999999,0.141,0.04625,0.0539999999999999,0.11775,0.0252499999999999,0.0349999999999999,0.024,0.0202499999999999,0.0647499999999999,0.0409999999999999,0.0564999999999999,0.0205,0.0354999999999999,0.1144999999999999,0.0277499999999999,0.05675
"Place Beyond the Pines, The (2012)",0.92375,0.92375,0.89825,0.94475,0.8915,0.89825,0.603,0.812,0.92375,0.89825,0.8385,0.44325,0.682,0.682,0.6225,0.44125,0.383,0.32525,0.33925,0.2917499999999999,0.2524999999999999,0.51175,0.30725,0.21,0.288,0.354,0.25475,0.207,0.207,0.363,0.216,0.30125,0.2075,0.271,0.20675,0.26525,0.11275,0.11925,0.4489999999999999,0.1907499999999999,0.23425,0.205,0.281,0.786,0.1624999999999999,0.10075,0.1912499999999999,0.2764999999999999,0.205,0.1307499999999999,0.21375,0.293,0.31375,0.1292499999999999,0.22475,0.17175,0.26875,0.1664999999999999,0.3512499999999999,0.1905,0.16325,0.128,0.37275,0.1475,0.2219999999999999,0.27175,0.1825,0.21125,0.22125,0.0842499999999999,0.1282499999999999,0.258,0.23675,0.118,0.11975,0.1589999999999999,0.0979999999999999,0.0494999999999999,0.0697499999999999,0.09075,0.1114999999999999,0.0837499999999999,0.1649999999999999,0.16675,0.204,0.1745,0.04125,0.1325,0.0855,0.0984999999999999,0.1569999999999999,0.0479999999999999,0.0692499999999999,0.0464999999999999,0.289,0.0969999999999999,0.1347499999999999,0.0959999999999999,0.04225,0.3215,0.072,0.10325,0.22125,0.15775,0.1282499999999999,0.136,0.17425,0.177,0.16725,0.07,0.0725,0.0702499999999999,0.189,0.0827499999999999,0.1144999999999999,0.14225,0.0469999999999999,0.0697499999999999,0.0364999999999999,0.12125,0.0237499999999999,0.2045,0.2495,0.0885,0.0105,0.03675,0.0354999999999999,0.04225,0.0354999999999999,0.05075,0.1054999999999999,0.2045,0.0419999999999999,0.05225,0.0647499999999999,0.15725,0.0354999999999999,0.0519999999999999,0.0444999999999999,0.1114999999999999,0.0187499999999999,0.05425,0.03775,0.155,0.0474999999999999,0.0454999999999999,0.04225,0.03725,0.0232499999999999
