movieId,predictable,first contact,catastrophe,good,weapons,fight scenes,original,chase,survival,fun movie,mad scientist,dialogue,weird,light,mentor,fantasy world,vengeance,runaway,culture clash,betrayal,adaptation,transformation,greed,very funny,drama,not funny,life philosophy,camp,melancholic,sacrifice,pulp,family,creativity,teen movie,death,computer animation,absurd,alter ego,island,immortality,independent film,pornography,internet,life & death,quirky,god,childhood,surveillance,stereotypes,writers,desert,sexy,nudity (full frontal - brief),underrated,memory,islam,dysfunctional family,snakes,classic car,80s,alternate history,california,doctors,remake,drinking,multiple storylines,unlikely friendships,women,new jersey,no plot,hospital,prejudice,simple,irish accent,nudity (rear),farce,queer,too long,trilogy,atheism,unlikeable characters,race,road movie,los angeles,time,too short,awesome soundtrack,tokyo,small town,blindness,notable nudity,wartime,hunting,period piece,dreams,british,prison,new york city,indians,film noir,wilderness,kick-butt women,san francisco,nudity (topless - brief),made for tv,radio,good music,hotel,stand-up comedy,shopping,graphic novel,single father,russian,hip hop,ensemble cast,reality tv,ghosts/afterlife,interracial romance,oil,workplace,kidnapping,brothers,stoner movie,fashion,bollywood,divorce,foul language,censorship,adoption,rebellion,addiction,buddy movie,1930s,goth,australia,directorial debut,cancer,father daughter relationship,robert downey jr,homeless,finnish,texas,best of 2005,prostitution,wine,potential oscar nom,french,lawyer,documentary
30 Days of Night: Dark Days (2010),0.8334999999999999,0.8334999999999999,0.8334999999999999,0.684,0.8285,0.684,0.8125,0.61875,0.404,0.44075,0.32975,0.53825,0.37675,0.60175,0.59525,0.613,0.5005,0.40375,0.38525,0.5005,0.52575,0.51425,0.32725,0.299,0.38525,0.3215,0.27475,0.15075,0.268,0.196,0.199,0.2845,0.26225,0.3399999999999999,0.37825,0.1704999999999999,0.2774999999999999,0.2774999999999999,0.0857499999999999,0.7415,0.148,0.21675,0.29,0.21075,0.2385,0.078,0.076,0.22675,0.3774999999999999,0.2614999999999999,0.0504999999999999,0.44675,0.3225,0.14125,0.147,0.082,0.202,0.0999999999999999,0.16625,0.0732499999999999,0.0915,0.3017499999999999,0.0595,0.194,0.2299999999999999,0.1674999999999999,0.1367499999999999,0.10525,0.1945,0.2339999999999999,0.1124999999999999,0.075,0.1114999999999999,0.10675,0.252,0.11575,0.236,0.11725,0.51675,0.0717499999999999,0.11775,0.04625,0.08625,0.559,0.05425,0.1094999999999999,0.5555,0.10175,0.1995,0.11575,0.0857499999999999,0.05725,0.31325,0.0677499999999999,0.10975,0.0635,0.0655,0.1267499999999999,0.0762499999999999,0.0979999999999999,0.05025,0.0735,0.0707499999999999,0.04775,0.0827499999999999,0.0349999999999999,0.05475,0.0885,0.0857499999999999,0.05725,0.16225,0.0339999999999999,0.04525,0.1109999999999999,0.16675,0.11025,0.2604999999999999,0.05375,0.05925,0.1307499999999999,0.0715,0.0544999999999999,0.12375,0.0364999999999999,0.05725,0.0805,0.0292499999999999,0.0374999999999999,0.0777499999999999,0.05125,0.082,0.05025,0.04475,0.7737499999999999,0.031,0.0675,0.0702499999999999,0.0449999999999999,0.0499999999999999,0.0672499999999999,0.03325,0.0389999999999999,0.0334999999999999,0.04625,0.0399999999999999,0.0177499999999999,0.02975,0.03975,0.0329999999999999
Skyline (2010),0.9905,0.9905,0.9905,0.95025,0.94825,0.90525,0.7235,0.76925,0.7085,0.283,0.75525,0.57525,0.525,0.72325,0.4325,0.476,0.265,0.27175,0.3035,0.26775,0.23675,0.57575,0.32375,0.253,0.2604999999999999,0.3047499999999999,0.28625,0.258,0.24875,0.1659999999999999,0.356,0.25725,0.3255,0.17975,0.35175,0.16275,0.20775,0.351,0.20525,0.0825,0.151,0.2239999999999999,0.4495,0.2867499999999999,0.21575,0.4665,0.11125,0.1307499999999999,0.1649999999999999,0.35275,0.1985,0.142,0.15125,0.10125,0.1555,0.0807499999999999,0.22125,0.0815,0.1694999999999999,0.09375,0.14725,0.1997499999999999,0.2175,0.1805,0.11125,0.176,0.1465,0.1815,0.33775,0.555,0.1564999999999999,0.10325,0.17325,0.1004999999999999,0.136,0.1262499999999999,0.15425,0.136,0.05625,0.14275,0.62075,0.16625,0.1185,0.71225,0.05225,0.1074999999999999,0.04725,0.062,0.071,0.1709999999999999,0.059,0.0994999999999999,0.09425,0.0812499999999999,0.1099999999999999,0.0569999999999999,0.091,0.0702499999999999,0.0875,0.1164999999999999,0.10775,0.06025,0.0817499999999999,0.0449999999999999,0.09275,0.09075,0.0519999999999999,0.1357499999999999,0.09825,0.05675,0.0645,0.0584999999999999,0.066,0.12175,0.0782499999999999,0.08675,0.03,0.04875,0.0474999999999999,0.0667499999999999,0.0762499999999999,0.22225,0.0837499999999999,0.0657499999999999,0.06125,0.05975,0.0324999999999999,0.06125,0.0687499999999999,0.0364999999999999,0.05875,0.05025,0.075,0.0349999999999999,0.0287499999999999,0.06025,0.04975,0.03675,0.0737499999999999,0.086,0.0595,0.03625,0.04375,0.04525,0.0265,0.0237499999999999,0.03175,0.0242499999999999,0.0127499999999999
Season of the Witch (2011),0.8247500000000001,0.8247500000000001,0.7907500000000001,0.97675,0.929,0.929,0.6575,0.929,0.21825,0.52625,0.25325,0.54175,0.363,0.4325,0.436,0.97675,0.36775,0.304,0.39925,0.34675,0.3057499999999999,0.3279999999999999,0.2965,0.235,0.266,0.32775,0.34275,0.1225,0.27575,0.4365,0.20675,0.184,0.14525,0.2684999999999999,0.44325,0.22625,0.21175,0.1745,0.1305,0.2754999999999999,0.273,0.1907499999999999,0.24875,0.23125,0.22625,0.499,0.1119999999999999,0.1307499999999999,0.283,0.1245,0.3015,0.24575,0.14725,0.15625,0.0805,0.4435,0.144,0.09775,0.1205,0.067,0.15175,0.1277499999999999,0.0837499999999999,0.2274999999999999,0.1775,0.149,0.1589999999999999,0.3305,0.1252499999999999,0.142,0.14775,0.1905,0.1074999999999999,0.1745,0.1392499999999999,0.0715,0.14925,0.10675,0.085,0.499,0.239,0.0642499999999999,0.15125,0.0615,0.0584999999999999,0.21875,0.0697499999999999,0.0464999999999999,0.066,0.1039999999999999,0.066,0.1425,0.0702499999999999,0.49175,0.06175,0.0905,0.09725,0.0519999999999999,0.0775,0.1064999999999999,0.1882499999999999,0.093,0.0549999999999999,0.0212499999999999,0.03975,0.03075,0.08675,0.05875,0.077,0.04825,0.1654999999999999,0.0792499999999999,0.08875,0.0499999999999999,0.03475,0.0434999999999999,0.1815,0.0584999999999999,0.03375,0.04975,0.1987499999999999,0.0787499999999999,0.05075,0.05275,0.09,0.077,0.04175,0.03975,0.0657499999999999,0.09825,0.071,0.14075,0.0484999999999999,0.1594999999999999,0.0257499999999999,0.0404999999999999,0.04225,0.0424999999999999,0.0665,0.03175,0.0979999999999999,0.028,0.04425,0.0399999999999999,0.026,0.0227499999999999,0.0232499999999999,0.0319999999999999,0.0122499999999999
Cowboys & Aliens (2011),0.93775,0.93775,0.93775,0.90875,0.96375,0.96375,0.65825,0.96375,0.83375,0.61875,0.524,0.70175,0.53,0.7802500000000001,0.47,0.5655,0.3854999999999999,0.39025,0.53,0.28325,0.2835,0.55475,0.40475,0.2837499999999999,0.28325,0.3075,0.35275,0.44575,0.28,0.276,0.45425,0.30925,0.43975,0.22675,0.17175,0.52325,0.36975,0.65175,0.311,0.2309999999999999,0.1245,0.17925,0.1725,0.2209999999999999,0.235,0.255,0.23575,0.24225,0.212,0.2887499999999999,0.76325,0.2524999999999999,0.13,0.30025,0.5285,0.1332499999999999,0.16425,0.39725,0.1775,0.11575,0.3017499999999999,0.25025,0.3395,0.2015,0.21275,0.152,0.1535,0.2204999999999999,0.1579999999999999,0.3705,0.13,0.22175,0.2495,0.12075,0.1377499999999999,0.11125,0.1327499999999999,0.245,0.0625,0.177,0.4287499999999999,0.2995,0.084,0.065,0.05275,0.1982499999999999,0.0815,0.11425,0.24325,0.1297499999999999,0.0539999999999999,0.0735,0.0825,0.247,0.1089999999999999,0.1029999999999999,0.08925,0.0812499999999999,0.67775,0.1054999999999999,0.1392499999999999,0.10625,0.0954999999999999,0.0399999999999999,0.05975,0.0817499999999999,0.06025,0.1019999999999999,0.0835,0.0529999999999999,0.1659999999999999,0.10075,0.0647499999999999,0.0509999999999999,0.14475,0.0339999999999999,0.05825,0.11025,0.21675,0.0815,0.17975,0.0989999999999999,0.0835,0.1154999999999999,0.09325,0.0584999999999999,0.0822499999999999,0.0655,0.071,0.0349999999999999,0.05175,0.089,0.0627499999999999,0.0439999999999999,0.0434999999999999,0.0539999999999999,0.04575,0.0635,0.3075,0.0334999999999999,0.05325,0.0672499999999999,0.0615,0.04175,0.03475,0.0275,0.0242499999999999,0.0227499999999999,0.0157499999999999
Battle: Los Angeles (2011),0.9695,0.9695,0.9695,0.92075,0.98225,0.98225,0.734,0.98225,0.8207500000000001,0.7305,0.72875,0.78175,0.5925,0.60875,0.497,0.4034999999999999,0.35175,0.3735,0.4995,0.4995,0.206,0.543,0.20625,0.30625,0.4995,0.33875,0.38625,0.2524999999999999,0.284,0.4825,0.2514999999999999,0.3189999999999999,0.3395,0.1815,0.253,0.29425,0.32775,0.4942499999999999,0.21125,0.12325,0.7777499999999999,0.17075,0.281,0.2209999999999999,0.196,0.26175,0.10275,0.21375,0.31475,0.1704999999999999,0.24875,0.17175,0.1445,0.17575,0.11325,0.2995,0.191,0.0662499999999999,0.151,0.09225,0.25425,0.27625,0.21475,0.22075,0.1987499999999999,0.182,0.1425,0.146,0.2684999999999999,0.2905,0.174,0.28125,0.2554999999999999,0.11875,0.1395,0.0954999999999999,0.134,0.17525,0.05825,0.10175,0.1895,0.1495,0.09025,0.92075,0.059,0.1997499999999999,0.073,0.1084999999999999,0.068,0.09225,0.05875,0.7777499999999999,0.05675,0.09925,0.07,0.075,0.0842499999999999,0.088,0.0787499999999999,0.09875,0.0637499999999999,0.0905,0.09575,0.0439999999999999,0.0632499999999999,0.126,0.065,0.11625,0.0807499999999999,0.09475,0.05675,0.16075,0.093,0.0994999999999999,0.10075,0.06225,0.031,0.063,0.1579999999999999,0.069,0.04425,0.1175,0.0615,0.0959999999999999,0.1139999999999999,0.061,0.05775,0.0454999999999999,0.0747499999999999,0.0384999999999999,0.0544999999999999,0.04825,0.04525,0.0745,0.03,0.0444999999999999,0.05225,0.04975,0.0747499999999999,0.05425,0.059,0.03175,0.067,0.0474999999999999,0.04725,0.0227499999999999,0.024,0.0305,0.0195
Shark Night 3D (2011),0.92475,0.92475,0.685,0.685,0.92475,0.92475,0.72125,0.47975,0.2175,0.6275,0.53825,0.501,0.4559999999999999,0.71475,0.36275,0.31725,0.44425,0.38025,0.33925,0.34575,0.3085,0.32825,0.18525,0.5385,0.24225,0.3592499999999999,0.27075,0.53825,0.4095,0.14425,0.22225,0.275,0.3045,0.7617499999999999,0.538,0.3495,0.44975,0.33225,0.39575,0.1195,0.1525,0.377,0.42225,0.345,0.23875,0.1357499999999999,0.33025,0.0695,0.3692499999999999,0.3149999999999999,0.0314999999999999,0.20675,0.1185,0.083,0.0792499999999999,0.0662499999999999,0.21,0.6555,0.22225,0.119,0.1119999999999999,0.2224999999999999,0.1694999999999999,0.2299999999999999,0.1307499999999999,0.1495,0.153,0.22475,0.59025,0.2425,0.33575,0.1272499999999999,0.0675,0.0605,0.1845,0.47075,0.182,0.15125,0.0215,0.077,0.545,0.0509999999999999,0.18375,0.1114999999999999,0.026,0.11525,0.0857499999999999,0.09425,0.15075,0.04425,0.4087499999999999,0.0727499999999999,0.0725,0.1019999999999999,0.10775,0.08725,0.0637499999999999,0.0805,0.0954999999999999,0.1205,0.141,0.0767499999999999,0.0762499999999999,0.029,0.1362499999999999,0.09375,0.04375,0.09975,0.1079999999999999,0.1129999999999999,0.10725,0.04075,0.05875,0.278,0.0725,0.4495,0.0399999999999999,0.04975,0.0324999999999999,0.064,0.0554999999999999,0.064,0.1515,0.18225,0.134,0.11075,0.0675,0.1114999999999999,0.0595,0.0177499999999999,0.0842499999999999,0.05425,0.04325,0.0549999999999999,0.10025,0.0439999999999999,0.03125,0.05025,0.0712499999999999,0.0369999999999999,0.03925,0.04425,0.019,0.0484999999999999,0.05075,0.02975,0.0272499999999999,0.03275,0.0265
BlinkyTM (2011),0.829,0.8407500000000001,0.992,0.8407500000000001,0.6275,0.7085,0.8667499999999999,0.684,0.72475,0.59575,0.72575,0.54075,0.729,0.39825,0.38175,0.40725,0.66075,0.6205,0.43425,0.42025,0.3095,0.28425,0.43775,0.27875,0.43425,0.377,0.3592499999999999,0.1659999999999999,0.63825,0.365,0.2314999999999999,0.32575,0.51875,0.3695,0.25025,0.31575,0.14175,0.5685,0.09525,0.15025,0.21975,0.366,0.3545,0.2664999999999999,0.25175,0.153,0.40525,0.4449999999999999,0.1342499999999999,0.22325,0.1144999999999999,0.55275,0.24575,0.41925,0.43525,0.21975,0.2784999999999999,0.04425,0.26525,0.2544999999999999,0.2005,0.17325,0.09325,0.145,0.1905,0.2012499999999999,0.2289999999999999,0.09325,0.07,0.05725,0.2264999999999999,0.133,0.41325,0.22375,0.0652499999999999,0.09075,0.14675,0.11225,0.1887499999999999,0.05475,0.2724999999999999,0.1912499999999999,0.207,0.0712499999999999,0.1069999999999999,0.6915,0.2784999999999999,0.10625,0.18575,0.4125,0.05225,0.203,0.24025,0.1039999999999999,0.24275,0.11075,0.0785,0.0655,0.027,0.119,0.17625,0.2395,0.0454999999999999,0.45475,0.1699999999999999,0.071,0.1302499999999999,0.1599999999999999,0.04675,0.0574999999999999,0.3345,0.1074999999999999,0.0384999999999999,0.02975,0.0394999999999999,0.03975,0.2985,0.04625,0.0429999999999999,0.248,0.04025,0.05625,0.11225,0.0409999999999999,0.04775,0.1064999999999999,0.215,0.09525,0.09,0.0655,0.1382499999999999,0.04025,0.071,0.1704999999999999,0.05125,0.08675,0.04225,0.0627499999999999,0.1267499999999999,0.0207499999999999,0.243,0.0275,0.22225,0.0424999999999999,0.0222499999999999,0.0439999999999999,0.0225,0.0132499999999999,0.03325
Real Steel (2011),0.94725,0.94725,0.9775,0.9255,0.94975,0.94975,0.7105,0.94975,0.94725,0.9225,0.41325,0.57725,0.71475,0.54075,0.7842499999999999,0.4625,0.3017499999999999,0.51525,0.649,0.4675,0.20675,0.3725,0.27875,0.3715,0.4695,0.40575,0.419,0.0852499999999999,0.21925,0.34375,0.15975,0.56825,0.37075,0.34025,0.1945,0.481,0.15375,0.53,0.1397499999999999,0.34175,0.3169999999999999,0.16075,0.16125,0.2425,0.208,0.143,0.481,0.1885,0.3,0.14175,0.074,0.12425,0.145,0.181,0.2415,0.172,0.4107499999999999,0.0334999999999999,0.1569999999999999,0.0865,0.1505,0.11075,0.15875,0.1114999999999999,0.2224999999999999,0.1372499999999999,0.4675,0.1282499999999999,0.1745,0.1235,0.16475,0.3169999999999999,0.32825,0.15425,0.093,0.0672499999999999,0.193,0.1362499999999999,0.11025,0.0752499999999999,0.1907499999999999,0.2155,0.1064999999999999,0.04675,0.22575,0.202,0.33475,0.2754999999999999,0.11275,0.11225,0.0802499999999999,0.05925,0.0197499999999999,0.14275,0.18075,0.085,0.0785,0.0715,0.1124999999999999,0.0835,0.03875,0.04875,0.0847499999999999,0.0277499999999999,0.0494999999999999,0.0514999999999999,0.1694999999999999,0.09,0.078,0.0579999999999999,0.0479999999999999,0.3389999999999999,0.0855,0.16575,0.0484999999999999,0.0464999999999999,0.09225,0.0539999999999999,0.0369999999999999,0.0574999999999999,0.09175,0.186,0.05825,0.118,0.22825,0.077,0.3115,0.0394999999999999,0.259,0.0885,0.05675,0.0662499999999999,0.0625,0.03525,0.04775,0.06,0.09225,0.1465,0.1149999999999999,0.0574999999999999,0.03575,0.0727499999999999,0.073,0.0334999999999999,0.04825,0.0305,0.0275,0.0285,0.0225
"Thing, The (2011)",0.8967499999999999,0.8967499999999999,0.8967499999999999,0.71275,0.8775,0.77,0.83175,0.56725,0.61025,0.25125,0.78975,0.50125,0.6255,0.3285,0.387,0.5135,0.4775,0.4775,0.4097499999999999,0.38325,0.4157499999999999,0.516,0.4097499999999999,0.25275,0.38325,0.3682499999999999,0.3605,0.379,0.38775,0.2175,0.202,0.15725,0.387,0.1317499999999999,0.2229999999999999,0.53275,0.1495,0.1415,0.16325,0.26775,0.1195,0.27775,0.2017499999999999,0.21075,0.1972499999999999,0.186,0.1325,0.2145,0.14675,0.12325,0.17325,0.14975,0.4034999999999999,0.21025,0.1024999999999999,0.08625,0.16375,0.17075,0.1362499999999999,0.18275,0.26675,0.1009999999999999,0.27175,0.95075,0.16725,0.134,0.14525,0.1392499999999999,0.1164999999999999,0.0672499999999999,0.1475,0.18025,0.092,0.1255,0.0685,0.0964999999999999,0.12175,0.062,0.1352499999999999,0.1574999999999999,0.1982499999999999,0.1074999999999999,0.0825,0.04375,0.068,0.1305,0.05825,0.1215,0.09125,0.1392499999999999,0.0705,0.05475,0.0675,0.08825,0.0627499999999999,0.10075,0.08975,0.0632499999999999,0.126,0.0827499999999999,0.09575,0.04525,0.05425,0.12425,0.0807499999999999,0.067,0.05825,0.0827499999999999,0.09075,0.05125,0.2194999999999999,0.05625,0.05625,0.0514999999999999,0.10025,0.03,0.10525,0.1365,0.11075,0.04825,0.0424999999999999,0.0707499999999999,0.0702499999999999,0.0282499999999999,0.06125,0.079,0.0424999999999999,0.0765,0.06125,0.0559999999999999,0.0429999999999999,0.0252499999999999,0.0579999999999999,0.16375,0.05275,0.08975,0.0627499999999999,0.0369999999999999,0.0414999999999999,0.0252499999999999,0.05575,0.0765,0.0549999999999999,0.0339999999999999,0.0314999999999999,0.03025,0.0344999999999999,0.0354999999999999,0.023
"Darkest Hour, The (2011)",0.94675,0.95375,0.94675,0.95375,0.93025,0.8454999999999999,0.704,0.53675,0.73025,0.38925,0.71575,0.4802499999999999,0.2837499999999999,0.58875,0.38625,0.3565,0.3057499999999999,0.262,0.22125,0.21175,0.197,0.474,0.245,0.2155,0.175,0.3249999999999999,0.24175,0.2249999999999999,0.2015,0.10775,0.188,0.17375,0.37525,0.24125,0.3349999999999999,0.1629999999999999,0.21325,0.40425,0.25475,0.04125,0.091,0.184,0.34225,0.2095,0.1654999999999999,0.3732499999999999,0.1114999999999999,0.147,0.183,0.18725,0.15975,0.12225,0.09025,0.09675,0.0974999999999999,0.08975,0.152,0.0855,0.128,0.1252499999999999,0.14475,0.1375,0.1955,0.15625,0.124,0.144,0.1255,0.10475,0.23175,0.3249999999999999,0.10625,0.091,0.1614999999999999,0.089,0.11675,0.0832499999999999,0.1385,0.14,0.0319999999999999,0.091,0.3742499999999999,0.186,0.08675,0.14975,0.0305,0.11325,0.0469999999999999,0.0797499999999999,0.12075,0.0625,0.04925,0.0584999999999999,0.0767499999999999,0.0645,0.0682499999999999,0.0989999999999999,0.0745,0.09525,0.0767499999999999,0.09675,0.0665,0.05875,0.05225,0.02,0.092,0.09525,0.0454999999999999,0.0605,0.0745,0.05725,0.0349999999999999,0.0484999999999999,0.3672499999999999,0.04325,0.05475,0.0484999999999999,0.027,0.071,0.0524999999999999,0.04125,0.076,0.0752499999999999,0.0667499999999999,0.0745,0.10025,0.0359999999999999,0.0459999999999999,0.0384999999999999,0.05475,0.0295,0.0444999999999999,0.0384999999999999,0.0434999999999999,0.0197499999999999,0.04375,0.03775,0.04225,0.024,0.04925,0.03475,0.0584999999999999,0.026,0.027,0.0399999999999999,0.0285,0.0162499999999999,0.0195,0.0202499999999999,0.005
Lockout (2012),0.981,0.981,0.981,0.9465,0.96875,0.96875,0.6955,0.96875,0.97075,0.9125,0.2927499999999999,0.6485,0.4295,0.4555,0.5835,0.34375,0.51825,0.46375,0.382,0.5175,0.26275,0.4227499999999999,0.35475,0.22525,0.21975,0.33475,0.3595,0.17775,0.2897499999999999,0.29925,0.4519999999999999,0.1397499999999999,0.3345,0.1347499999999999,0.247,0.1392499999999999,0.30225,0.49575,0.11125,0.1515,0.139,0.1895,0.1684999999999999,0.3065,0.1882499999999999,0.092,0.1415,0.4535,0.183,0.3055,0.087,0.39475,0.16675,0.263,0.2022499999999999,0.139,0.1599999999999999,0.184,0.2279999999999999,0.15375,0.142,0.1084999999999999,0.09375,0.142,0.173,0.10725,0.11525,0.2145,0.1325,0.27375,0.1307499999999999,0.1245,0.21575,0.302,0.1024999999999999,0.09125,0.126,0.076,0.0762499999999999,0.08975,0.131,0.15525,0.1079999999999999,0.149,0.0637499999999999,0.078,0.0645,0.091,0.08,0.1282499999999999,0.10225,0.06175,0.0344999999999999,0.0795,0.06,0.11475,0.90675,0.11375,0.05075,0.0935,0.0519999999999999,0.2475,0.0574999999999999,0.04325,0.0569999999999999,0.04025,0.0647499999999999,0.125,0.067,0.05725,0.17025,0.0642499999999999,0.079,0.0359999999999999,0.12475,0.03875,0.082,0.05375,0.11225,0.0632499999999999,0.2234999999999999,0.09275,0.0652499999999999,0.0277499999999999,0.04125,0.075,0.04525,0.0484999999999999,0.1252499999999999,0.24625,0.0509999999999999,0.0524999999999999,0.03875,0.0285,0.03925,0.0717499999999999,0.06,0.09,0.1699999999999999,0.03725,0.06225,0.03375,0.065,0.0454999999999999,0.0685,0.03475,0.03425,0.0489999999999999,0.0115
Battleship (2012),0.97775,0.9575,0.97775,0.97775,0.95725,0.97775,0.66125,0.954,0.509,0.67175,0.77475,0.70375,0.6735,0.7725,0.50575,0.5475,0.32275,0.2704999999999999,0.6735,0.26475,0.25025,0.525,0.1977499999999999,0.399,0.26475,0.3185,0.38425,0.33825,0.173,0.411,0.24875,0.3105,0.34675,0.3145,0.15475,0.265,0.3455,0.77,0.2704999999999999,0.21225,0.3235,0.1322499999999999,0.29725,0.23525,0.1689999999999999,0.3289999999999999,0.11575,0.17825,0.2634999999999999,0.20475,0.16225,0.182,0.10575,0.11675,0.0675,0.16625,0.1382499999999999,0.0885,0.14075,0.08875,0.2007499999999999,0.09975,0.127,0.18725,0.1505,0.1579999999999999,0.1252499999999999,0.1579999999999999,0.22675,0.2967499999999999,0.10275,0.17675,0.258,0.092,0.10375,0.14625,0.1245,0.1377499999999999,0.0717499999999999,0.10875,0.40375,0.1689999999999999,0.0837499999999999,0.1064999999999999,0.0655,0.26675,0.0695,0.0954999999999999,0.0605,0.1397499999999999,0.0657499999999999,0.3235,0.0285,0.0915,0.064,0.0655,0.077,0.0687499999999999,0.124,0.0979999999999999,0.0489999999999999,0.093,0.0687499999999999,0.0187499999999999,0.064,0.147,0.0782499999999999,0.069,0.0715,0.0815,0.11425,0.2654999999999999,0.08925,0.0832499999999999,0.07,0.05575,0.0504999999999999,0.0655,0.0742499999999999,0.0647499999999999,0.0534999999999999,0.174,0.0737499999999999,0.073,0.0852499999999999,0.0519999999999999,0.03675,0.05125,0.066,0.03975,0.04375,0.0389999999999999,0.03875,0.04725,0.0262499999999999,0.03375,0.04125,0.0685,0.1297499999999999,0.04525,0.05025,0.0267499999999999,0.0662499999999999,0.0364999999999999,0.03125,0.0187499999999999,0.023,0.0242499999999999,0.011
Men in Black III (M.III.B.) (M.I.B.³) (2012),0.9765,0.95425,0.93,0.93,0.9765,0.93,0.6865,0.90625,0.7582500000000001,0.7755000000000001,0.58725,0.55825,0.473,0.51,0.6255,0.5745,0.422,0.39875,0.473,0.259,0.1955,0.52025,0.3115,0.80525,0.2967499999999999,0.3265,0.45175,0.1154999999999999,0.2209999999999999,0.27625,0.1305,0.2244999999999999,0.58525,0.26425,0.1555,0.2784999999999999,0.16775,0.4267499999999999,0.2465,0.239,0.0989999999999999,0.17925,0.1109999999999999,0.1745,0.18525,0.09575,0.50425,0.505,0.126,0.18525,0.0722499999999999,0.18225,0.16125,0.1785,0.58875,0.087,0.1357499999999999,0.0707499999999999,0.16075,0.0702499999999999,0.172,0.15775,0.264,0.0825,0.2125,0.12075,0.1382499999999999,0.1387499999999999,0.1902499999999999,0.22675,0.1315,0.1305,0.198,0.1275,0.1755,0.1139999999999999,0.11825,0.083,0.3794999999999999,0.0785,0.0449999999999999,0.2249999999999999,0.05975,0.03275,0.3874999999999999,0.20975,0.04825,0.25675,0.0812499999999999,0.079,0.064,0.0989999999999999,0.05875,0.0752499999999999,0.10175,0.1049999999999999,0.26325,0.1139999999999999,0.0702499999999999,0.0827499999999999,0.03575,0.0782499999999999,0.0969999999999999,0.0292499999999999,0.0782499999999999,0.0705,0.05925,0.15725,0.0647499999999999,0.05675,0.0295,0.10675,0.06025,0.0717499999999999,0.0529999999999999,0.0504999999999999,0.156,0.0469999999999999,0.1277499999999999,0.08675,0.05925,0.05925,0.0675,0.1307499999999999,0.0737499999999999,0.065,0.0625,0.067,0.067,0.0449999999999999,0.05475,0.37,0.0762499999999999,0.0205,0.0245,0.0504999999999999,0.0359999999999999,0.0727499999999999,0.1674999999999999,0.0339999999999999,0.0359999999999999,0.03525,0.0334999999999999,0.03125,0.0637499999999999,0.0287499999999999,0.0267499999999999,0.0257499999999999,0.0155
Total Recall (2012),0.9905,0.9905,0.9895,0.944,0.9845,0.9845,0.8647499999999999,0.9845,0.9905,0.718,0.4395,0.671,0.8825000000000001,0.62925,0.56175,0.54925,0.4872499999999999,0.3385,0.74925,0.5355,0.62875,0.4705,0.38775,0.2837499999999999,0.3592499999999999,0.37725,0.39025,0.11575,0.23725,0.31625,0.16325,0.1302499999999999,0.429,0.1659999999999999,0.1654999999999999,0.1922499999999999,0.2704999999999999,0.4044999999999999,0.0984999999999999,0.50525,0.5145,0.193,0.3205,0.27375,0.15475,0.2027499999999999,0.09975,0.3964999999999999,0.1362499999999999,0.16525,0.10275,0.261,0.286,0.18675,0.8707499999999999,0.5145,0.1255,0.0354999999999999,0.145,0.0554999999999999,0.15525,0.0905,0.09325,0.9905,0.12425,0.1235,0.1282499999999999,0.215,0.14975,0.214,0.1099999999999999,0.1915,0.1282499999999999,0.2724999999999999,0.152,0.0697499999999999,0.1265,0.1235,0.27825,0.087,0.3784999999999999,0.0772499999999999,0.0837499999999999,0.09475,0.1265,0.21325,0.0595,0.2229999999999999,0.05525,0.1755,0.1024999999999999,0.156,0.0275,0.1387499999999999,0.2774999999999999,0.18375,0.0772499999999999,0.09525,0.0554999999999999,0.09725,0.0519999999999999,0.1154999999999999,0.093,0.0394999999999999,0.0499999999999999,0.0225,0.0855,0.122,0.064,0.1029999999999999,0.1669999999999999,0.11425,0.0657499999999999,0.05625,0.0399999999999999,0.0554999999999999,0.083,0.0747499999999999,0.0722499999999999,0.0685,0.0519999999999999,0.0727499999999999,0.0637499999999999,0.10275,0.12325,0.129,0.0499999999999999,0.0539999999999999,0.04525,0.1609999999999999,0.073,0.03425,0.04325,0.0287499999999999,0.2165,0.0514999999999999,0.0429999999999999,0.0775,0.0672499999999999,0.0469999999999999,0.0339999999999999,0.0319999999999999,0.123,0.0727499999999999,0.0645,0.0257499999999999,0.0255,0.03375,0.0117499999999999
