movieId,good,teen movie,very funny,original,predictable,family,catastrophe,melancholic,mentor,women,chase,fun movie,divorce,light,computer animation,stereotypes,dialogue,runaway,culture clash,vengeance,first contact,life philosophy,fantasy world,drama,weird,greed,sexy,adaptation,unlikely friendships,betrayal,transformation,fight scenes,shopping,dysfunctional family,farce,not funny,quirky,writers,pornography,creativity,new york city,drinking,single father,surveillance,internet,hotel,fashion,interracial romance,childhood,life & death,hospital,new jersey,absurd,sacrifice,nudity (full frontal - brief),queer,independent film,weapons,death,doctors,simple,prejudice,multiple storylines,underrated,nudity (rear),california,irish accent,alter ego,pulp,notable nudity,classic car,adoption,san francisco,period piece,remake,british,foul language,too long,small town,wine,islam,workplace,alternate history,island,unlikeable characters,memory,bollywood,lawyer,mad scientist,road movie,dreams,hip hop,camp,no plot,indians,blindness,ghosts/afterlife,survival,awesome soundtrack,father daughter relationship,80s,good music,stand-up comedy,ensemble cast,film noir,wartime,immortality,los angeles,too short,cancer,brothers,race,kick-butt women,atheism,radio,time,prison,stoner movie,addiction,reality tv,buddy movie,1930s,robert downey jr,god,tokyo,nudity (topless - brief),kidnapping,russian,homeless,french,wilderness,censorship,directorial debut,prostitution,australia,made for tv,texas,trilogy,oil,potential oscar nom,goth,finnish,best of 2005,snakes,hunting,desert,rebellion,graphic novel,documentary
"Ugly Truth, The (2009)",0.66625,0.9085,0.92325,0.645,0.73425,0.4649999999999999,0.6265,0.93525,0.46275,0.8667499999999999,0.5645,0.53325,0.353,0.39325,0.2415,0.6655,0.49575,0.26525,0.208,0.26525,0.2975,0.32175,0.2744999999999999,0.2214999999999999,0.306,0.537,0.72475,0.2254999999999999,0.141,0.2865,0.33225,0.26,0.3472499999999999,0.1114999999999999,0.39325,0.23025,0.1505,0.2465,0.515,0.2564999999999999,0.14475,0.33875,0.16825,0.235,0.2194999999999999,0.21325,0.30225,0.2445,0.068,0.1515,0.213,0.16375,0.2915,0.1885,0.26275,0.15525,0.0637499999999999,0.1594999999999999,0.12025,0.33675,0.1569999999999999,0.08825,0.1455,0.155,0.3365,0.2204999999999999,0.153,0.1175,0.1322499999999999,0.37575,0.1275,0.0722499999999999,0.30925,0.0632499999999999,0.06025,0.0702499999999999,0.21925,0.0727499999999999,0.07,0.09925,0.0935,0.3145,0.0847499999999999,0.09975,0.3695,0.14625,0.1014999999999999,0.08975,0.1405,0.09775,0.1594999999999999,0.0755,0.0835,0.1337499999999999,0.05225,0.10075,0.0564999999999999,0.067,0.09575,0.0424999999999999,0.0369999999999999,0.059,0.0717499999999999,0.0319999999999999,0.081,0.05575,0.189,0.1255,0.04975,0.05575,0.08,0.0464999999999999,0.1277499999999999,0.0825,0.0434999999999999,0.0687499999999999,0.05875,0.0667499999999999,0.0765,0.1745,0.0777499999999999,0.0484999999999999,0.03625,0.04925,0.0439999999999999,0.077,0.03375,0.0707499999999999,0.03325,0.0212499999999999,0.0414999999999999,0.0682499999999999,0.04675,0.06025,0.026,0.06,0.0232499999999999,0.03075,0.0444999999999999,0.0384999999999999,0.03175,0.0237499999999999,0.05825,0.0409999999999999,0.028,0.0197499999999999,0.02,0.0384999999999999,0.015
Post Grad (2009),0.55125,0.86425,0.8225,0.6625,0.7415,0.718,0.419,0.2624999999999999,0.4515,0.4197499999999999,0.407,0.3552499999999999,0.127,0.38575,0.3545,0.48675,0.3225,0.34125,0.2624999999999999,0.32775,0.4317499999999999,0.3715,0.38125,0.1912499999999999,0.48875,0.24275,0.398,0.31475,0.4579999999999999,0.23125,0.259,0.2997499999999999,0.5635,0.26075,0.2219999999999999,0.281,0.53,0.21475,0.2475,0.138,0.24575,0.242,0.26,0.24325,0.1375,0.14725,0.0807499999999999,0.1034999999999999,0.09775,0.22975,0.1322499999999999,0.50025,0.2514999999999999,0.10375,0.17375,0.16675,0.23775,0.1987499999999999,0.1392499999999999,0.06,0.1932499999999999,0.1034999999999999,0.24175,0.1815,0.2614999999999999,0.2784999999999999,0.1327499999999999,0.17975,0.1709999999999999,0.17475,0.149,0.16125,0.276,0.071,0.08925,0.05425,0.087,0.18325,0.1905,0.0519999999999999,0.0767499999999999,0.3495,0.1245,0.06,0.2857499999999999,0.09125,0.10275,0.03875,0.1745,0.24825,0.39225,0.08,0.1745,0.1624999999999999,0.069,0.0949999999999999,0.0339999999999999,0.05325,0.1074999999999999,0.0815,0.0529999999999999,0.1004999999999999,0.1009999999999999,0.068,0.1094999999999999,0.0757499999999999,0.14625,0.304,0.0454999999999999,0.2314999999999999,0.12275,0.17825,0.22325,0.06125,0.031,0.0657499999999999,0.0797499999999999,0.133,0.0705,0.0334999999999999,0.028,0.0275,0.05725,0.0225,0.0807499999999999,0.0339999999999999,0.03475,0.0464999999999999,0.0479999999999999,0.0182499999999999,0.063,0.0277499999999999,0.0737499999999999,0.04525,0.10975,0.0434999999999999,0.081,0.03125,0.04475,0.0464999999999999,0.06025,0.0235,0.0339999999999999,0.019,0.0245,0.05175,0.03475,0.0479999999999999,0.0107499999999999
My Life in Ruins (2009),0.821,0.69425,0.90825,0.689,0.6915,0.625,0.707,0.18225,0.4912499999999999,0.55175,0.37925,0.7562500000000001,0.45825,0.68625,0.625,0.9665,0.4034999999999999,0.2395,0.30425,0.23025,0.63,0.548,0.23775,0.27075,0.18225,0.1882499999999999,0.2269999999999999,0.273,0.278,0.1689999999999999,0.4429999999999999,0.26825,0.5775,0.2155,0.188,0.26725,0.3405,0.2674999999999999,0.12375,0.3045,0.1704999999999999,0.503,0.22275,0.24225,0.2045,0.20625,0.39825,0.09625,0.17975,0.22775,0.425,0.21475,0.2284999999999999,0.0939999999999999,0.1967499999999999,0.1175,0.21475,0.15025,0.1014999999999999,0.15025,0.16175,0.21,0.1604999999999999,0.1265,0.15975,0.16475,0.11025,0.14975,0.1515,0.3722499999999999,0.15375,0.0842499999999999,0.18425,0.0939999999999999,0.1277499999999999,0.1044999999999999,0.2887499999999999,0.2005,0.0969999999999999,0.189,0.0939999999999999,0.197,0.09425,0.3045,0.23575,0.0807499999999999,0.082,0.06,0.188,0.124,0.10925,0.08,0.1335,0.14325,0.0705,0.0777499999999999,0.0295,0.0915,0.09925,0.04575,0.0605,0.0534999999999999,0.0652499999999999,0.0489999999999999,0.0782499999999999,0.0564999999999999,0.077,0.04075,0.04075,0.0742499999999999,0.0584999999999999,0.1004999999999999,0.075,0.092,0.09925,0.03425,0.0702499999999999,0.05425,0.0329999999999999,0.0459999999999999,0.025,0.0727499999999999,0.0409999999999999,0.04175,0.0324999999999999,0.03125,0.0715,0.0454999999999999,0.0277499999999999,0.0202499999999999,0.073,0.0282499999999999,0.03125,0.03525,0.4095,0.0584999999999999,0.0265,0.0295,0.0324999999999999,0.0324999999999999,0.0255,0.0207499999999999,0.0162499999999999,0.0292499999999999,0.0292499999999999,0.0272499999999999,0.0212499999999999,0.028,0.0155
Love Happens (2009),0.8400000000000001,0.5785,0.39675,0.57275,0.70225,0.31025,0.51525,0.9345,0.52125,0.3774999999999999,0.29425,0.1555,0.44625,0.38925,0.1362499999999999,0.276,0.4782499999999999,0.33775,0.27525,0.31525,0.497,0.4489999999999999,0.2724999999999999,0.655,0.40725,0.39,0.4217499999999999,0.1995,0.4305,0.44325,0.30525,0.33625,0.7255,0.4619999999999999,0.0865,0.2965,0.365,0.51525,0.21025,0.2875,0.30425,0.3339999999999999,0.22425,0.1855,0.3964999999999999,0.8705,0.14275,0.14625,0.0885,0.497,0.199,0.215,0.2895,0.22175,0.14325,0.11875,0.23675,0.1735,0.72175,0.1805,0.087,0.15075,0.08925,0.11175,0.2564999999999999,0.0969999999999999,0.2847499999999999,0.10825,0.217,0.1877499999999999,0.16325,0.1034999999999999,0.12375,0.05525,0.10125,0.0469999999999999,0.62875,0.195,0.11675,0.284,0.0642499999999999,0.39,0.09075,0.1185,0.3522499999999999,0.23325,0.0399999999999999,0.10825,0.0655,0.16775,0.0677499999999999,0.1634999999999999,0.599,0.09275,0.05275,0.1205,0.0735,0.0767499999999999,0.0484999999999999,0.086,0.0642499999999999,0.0514999999999999,0.10975,0.0514999999999999,0.0999999999999999,0.0464999999999999,0.1069999999999999,0.26825,0.04225,0.145,0.04175,0.0595,0.155,0.05925,0.0479999999999999,0.04275,0.061,0.07,0.16475,0.061,0.0742499999999999,0.04825,0.0662499999999999,0.05925,0.0404999999999999,0.0772499999999999,0.03,0.04225,0.0702499999999999,0.0265,0.0682499999999999,0.0627499999999999,0.03975,0.04075,0.0379999999999999,0.03775,0.05625,0.04375,0.1034999999999999,0.21925,0.03325,0.0494999999999999,0.09875,0.0514999999999999,0.0429999999999999,0.03175,0.021,0.0265,0.0222499999999999
Did You Hear About the Morgans? (2009),0.52675,0.4792499999999999,0.7665,0.671,0.8162499999999999,0.3129999999999999,0.55,0.423,0.45775,0.3944999999999999,0.5875,0.211,0.69625,0.4752499999999999,0.1892499999999999,0.33275,0.44225,0.2754999999999999,0.354,0.25325,0.54075,0.3149999999999999,0.3345,0.1445,0.20975,0.22475,0.38125,0.2219999999999999,0.1445,0.36275,0.295,0.2674999999999999,0.4405,0.14275,0.1367499999999999,0.24675,0.1765,0.23975,0.2654999999999999,0.186,0.478,0.1755,0.2055,0.2987499999999999,0.348,0.4117499999999999,0.22825,0.10875,0.0815,0.1335,0.1977499999999999,0.25225,0.3794999999999999,0.1089999999999999,0.16325,0.10875,0.0717499999999999,0.20725,0.176,0.14075,0.11325,0.09825,0.17425,0.08625,0.21725,0.11575,0.0989999999999999,0.1714999999999999,0.184,0.1362499999999999,0.12175,0.50275,0.1365,0.0529999999999999,0.282,0.0857499999999999,0.0605,0.12125,0.87975,0.15025,0.0665,0.11775,0.0989999999999999,0.1009999999999999,0.3189999999999999,0.118,0.0672499999999999,0.6375,0.0857499999999999,0.11575,0.0895,0.0842499999999999,0.0837499999999999,0.193,0.0464999999999999,0.11675,0.04125,0.0825,0.0712499999999999,0.027,0.0835,0.04875,0.0707499999999999,0.0414999999999999,0.09575,0.06025,0.092,0.235,0.0479999999999999,0.0777499999999999,0.0652499999999999,0.153,0.1004999999999999,0.083,0.0494999999999999,0.0732499999999999,0.0645,0.06025,0.0549999999999999,0.07,0.0697499999999999,0.04425,0.03675,0.0657499999999999,0.0449999999999999,0.0339999999999999,0.04775,0.05175,0.06175,0.02,0.0697499999999999,0.06125,0.03175,0.062,0.0845,0.0369999999999999,0.0825,0.0349999999999999,0.1054999999999999,0.0324999999999999,0.05325,0.02975,0.02975,0.0314999999999999,0.04875,0.03625,0.0142499999999999,0.029,0.0127499999999999
It's Complicated (2009),0.68975,0.62975,0.70425,0.61025,0.61425,0.425,0.5375,0.938,0.4425,0.72225,0.541,0.47375,0.97575,0.5655,0.2684999999999999,0.31325,0.50925,0.3419999999999999,0.3542499999999999,0.4872499999999999,0.2309999999999999,0.60725,0.29425,0.37625,0.5605,0.4872499999999999,0.54325,0.2435,0.259,0.38225,0.3349999999999999,0.24475,0.26025,0.76275,0.31725,0.23125,0.28125,0.509,0.7865,0.3,0.8779999999999999,0.628,0.3265,0.213,0.145,0.792,0.3239999999999999,0.2304999999999999,0.3592499999999999,0.1835,0.25575,0.1277499999999999,0.216,0.11825,0.37375,0.1579999999999999,0.2544999999999999,0.13,0.1882499999999999,0.4559999999999999,0.22625,0.14625,0.2185,0.2017499999999999,0.20925,0.54325,0.12075,0.16175,0.1465,0.202,0.21775,0.21725,0.1342499999999999,0.15675,0.09975,0.1392499999999999,0.2724999999999999,0.1302499999999999,0.09525,0.3652499999999999,0.0855,0.3309999999999999,0.0939999999999999,0.14525,0.36375,0.17275,0.0757499999999999,0.3007499999999999,0.0755,0.09325,0.11725,0.0645,0.09325,0.09975,0.0735,0.1425,0.0349999999999999,0.0925,0.0807499999999999,0.069,0.0504999999999999,0.0569999999999999,0.1382499999999999,0.088,0.0905,0.0742499999999999,0.05675,0.0687499999999999,0.05825,0.0374999999999999,0.085,0.0732499999999999,0.0717499999999999,0.0994999999999999,0.1054999999999999,0.075,0.0657499999999999,0.071,0.0805,0.05425,0.0227499999999999,0.15175,0.04075,0.0285,0.0725,0.08925,0.0414999999999999,0.04425,0.059,0.04575,0.0665,0.0785,0.081,0.0574999999999999,0.027,0.03425,0.04925,0.03225,0.0479999999999999,0.18725,0.0242499999999999,0.0252499999999999,0.192,0.03425,0.0419999999999999,0.04225,0.025,0.0369999999999999,0.03125
Leap Year (2010),0.92375,0.7847500000000001,0.566,0.663,0.71325,0.6435,0.5535,0.758,0.4265,0.299,0.4875,0.43875,0.49375,0.51275,0.6435,0.5115,0.46475,0.2684999999999999,0.663,0.23725,0.3399999999999999,0.356,0.372,0.1455,0.22125,0.2017499999999999,0.37375,0.1907499999999999,0.135,0.2564999999999999,0.299,0.264,0.2284999999999999,0.0692499999999999,0.077,0.2524999999999999,0.184,0.251,0.12225,0.1599999999999999,0.0964999999999999,0.25875,0.0954999999999999,0.141,0.139,0.30825,0.1735,0.2634999999999999,0.0822499999999999,0.14675,0.1074999999999999,0.0797499999999999,0.10725,0.10925,0.1415,0.1084999999999999,0.10225,0.11025,0.15175,0.1475,0.274,0.17025,0.0964999999999999,0.1709999999999999,0.1255,0.05425,0.98125,0.1064999999999999,0.1114999999999999,0.05825,0.126,0.0469999999999999,0.134,0.1185,0.09125,0.1609999999999999,0.25075,0.139,0.14775,0.133,0.0745,0.076,0.08975,0.1302499999999999,0.0782499999999999,0.0775,0.08875,0.0795,0.0637499999999999,0.2204999999999999,0.073,0.04175,0.04625,0.1134999999999999,0.16425,0.1094999999999999,0.1154999999999999,0.0785,0.0792499999999999,0.04725,0.0489999999999999,0.0344999999999999,0.0625,0.0192499999999999,0.0795,0.0464999999999999,0.0782499999999999,0.0202499999999999,0.0712499999999999,0.0394999999999999,0.0605,0.0807499999999999,0.0792499999999999,0.0632499999999999,0.05675,0.074,0.05125,0.05125,0.0752499999999999,0.031,0.02975,0.0509999999999999,0.0434999999999999,0.0524999999999999,0.04925,0.0187499999999999,0.0252499999999999,0.0474999999999999,0.0192499999999999,0.0217499999999999,0.05975,0.0242499999999999,0.03325,0.0232499999999999,0.0295,0.03275,0.04075,0.0509999999999999,0.04575,0.0242499999999999,0.0339999999999999,0.0282499999999999,0.05225,0.0202499999999999,0.0319999999999999,0.0499999999999999,0.0247499999999999,0.0162499999999999,0.0122499999999999
Bart Got a Room (2008),0.53125,0.97775,0.522,0.68575,0.49275,0.276,0.40825,0.71275,0.65925,0.36075,0.6425,0.5875,0.63725,0.59575,0.21925,0.29225,0.36475,0.5505,0.54975,0.47,0.24275,0.22775,0.274,0.3702499999999999,0.424,0.351,0.2654999999999999,0.39825,0.66725,0.1977499999999999,0.21575,0.23025,0.3289999999999999,0.353,0.4439999999999999,0.2445,0.57525,0.40525,0.57725,0.253,0.0989999999999999,0.56225,0.135,0.1952499999999999,0.288,0.517,0.11775,0.2465,0.7015,0.212,0.14825,0.2314999999999999,0.179,0.15675,0.417,0.1825,0.7809999999999999,0.26925,0.09075,0.2544999999999999,0.1109999999999999,0.1235,0.1175,0.24925,0.1297499999999999,0.358,0.1129999999999999,0.32325,0.2234999999999999,0.1029999999999999,0.26875,0.1902499999999999,0.0429999999999999,0.1029999999999999,0.0205,0.1054999999999999,0.10575,0.09825,0.1332499999999999,0.1009999999999999,0.1079999999999999,0.10375,0.1014999999999999,0.089,0.0665,0.10825,0.4872499999999999,0.144,0.1357499999999999,0.0925,0.12375,0.27,0.1357499999999999,0.0944999999999999,0.20625,0.067,0.11375,0.0865,0.1295,0.05775,0.2435,0.1099999999999999,0.1255,0.05725,0.1129999999999999,0.09125,0.0554999999999999,0.0399999999999999,0.1089999999999999,0.05875,0.069,0.1034999999999999,0.20825,0.0559999999999999,0.067,0.10925,0.1074999999999999,0.23275,0.0647499999999999,0.0697499999999999,0.0742499999999999,0.0755,0.06225,0.0504999999999999,0.376,0.0915,0.0524999999999999,0.075,0.093,0.0787499999999999,0.0222499999999999,0.395,0.0815,0.09775,0.04825,0.0702499999999999,0.0384999999999999,0.04675,0.0295,0.0524999999999999,0.071,0.03875,0.04125,0.1039999999999999,0.0772499999999999,0.0285,0.04725,0.0464999999999999,0.10675
When in Rome (2010),0.52525,0.80925,0.63125,0.6105,0.73025,0.57725,0.58175,0.50625,0.44675,0.2997499999999999,0.436,0.244,0.293,0.3285,0.49575,0.3385,0.46675,0.2239999999999999,0.2075,0.24075,0.3087499999999999,0.299,0.3195,0.1287499999999999,0.2355,0.261,0.247,0.2425,0.089,0.2425,0.2694999999999999,0.22625,0.22825,0.1322499999999999,0.142,0.28,0.1505,0.24025,0.1965,0.21925,0.86975,0.20425,0.0842499999999999,0.245,0.1272499999999999,0.20925,0.33825,0.2229999999999999,0.0762499999999999,0.1357499999999999,0.11575,0.1892499999999999,0.24175,0.135,0.1104999999999999,0.1205,0.10075,0.1694999999999999,0.1149999999999999,0.0715,0.10625,0.08825,0.17725,0.15025,0.26825,0.0969999999999999,0.16475,0.1325,0.1302499999999999,0.16175,0.1084999999999999,0.05425,0.12125,0.0782499999999999,0.086,0.0574999999999999,0.0499999999999999,0.0827499999999999,0.0579999999999999,0.1164999999999999,0.0605,0.0762499999999999,0.092,0.1034999999999999,0.1992499999999999,0.10225,0.0737499999999999,0.0419999999999999,0.10625,0.083,0.0469999999999999,0.1277499999999999,0.10625,0.15175,0.0665,0.0852499999999999,0.0767499999999999,0.0735,0.073,0.03325,0.059,0.069,0.05975,0.16175,0.08825,0.0439999999999999,0.118,0.0369999999999999,0.10475,0.03,0.0615,0.087,0.0827499999999999,0.05125,0.03725,0.06225,0.0632499999999999,0.061,0.07,0.0697499999999999,0.02975,0.04075,0.06175,0.0509999999999999,0.0444999999999999,0.022,0.0635,0.0777499999999999,0.03775,0.016,0.03825,0.0277499999999999,0.0344999999999999,0.0449999999999999,0.0207499999999999,0.03575,0.022,0.03175,0.0344999999999999,0.0245,0.0314999999999999,0.02,0.0205,0.0232499999999999,0.0162499999999999,0.0245,0.0205,0.0237499999999999,0.0122499999999999
Valentine's Day (2010),0.8427500000000001,0.8200000000000001,0.54025,0.595,0.7789999999999999,0.60275,0.5605,0.92025,0.36175,0.25075,0.2847499999999999,0.42625,0.4305,0.33575,0.38525,0.349,0.44125,0.23275,0.1835,0.305,0.379,0.4024999999999999,0.346,0.17325,0.242,0.3335,0.3179999999999999,0.24475,0.14775,0.39275,0.22925,0.2997499999999999,0.33925,0.1664999999999999,0.1109999999999999,0.28825,0.1639999999999999,0.15475,0.2095,0.1634999999999999,0.10975,0.24025,0.0832499999999999,0.1312499999999999,0.30525,0.207,0.183,0.24375,0.10025,0.14525,0.093,0.119,0.1275,0.16675,0.12225,0.244,0.11075,0.132,0.1377499999999999,0.18225,0.0979999999999999,0.1604999999999999,0.835,0.14825,0.18225,0.118,0.1955,0.10225,0.1755,0.17625,0.11975,0.0802499999999999,0.11625,0.076,0.12275,0.0994999999999999,0.121,0.2115,0.0935,0.06175,0.073,0.04925,0.1034999999999999,0.0875,0.55325,0.16775,0.1262499999999999,0.0329999999999999,0.0539999999999999,0.06,0.0775,0.1004999999999999,0.0697499999999999,0.11575,0.0732499999999999,0.0984999999999999,0.0645,0.04725,0.0822499999999999,0.04475,0.0474999999999999,0.09275,0.0832499999999999,0.64525,0.08925,0.0727499999999999,0.10475,0.41225,0.15125,0.0569999999999999,0.0479999999999999,0.0615,0.05325,0.04575,0.0655,0.091,0.063,0.0647499999999999,0.0579999999999999,0.0672499999999999,0.05775,0.04875,0.0469999999999999,0.064,0.04525,0.025,0.0469999999999999,0.067,0.03425,0.0255,0.0287499999999999,0.0287499999999999,0.0514999999999999,0.04275,0.03125,0.0439999999999999,0.05075,0.029,0.0212499999999999,0.03875,0.0389999999999999,0.0334999999999999,0.04475,0.0195,0.0132499999999999,0.0185,0.0185,0.0187499999999999,0.021
She's Out of My League (2010),0.7495,0.8234999999999999,0.92575,0.64225,0.6045,0.65325,0.5965,0.6395,0.411,0.397,0.38675,0.374,0.12175,0.59975,0.34375,0.546,0.40625,0.384,0.4117499999999999,0.35275,0.288,0.33875,0.3625,0.2199999999999999,0.2574999999999999,0.218,0.4892499999999999,0.1745,0.4585,0.2564999999999999,0.26375,0.239,0.35375,0.2584999999999999,0.59975,0.2485,0.23425,0.187,0.5,0.2244999999999999,0.11025,0.4615,0.1644999999999999,0.1574999999999999,0.2254999999999999,0.14825,0.1382499999999999,0.205,0.141,0.15175,0.17025,0.238,0.14,0.1094999999999999,0.14375,0.17775,0.11825,0.1485,0.1159999999999999,0.1009999999999999,0.1915,0.21225,0.0939999999999999,0.21375,0.1545,0.14,0.1735,0.0989999999999999,0.132,0.22875,0.14275,0.0847499999999999,0.0837499999999999,0.0529999999999999,0.04025,0.085,0.675,0.0712499999999999,0.10025,0.17375,0.11525,0.1405,0.09575,0.0842499999999999,0.10125,0.0949999999999999,0.1079999999999999,0.0999999999999999,0.06175,0.2214999999999999,0.123,0.079,0.0979999999999999,0.0939999999999999,0.08675,0.0885,0.069,0.05375,0.0797499999999999,0.10875,0.0825,0.0954999999999999,0.11175,0.03925,0.083,0.0564999999999999,0.0539999999999999,0.0845,0.09475,0.05725,0.08725,0.0817499999999999,0.1164999999999999,0.0935,0.0579999999999999,0.03025,0.0712499999999999,0.2264999999999999,0.0847499999999999,0.04225,0.3235,0.03275,0.0419999999999999,0.0449999999999999,0.0805,0.05975,0.04375,0.084,0.0374999999999999,0.0272499999999999,0.03475,0.0414999999999999,0.0595,0.04775,0.0554999999999999,0.04925,0.0439999999999999,0.03825,0.03825,0.0295,0.04225,0.0875,0.05425,0.0275,0.0192499999999999,0.0314999999999999,0.04525,0.03575,0.029
Sex and the City 2 (2010),0.46575,0.98125,0.293,0.652,0.7602500000000001,0.36475,0.48075,0.74725,0.4732499999999999,0.95425,0.3259999999999999,0.3107499999999999,0.4825,0.22775,0.199,0.53475,0.3562499999999999,0.2895,0.3259999999999999,0.288,0.4245,0.3685,0.4835,0.278,0.4439999999999999,0.4395,0.51275,0.67575,0.6335,0.1912499999999999,0.21225,0.2895,0.9015,0.1997499999999999,0.1397499999999999,0.302,0.153,0.4355,0.44225,0.141,0.73325,0.27775,0.12225,0.1305,0.14425,0.54925,0.93625,0.17725,0.15225,0.218,0.23825,0.2485,0.243,0.135,0.129,0.4505,0.26475,0.16475,0.186,0.25175,0.1004999999999999,0.1019999999999999,0.20375,0.1099999999999999,0.0812499999999999,0.0635,0.1282499999999999,0.2007499999999999,0.17975,0.087,0.1674999999999999,0.09525,0.0875,0.10375,0.10425,0.123,0.0504999999999999,0.22725,0.0645,0.1905,0.267,0.1835,0.121,0.10125,0.1257499999999999,0.1245,0.1775,0.1669999999999999,0.137,0.1185,0.144,0.16325,0.21425,0.1149999999999999,0.0722499999999999,0.0762499999999999,0.0944999999999999,0.076,0.15625,0.03425,0.0765,0.082,0.10925,0.04675,0.1029999999999999,0.06225,0.26375,0.1555,0.0642499999999999,0.0855,0.0579999999999999,0.0569999999999999,0.1579999999999999,0.068,0.04025,0.0635,0.0685,0.0652499999999999,0.0949999999999999,0.21475,0.0419999999999999,0.04725,0.0349999999999999,0.0707499999999999,0.11325,0.0549999999999999,0.0359999999999999,0.04075,0.04325,0.0349999999999999,0.04075,0.05525,0.0454999999999999,0.1149999999999999,0.0257499999999999,0.05425,0.0334999999999999,0.0524999999999999,0.0444999999999999,0.04675,0.0354999999999999,0.0242499999999999,0.0349999999999999,0.0595,0.0155,0.0484999999999999,0.0275,0.0282499999999999,0.03575
"Back-up Plan, The (2010)",0.8554999999999999,0.953,0.7165,0.585,0.7485,0.53625,0.501,0.8294999999999999,0.37175,0.66475,0.36475,0.25275,0.6905,0.21225,0.53625,0.262,0.48775,0.3325,0.1825,0.23225,0.37575,0.31775,0.2674999999999999,0.1997499999999999,0.2534999999999999,0.17825,0.51775,0.1877499999999999,0.1997499999999999,0.18425,0.2724999999999999,0.2405,0.53,0.548,0.21525,0.26125,0.22075,0.3017499999999999,0.30725,0.22075,0.32025,0.3117499999999999,0.2365,0.1735,0.2055,0.1925,0.21,0.28625,0.08975,0.2279999999999999,0.36575,0.24,0.2544999999999999,0.17275,0.27825,0.1024999999999999,0.09575,0.1327499999999999,0.22125,0.40425,0.141,0.0772499999999999,0.12275,0.179,0.37275,0.09025,0.14925,0.10525,0.15975,0.14375,0.11225,0.185,0.1252499999999999,0.05725,0.14675,0.084,0.147,0.1495,0.16625,0.22925,0.1099999999999999,0.0647499999999999,0.08925,0.11575,0.136,0.1387499999999999,0.077,0.11375,0.0825,0.1144999999999999,0.24325,0.10025,0.129,0.129,0.0752499999999999,0.0989999999999999,0.0645,0.0514999999999999,0.05675,0.03425,0.0389999999999999,0.0534999999999999,0.1317499999999999,0.03075,0.09625,0.05775,0.1149999999999999,0.09175,0.0439999999999999,0.1937499999999999,0.05575,0.0765,0.086,0.0845,0.0222499999999999,0.0705,0.0539999999999999,0.082,0.0685,0.08,0.1079999999999999,0.03875,0.04275,0.09225,0.0534999999999999,0.0424999999999999,0.0305,0.04625,0.03675,0.0192499999999999,0.0314999999999999,0.03225,0.03425,0.0439999999999999,0.0627499999999999,0.05475,0.0379999999999999,0.03025,0.0215,0.03675,0.0434999999999999,0.0305,0.0484999999999999,0.0235,0.0227499999999999,0.0314999999999999,0.0187499999999999,0.0175,0.014
Letters to Juliet (2010),0.96775,0.68075,0.20375,0.74,0.62475,0.52925,0.51225,0.902,0.45075,0.6535,0.297,0.3582499999999999,0.31475,0.4549999999999999,0.4147499999999999,0.36,0.4679999999999999,0.36075,0.74,0.2189999999999999,0.3495,0.3,0.289,0.20575,0.2855,0.215,0.22625,0.23175,0.18225,0.2435,0.34325,0.22875,0.3265,0.10975,0.08,0.31825,0.15375,0.356,0.201,0.1927499999999999,0.4775,0.15775,0.11675,0.10575,0.2135,0.39575,0.257,0.33125,0.09225,0.1967499999999999,0.1609999999999999,0.14275,0.1982499999999999,0.17175,0.1119999999999999,0.135,0.0847499999999999,0.141,0.1287499999999999,0.186,0.24425,0.16225,0.17775,0.1699999999999999,0.1689999999999999,0.10875,0.249,0.10875,0.1357499999999999,0.2185,0.1099999999999999,0.08725,0.284,0.10875,0.04475,0.15475,0.0782499999999999,0.3804999999999999,0.09025,0.55575,0.061,0.0549999999999999,0.0852499999999999,0.1039999999999999,0.4405,0.16125,0.1084999999999999,0.0519999999999999,0.061,0.2085,0.11025,0.063,0.0635,0.10025,0.0785,0.1019999999999999,0.0705,0.0747499999999999,0.1144999999999999,0.0672499999999999,0.0554999999999999,0.088,0.073,0.0252499999999999,0.0767499999999999,0.0925,0.2189999999999999,0.0554999999999999,0.0815,0.10975,0.0637499999999999,0.078,0.0772499999999999,0.0672499999999999,0.067,0.0685,0.0439999999999999,0.05975,0.09275,0.0444999999999999,0.029,0.0464999999999999,0.0742499999999999,0.0314999999999999,0.05925,0.03125,0.0414999999999999,0.03675,0.03475,0.0225,0.04525,0.0257499999999999,0.04075,0.05475,0.0797499999999999,0.0389999999999999,0.04625,0.029,0.018,0.0287499999999999,0.0237499999999999,0.0177499999999999,0.0255,0.03025,0.0295,0.0762499999999999,0.0182499999999999,0.0125,0.0137499999999999
