movieId,chase,fight scenes,surveillance,weapons,betrayal,original,vengeance,greed,good,predictable,mentor,catastrophe,weird,fun movie,dialogue,drama,runaway,first contact,culture clash,melancholic,very funny,life philosophy,adaptation,kidnapping,not funny,pornography,fantasy world,light,survival,sexy,classic car,death,sacrifice,transformation,pulp,creativity,absurd,family,internet,alter ego,teen movie,islam,life & death,underrated,british,stereotypes,nudity (full frontal - brief),hospital,drinking,irish accent,independent film,period piece,hotel,unlikely friendships,california,quirky,dysfunctional family,women,computer animation,memory,writers,no plot,prison,childhood,notable nudity,doctors,russian,prejudice,foul language,buddy movie,multiple storylines,remake,nudity (topless - brief),blindness,new york city,new jersey,oil,san francisco,divorce,simple,nudity (rear),queer,alternate history,island,lawyer,farce,kick-butt women,mad scientist,80s,road movie,camp,los angeles,wartime,ensemble cast,good music,film noir,hunting,too long,small town,race,trilogy,awesome soundtrack,addiction,shopping,single father,interracial romance,unlikeable characters,father daughter relationship,wilderness,desert,brothers,tokyo,indians,too short,bollywood,immortality,fashion,workplace,hip hop,atheism,snakes,censorship,time,stand-up comedy,adoption,directorial debut,potential oscar nom,robert downey jr,dreams,cancer,ghosts/afterlife,graphic novel,radio,stoner movie,best of 2005,1930s,made for tv,reality tv,homeless,prostitution,god,texas,wine,rebellion,french,australia,finnish,goth,documentary
Metro (2013),0.8307500000000001,0.8307500000000001,0.519,0.8307500000000001,0.66825,0.77075,0.4695,0.60775,0.77075,0.9255,0.5015,0.8652500000000001,0.4267499999999999,0.29025,0.65675,0.74625,0.4267499999999999,0.5685,0.649,0.32375,0.354,0.346,0.67775,0.0539999999999999,0.30925,0.43625,0.485,0.52275,0.54675,0.14275,0.148,0.24575,0.4865,0.23975,0.15975,0.26375,0.2075,0.4882499999999999,0.3155,0.3185,0.38975,0.4549999999999999,0.23025,0.33525,0.3522499999999999,0.3562499999999999,0.432,0.2244999999999999,0.1704999999999999,0.144,0.1947499999999999,0.3097499999999999,0.178,0.4589999999999999,0.187,0.22075,0.4545,0.136,0.4882499999999999,0.14575,0.47175,0.06025,0.1129999999999999,0.15125,0.52375,0.1589999999999999,0.73125,0.4865,0.1357499999999999,0.0549999999999999,0.1435,0.0832499999999999,0.05425,0.15525,0.0665,0.14425,0.03325,0.0662499999999999,0.7525,0.21625,0.4609999999999999,0.4275,0.29,0.10825,0.06025,0.12475,0.075,0.281,0.03925,0.067,0.296,0.0584999999999999,0.4549999999999999,0.18575,0.22125,0.0999999999999999,0.0339999999999999,0.133,0.1195,0.0825,0.141,0.3305,0.085,0.40075,0.391,0.197,0.141,0.4,0.0772499999999999,0.0252499999999999,0.155,0.11425,0.3169999999999999,0.05675,0.12325,0.05725,0.04425,0.12325,0.0652499999999999,0.091,0.0414999999999999,0.0672499999999999,0.0429999999999999,0.1034999999999999,0.0642499999999999,0.09925,0.4327499999999999,0.03975,0.0812499999999999,0.0205,0.125,0.0615,0.10025,0.0444999999999999,0.0419999999999999,0.069,0.0762499999999999,0.0685,0.05875,0.05775,0.0277499999999999,0.0295,0.1372499999999999,0.0755,0.0489999999999999,0.1347499999999999,0.0077499999999999,0.03875,0.0142499999999999
Criminal (2016),0.909,0.909,0.9105,0.909,0.88025,0.63575,0.598,0.598,0.527,0.692,0.61925,0.57675,0.3615,0.475,0.5285,0.352,0.35775,0.60375,0.27325,0.236,0.344,0.3482499999999999,0.2204999999999999,0.20725,0.3319999999999999,0.4379999999999999,0.27925,0.16925,0.21275,0.1992499999999999,0.15225,0.37875,0.1175,0.3864999999999999,0.4177499999999999,0.27075,0.31575,0.358,0.356,0.2345,0.14625,0.12375,0.1922499999999999,0.2835,0.77075,0.14,0.12425,0.188,0.17475,0.09825,0.10575,0.148,0.1599999999999999,0.17075,0.074,0.1912499999999999,0.25375,0.12225,0.16225,0.8775,0.195,0.14,0.23175,0.155,0.09875,0.28225,0.3445,0.0807499999999999,0.126,0.10625,0.16925,0.09675,0.0935,0.18,0.063,0.1134999999999999,0.201,0.04225,0.16425,0.0635,0.0424999999999999,0.1159999999999999,0.11425,0.08725,0.0519999999999999,0.1327499999999999,0.1252499999999999,0.14225,0.0479999999999999,0.0959999999999999,0.1004999999999999,0.077,0.1175,0.17175,0.05675,0.093,0.03375,0.087,0.1044999999999999,0.0735,0.1044999999999999,0.0677499999999999,0.0504999999999999,0.03625,0.1175,0.09,0.0554999999999999,0.1604999999999999,0.0469999999999999,0.04325,0.076,0.081,0.05425,0.17275,0.083,0.12325,0.0489999999999999,0.0745,0.0379999999999999,0.0865,0.14425,0.04775,0.0822499999999999,0.05775,0.0707499999999999,0.1495,0.05675,0.0705,0.0717499999999999,0.0765,0.0237499999999999,0.04575,0.0667499999999999,0.0534999999999999,0.03725,0.03675,0.0544999999999999,0.04625,0.1932499999999999,0.0285,0.1215,0.0202499999999999,0.0494999999999999,0.03375,0.0267499999999999,0.025,0.0559999999999999,0.0282499999999999,0.0205
Spectre (2015),0.972,0.972,0.95125,0.972,0.95125,0.627,0.81325,0.81325,0.8527499999999999,0.97975,0.61475,0.8527499999999999,0.5665,0.60175,0.52675,0.4395,0.60025,0.63225,0.4429999999999999,0.3944999999999999,0.53125,0.2955,0.4077499999999999,0.1265,0.3329999999999999,0.2214999999999999,0.365,0.3057499999999999,0.394,0.4589999999999999,0.4782499999999999,0.2274999999999999,0.33225,0.32775,0.251,0.20925,0.5655,0.23325,0.12325,0.8672500000000001,0.21875,0.3552499999999999,0.2684999999999999,0.275,0.8414999999999999,0.236,0.1375,0.1375,0.3265,0.175,0.1825,0.4237499999999999,0.3145,0.2319999999999999,0.156,0.17625,0.18375,0.4185,0.175,0.1465,0.18175,0.2289999999999999,0.0852499999999999,0.3784999999999999,0.08625,0.271,0.1877499999999999,0.189,0.06225,0.078,0.12425,0.0519999999999999,0.0797499999999999,0.1064999999999999,0.10325,0.1895,0.63925,0.1034999999999999,0.0865,0.129,0.1004999999999999,0.17925,0.1664999999999999,0.1795,0.0404999999999999,0.1159999999999999,0.1164999999999999,0.2165,0.10375,0.16525,0.154,0.0707499999999999,0.1327499999999999,0.08775,0.1195,0.0895,0.0857499999999999,0.4445,0.10025,0.147,0.16475,0.1124999999999999,0.067,0.10125,0.0657499999999999,0.1205,0.0667499999999999,0.128,0.0815,0.258,0.0705,0.1962499999999999,0.072,0.1362499999999999,0.1064999999999999,0.09125,0.11775,0.077,0.0712499999999999,0.0964999999999999,0.2254999999999999,0.05075,0.0655,0.0782499999999999,0.05775,0.0715,0.0672499999999999,0.09075,0.1004999999999999,0.0815,0.0647499999999999,0.04975,0.091,0.064,0.03775,0.073,0.077,0.087,0.0399999999999999,0.0677499999999999,0.0635,0.0499999999999999,0.0519999999999999,0.1094999999999999,0.0295,0.0444999999999999,0.03125,0.0792499999999999,0.0212499999999999
The Man from U.N.C.L.E. (2015),0.9695,0.9695,0.99575,0.9695,0.99575,0.95375,0.8445,0.8445,0.8492500000000001,0.72175,0.74,0.78175,0.95375,0.8505,0.6265,0.5265,0.46475,0.4295,0.8085,0.56575,0.50525,0.39425,0.4065,0.1009999999999999,0.26075,0.235,0.24675,0.65625,0.195,0.39525,0.576,0.1574999999999999,0.24575,0.3259999999999999,0.2199999999999999,0.4215,0.398,0.22625,0.1345,0.4157499999999999,0.143,0.45875,0.1977499999999999,0.3095,0.55425,0.30825,0.1885,0.11825,0.1689999999999999,0.1445,0.1377499999999999,0.694,0.2927499999999999,0.42425,0.09225,0.2804999999999999,0.1915,0.2339999999999999,0.201,0.17675,0.14825,0.2917499999999999,0.10025,0.3642499999999999,0.061,0.26025,0.42925,0.1634999999999999,0.18125,0.15975,0.1445,0.3485,0.1445,0.1235,0.09375,0.1327499999999999,0.2375,0.09575,0.1387499999999999,0.09975,0.05925,0.1335,0.21325,0.17925,0.0489999999999999,0.245,0.1272499999999999,0.1377499999999999,0.0429999999999999,0.1272499999999999,0.1377499999999999,0.03875,0.1825,0.19,0.3555,0.10575,0.05275,0.09575,0.092,0.1287499999999999,0.15775,0.3555,0.06,0.0697499999999999,0.04775,0.0885,0.09375,0.1282499999999999,0.0745,0.0464999999999999,0.1392499999999999,0.28325,0.0524999999999999,0.0837499999999999,0.0964999999999999,0.1049999999999999,0.31875,0.09625,0.05625,0.0757499999999999,0.0449999999999999,0.0837499999999999,0.079,0.0757499999999999,0.0434999999999999,0.132,0.0944999999999999,0.4375,0.0755,0.04775,0.0579999999999999,0.127,0.10475,0.05575,0.1375,0.085,0.0687499999999999,0.1089999999999999,0.03525,0.0519999999999999,0.028,0.04375,0.206,0.0685,0.0652499999999999,0.04025,0.04525,0.0469999999999999,0.029
American Ultra (2015),0.8845000000000001,0.8845000000000001,0.947,0.8845000000000001,0.97025,0.74775,0.78325,0.875,0.6335,0.50575,0.7325,0.491,0.56175,0.64125,0.50175,0.3175,0.37675,0.2239999999999999,0.3435,0.37175,0.554,0.413,0.29,0.1029999999999999,0.2967499999999999,0.662,0.3195,0.57575,0.16225,0.1997499999999999,0.3007499999999999,0.20975,0.15225,0.236,0.253,0.62175,0.8525,0.1385,0.15375,0.57575,0.212,0.09725,0.272,0.25325,0.21725,0.2155,0.1907499999999999,0.1594999999999999,0.2425,0.15175,0.3545,0.09225,0.10975,0.1295,0.1335,0.41925,0.1835,0.201,0.15575,0.29625,0.18275,0.1957499999999999,0.0752499999999999,0.0969999999999999,0.09575,0.1019999999999999,0.0925,0.11625,0.562,0.139,0.1629999999999999,0.04075,0.1039999999999999,0.089,0.1014999999999999,0.11475,0.1039999999999999,0.03425,0.1009999999999999,0.138,0.031,0.209,0.1164999999999999,0.0755,0.0262499999999999,0.275,0.0875,0.22675,0.03525,0.1555,0.126,0.0469999999999999,0.05475,0.04175,0.07,0.0895,0.0549999999999999,0.09125,0.4489999999999999,0.0444999999999999,0.081,0.06125,0.2754999999999999,0.1019999999999999,0.03325,0.05675,0.38625,0.05525,0.0479999999999999,0.029,0.0842499999999999,0.087,0.04275,0.0529999999999999,0.0717499999999999,0.077,0.06025,0.20725,0.1159999999999999,0.0725,0.0449999999999999,0.0544999999999999,0.04575,0.0895,0.0359999999999999,0.16525,0.0687499999999999,0.0722499999999999,0.134,0.0665,0.0202499999999999,0.197,0.04225,0.5065,0.092,0.0595,0.0544999999999999,0.0509999999999999,0.065,0.04625,0.03575,0.0762499999999999,0.11575,0.03925,0.0314999999999999,0.0544999999999999,0.06,0.1109999999999999,0.0215
Heist (2015),0.93675,0.8952500000000001,0.85175,0.8952500000000001,0.6825,0.685,0.685,0.79925,0.79925,0.6205,0.635,0.61175,0.49,0.7115,0.4519999999999999,0.4885,0.4885,0.422,0.4885,0.3592499999999999,0.30725,0.33675,0.2289999999999999,0.65875,0.355,0.2022499999999999,0.28525,0.48475,0.2329999999999999,0.139,0.1395,0.11875,0.29325,0.252,0.2815,0.3944999999999999,0.25025,0.0865,0.45875,0.1569999999999999,0.195,0.0777499999999999,0.16725,0.125,0.15475,0.1997499999999999,0.23175,0.30325,0.076,0.135,0.09925,0.23875,0.1609999999999999,0.1435,0.21775,0.21375,0.12475,0.0665,0.1297499999999999,0.0715,0.1322499999999999,0.0702499999999999,0.1927499999999999,0.0742499999999999,0.1277499999999999,0.152,0.1337499999999999,0.1285,0.23825,0.3085,0.1315,0.145,0.081,0.1992499999999999,0.14225,0.0662499999999999,0.10975,0.05825,0.15125,0.21225,0.10725,0.125,0.1317499999999999,0.1569999999999999,0.1282499999999999,0.1285,0.18175,0.1272499999999999,0.0574999999999999,0.0999999999999999,0.1272499999999999,0.1275,0.04675,0.09525,0.0935,0.10325,0.04575,0.12225,0.0514999999999999,0.1099999999999999,0.0277499999999999,0.065,0.0394999999999999,0.04175,0.764,0.1475,0.2584999999999999,0.153,0.0672499999999999,0.0615,0.1124999999999999,0.04575,0.086,0.0559999999999999,0.0625,0.0837499999999999,0.132,0.0314999999999999,0.04825,0.09525,0.18075,0.0722499999999999,0.0835,0.08,0.09875,0.0822499999999999,0.0217499999999999,0.1024999999999999,0.0539999999999999,0.3419999999999999,0.0285,0.022,0.03175,0.1069999999999999,0.04525,0.0574999999999999,0.04325,0.03425,0.0292499999999999,0.0632499999999999,0.0287499999999999,0.083,0.0404999999999999,0.0579999999999999,0.03375,0.0949999999999999,0.03475,0.0237499999999999,0.0087499999999999
Triple 9 (2016),0.7657499999999999,0.62225,0.8205,0.62225,0.92425,0.92425,0.88425,0.92425,0.7729999999999999,0.47975,0.4197499999999999,0.4197499999999999,0.62325,0.362,0.526,0.7735000000000001,0.39425,0.2274999999999999,0.30825,0.388,0.21575,0.26925,0.246,0.494,0.376,0.287,0.3015,0.254,0.2244999999999999,0.1355,0.1654999999999999,0.368,0.15375,0.1805,0.2905,0.24175,0.3155,0.1905,0.17825,0.12,0.131,0.131,0.2865,0.23925,0.1415,0.2329999999999999,0.245,0.09625,0.24775,0.2025,0.33525,0.1882499999999999,0.1024999999999999,0.18375,0.16325,0.2817499999999999,0.2945,0.1947499999999999,0.1285,0.137,0.26875,0.15725,0.172,0.173,0.0625,0.0675,0.56925,0.16175,0.498,0.0895,0.26175,0.0797499999999999,0.09275,0.0682499999999999,0.0845,0.17525,0.04325,0.0667499999999999,0.2,0.0672499999999999,0.0605,0.18275,0.122,0.10175,0.09525,0.08,0.0394999999999999,0.0632499999999999,0.0765,0.4287499999999999,0.1109999999999999,0.1649999999999999,0.32025,0.91225,0.08675,0.12,0.077,0.083,0.2175,0.207,0.0444999999999999,0.08675,0.142,0.0409999999999999,0.0394999999999999,0.05425,0.0702499999999999,0.04925,0.14675,0.064,0.2035,0.0474999999999999,0.14675,0.0354999999999999,0.146,0.04775,0.0464999999999999,0.12175,0.21275,0.10025,0.04925,0.0484999999999999,0.0595,0.0817499999999999,0.0772499999999999,0.0845,0.05225,0.0627499999999999,0.0974999999999999,0.05575,0.0272499999999999,0.03425,0.11275,0.064,0.1315,0.0812499999999999,0.0414999999999999,0.0329999999999999,0.0584999999999999,0.0817499999999999,0.0772499999999999,0.15825,0.05875,0.0305,0.0359999999999999,0.1614999999999999,0.08875,0.0595,0.03875
London Has Fallen (2016),0.98575,0.98575,0.74125,0.98575,0.7809999999999999,0.7535000000000001,0.7535000000000001,0.74125,0.637,0.90825,0.53575,0.72225,0.4105,0.531,0.547,0.4692499999999999,0.26575,0.90825,0.21325,0.21,0.50425,0.32025,0.25125,0.4715,0.371,0.4832499999999999,0.39725,0.3265,0.5675,0.142,0.1564999999999999,0.28625,0.352,0.4014999999999999,0.34875,0.1714999999999999,0.3705,0.24125,0.23075,0.38625,0.2155,0.591,0.1709999999999999,0.15925,0.855,0.39375,0.1387499999999999,0.17675,0.196,0.129,0.15325,0.126,0.1377499999999999,0.18225,0.0732499999999999,0.1327499999999999,0.15275,0.2674999999999999,0.135,0.0625,0.181,0.21775,0.0802499999999999,0.119,0.1594999999999999,0.1275,0.12075,0.1445,0.1382499999999999,0.119,0.127,0.10425,0.025,0.126,0.0795,0.18575,0.1277499999999999,0.10325,0.186,0.21275,0.127,0.1169999999999999,0.1322499999999999,0.186,0.0207499999999999,0.132,0.1215,0.15275,0.0687499999999999,0.0825,0.14225,0.07,0.352,0.04875,0.0534999999999999,0.0895,0.04525,0.084,0.0509999999999999,0.15625,0.04225,0.03575,0.06025,0.1014999999999999,0.156,0.12475,0.0785,0.1195,0.0424999999999999,0.063,0.1034999999999999,0.0742499999999999,0.04475,0.1175,0.0895,0.0999999999999999,0.141,0.06225,0.04875,0.0695,0.1054999999999999,0.03225,0.03825,0.08725,0.06075,0.0414999999999999,0.0207499999999999,0.04275,0.0667499999999999,0.1372499999999999,0.0615,0.05075,0.05575,0.075,0.029,0.0354999999999999,0.04875,0.1139999999999999,0.04775,0.05075,0.3349999999999999,0.03,0.059,0.029,0.0252499999999999,0.0232499999999999,0.03175,0.0257499999999999,0.0165
Ip Man 3 (2015),0.94875,0.9785,0.6005,0.94875,0.70175,0.7625,0.67725,0.56075,0.7625,0.6995,0.8480000000000001,0.69775,0.7609999999999999,0.64075,0.55025,0.6415,0.40125,0.5065,0.6045,0.7609999999999999,0.32025,0.39,0.2185,0.3814999999999999,0.3405,0.4609999999999999,0.51975,0.346,0.4195,0.1634999999999999,0.3185,0.3125,0.3117499999999999,0.402,0.1475,0.287,0.1604999999999999,0.236,0.1019999999999999,0.4175,0.185,0.2,0.3665,0.3482499999999999,0.54225,0.185,0.2514999999999999,0.186,0.30025,0.2289999999999999,0.1957499999999999,0.21125,0.09425,0.3764999999999999,0.0984999999999999,0.128,0.2877499999999999,0.08725,0.14925,0.2345,0.1945,0.118,0.1275,0.187,0.09425,0.10475,0.1392499999999999,0.193,0.09075,0.35075,0.184,0.09775,0.134,0.30225,0.0855,0.132,0.0549999999999999,0.0687499999999999,0.079,0.4365,0.2017499999999999,0.1252499999999999,0.1352499999999999,0.0994999999999999,0.03475,0.09025,0.3532499999999999,0.14425,0.1362499999999999,0.0662499999999999,0.1337499999999999,0.05875,0.1322499999999999,0.078,0.122,0.0994999999999999,0.0414999999999999,0.15825,0.16425,0.1337499999999999,0.8207500000000001,0.3419999999999999,0.11325,0.0529999999999999,0.1564999999999999,0.0635,0.0559999999999999,0.1245,0.0394999999999999,0.0655,0.22175,0.299,0.081,0.23275,0.268,0.30925,0.031,0.04725,0.129,0.0777499999999999,0.0762499999999999,0.0379999999999999,0.27525,0.05875,0.0429999999999999,0.10275,0.0379999999999999,0.17625,0.0657499999999999,0.6905,0.1967499999999999,0.1144999999999999,0.061,0.1154999999999999,0.1285,0.076,0.12375,0.0267499999999999,0.04525,0.0399999999999999,0.0777499999999999,0.0404999999999999,0.03225,0.16975,0.0439999999999999,0.0737499999999999,0.0349999999999999,0.05025,0.0285
Mr. Right (2016),0.85225,0.85225,0.79375,0.85225,0.9415,0.73525,0.79375,0.689,0.77,0.509,0.68075,0.43225,0.637,0.77,0.59825,0.3145,0.38925,0.1955,0.3562499999999999,0.59575,0.71225,0.473,0.298,0.0792499999999999,0.24425,0.4327499999999999,0.28625,0.4865,0.0812499999999999,0.35875,0.3345,0.1455,0.11075,0.2339999999999999,0.2334999999999999,0.355,0.637,0.27975,0.1317499999999999,0.16975,0.247,0.09025,0.2017499999999999,0.299,0.36175,0.185,0.1845,0.072,0.2815,0.2324999999999999,0.637,0.16475,0.3784999999999999,0.1302499999999999,0.0949999999999999,0.59875,0.09625,0.2219999999999999,0.21775,0.1634999999999999,0.17825,0.0984999999999999,0.0792499999999999,0.09175,0.10225,0.1094999999999999,0.0835,0.119,0.289,0.0324999999999999,0.18275,0.0419999999999999,0.09975,0.1629999999999999,0.09825,0.43325,0.05725,0.05125,0.2284999999999999,0.1569999999999999,0.08625,0.2564999999999999,0.1275,0.066,0.04425,0.2319999999999999,0.1709999999999999,0.128,0.0449999999999999,0.0672499999999999,0.09675,0.05325,0.06,0.0449999999999999,0.0855,0.10025,0.0539999999999999,0.0655,0.084,0.0379999999999999,0.03375,0.09425,0.0637499999999999,0.1584999999999999,0.0414999999999999,0.1397499999999999,0.134,0.0632499999999999,0.0554999999999999,0.0364999999999999,0.129,0.1039999999999999,0.05075,0.05625,0.0635,0.0727499999999999,0.10975,0.17625,0.04975,0.091,0.0409999999999999,0.0625,0.0747499999999999,0.0752499999999999,0.05275,0.1455,0.03025,0.0459999999999999,0.0732499999999999,0.0479999999999999,0.0339999999999999,0.0692499999999999,0.04225,0.0509999999999999,0.10425,0.0579999999999999,0.0615,0.0277499999999999,0.04225,0.0504999999999999,0.091,0.04175,0.1765,0.0277499999999999,0.066,0.0354999999999999,0.0925,0.0424999999999999,0.0162499999999999
Our Kind of Traitor (2016),0.7305,0.67475,0.988,0.669,0.988,0.8485,0.8485,0.8485,0.8485,0.602,0.65575,0.65025,0.6535,0.4795,0.508,0.7015,0.66075,0.4745,0.66075,0.38925,0.22975,0.3129999999999999,0.98675,0.088,0.3359999999999999,0.16625,0.38775,0.1275,0.15975,0.11225,0.18375,0.15575,0.293,0.15075,0.3269999999999999,0.357,0.1639999999999999,0.60175,0.32475,0.194,0.4982499999999999,0.73425,0.39875,0.11775,0.8265,0.12,0.2259999999999999,0.09025,0.34575,0.174,0.1347499999999999,0.28075,0.25875,0.16975,0.06075,0.1267499999999999,0.3255,0.10125,0.25475,0.3462499999999999,0.1995,0.0632499999999999,0.0702499999999999,0.10925,0.1124999999999999,0.4205,0.9055,0.208,0.1134999999999999,0.0705,0.148,0.0969999999999999,0.06175,0.24975,0.09525,0.0645,0.40825,0.0177499999999999,0.30025,0.10375,0.15825,0.126,0.38875,0.148,0.51225,0.144,0.11175,0.05325,0.05725,0.11725,0.0579999999999999,0.0277499999999999,0.2259999999999999,0.0682499999999999,0.0677499999999999,0.10025,0.0275,0.12325,0.0895,0.085,0.0707499999999999,0.066,0.09225,0.09125,0.2055,0.1825,0.063,0.10325,0.04775,0.08975,0.092,0.0354999999999999,0.139,0.0812499999999999,0.1029999999999999,0.0389999999999999,0.03975,0.0242499999999999,0.03325,0.17875,0.09175,0.0692499999999999,0.03625,0.062,0.0944999999999999,0.03975,0.0529999999999999,0.0215,0.0747499999999999,0.09325,0.0242499999999999,0.0494999999999999,0.04125,0.084,0.03,0.0835,0.1305,0.0404999999999999,0.0449999999999999,0.0419999999999999,0.0389999999999999,0.03475,0.09275,0.09275,0.03525,0.0579999999999999,0.05825,0.0255,0.0252499999999999
Bastille Day (2016),0.98375,0.98375,0.87575,0.98375,0.7829999999999999,0.84175,0.84175,0.84175,0.84175,0.67525,0.6955,0.646,0.473,0.6745,0.56625,0.6335,0.603,0.417,0.349,0.3329999999999999,0.32025,0.31925,0.267,0.3057499999999999,0.392,0.428,0.27875,0.5375,0.46475,0.2895,0.3045,0.4555,0.3472499999999999,0.4822499999999999,0.21925,0.41125,0.36,0.20525,0.401,0.45425,0.1955,0.7765,0.20725,0.18,0.3545,0.26975,0.24725,0.24775,0.1377499999999999,0.21075,0.2145,0.25175,0.32025,0.23575,0.09075,0.18725,0.16825,0.2945,0.2345,0.14,0.26975,0.32675,0.092,0.17975,0.05675,0.1169999999999999,0.0752499999999999,0.124,0.16175,0.537,0.1357499999999999,0.09625,0.0747499999999999,0.152,0.16275,0.10025,0.0727499999999999,0.133,0.1292499999999999,0.15825,0.11125,0.1302499999999999,0.203,0.1069999999999999,0.0282499999999999,0.0792499999999999,0.2279999999999999,0.1925,0.0484999999999999,0.1064999999999999,0.08675,0.1114999999999999,0.27425,0.08875,0.08625,0.1175,0.1335,0.0797499999999999,0.1019999999999999,0.15825,0.0409999999999999,0.04625,0.066,0.0579999999999999,0.0632499999999999,0.14975,0.0775,0.0652499999999999,0.0707499999999999,0.04275,0.1084999999999999,0.16975,0.0404999999999999,0.1967499999999999,0.0725,0.0772499999999999,0.10825,0.09625,0.089,0.1124999999999999,0.0735,0.1679999999999999,0.04125,0.09575,0.0652499999999999,0.04725,0.0399999999999999,0.05225,0.1039999999999999,0.0489999999999999,0.05475,0.149,0.064,0.0454999999999999,0.215,0.05375,0.0529999999999999,0.063,0.085,0.063,0.1124999999999999,0.023,0.1435,0.0574999999999999,0.578,0.04375,0.0364999999999999,0.04575,0.0175
Now You See Me 2 (2016),0.7035,0.7035,0.374,0.7035,0.46625,0.7855000000000001,0.7855000000000001,0.762,0.93275,0.72,0.56775,0.73725,0.67275,0.93275,0.59075,0.37475,0.37475,0.56125,0.37475,0.2604999999999999,0.37825,0.37825,0.22525,0.11925,0.3175,0.1639999999999999,0.96075,0.3605,0.1614999999999999,0.17675,0.15,0.16475,0.3745,0.272,0.1119999999999999,0.3884999999999999,0.3225,0.18375,0.21675,0.53175,0.27625,0.1367499999999999,0.1569999999999999,0.2239999999999999,0.59175,0.1644999999999999,0.21225,0.11575,0.18475,0.21425,0.0787499999999999,0.11925,0.189,0.12,0.0667499999999999,0.1922499999999999,0.11625,0.1372499999999999,0.14225,0.156,0.186,0.28525,0.1215,0.1365,0.0855,0.08675,0.0735,0.172,0.0815,0.03725,0.20475,0.0775,0.0257499999999999,0.0652499999999999,0.10625,0.1245,0.08,0.0999999999999999,0.074,0.1342499999999999,0.092,0.11575,0.1372499999999999,0.09075,0.0584999999999999,0.0984999999999999,0.085,0.072,0.03825,0.05125,0.071,0.0305,0.0564999999999999,0.248,0.242,0.0805,0.03075,0.0752499999999999,0.0524999999999999,0.1495,0.18125,0.05075,0.0519999999999999,0.1352499999999999,0.09,0.0595,0.0534999999999999,0.1009999999999999,0.0655,0.0232499999999999,0.10025,0.0717499999999999,0.0677499999999999,0.1345,0.087,0.2005,0.09225,0.0554999999999999,0.0827499999999999,0.0745,0.0369999999999999,0.0232499999999999,0.0964999999999999,0.073,0.0459999999999999,0.0574999999999999,0.025,0.148,0.05675,0.0574999999999999,0.192,0.0237499999999999,0.0404999999999999,0.059,0.03125,0.0539999999999999,0.06,0.0544999999999999,0.0459999999999999,0.0232499999999999,0.1312499999999999,0.027,0.04825,0.03075,0.03,0.0414999999999999,0.0252499999999999,0.0579999999999999,0.016
Jason Bourne (2016),0.979,0.979,0.9925,0.979,0.9955,0.70875,0.89975,0.9345,0.7737499999999999,0.96775,0.6985,0.7737499999999999,0.4085,0.568,0.43875,0.44275,0.3605,0.4135,0.3015,0.2975,0.2314999999999999,0.3057499999999999,0.2435,0.09925,0.33825,0.27125,0.25925,0.236,0.40325,0.10725,0.489,0.1912499999999999,0.2025,0.31225,0.16075,0.3462499999999999,0.24575,0.08825,0.24175,0.25425,0.1307499999999999,0.15075,0.177,0.15375,0.54925,0.0832499999999999,0.1624999999999999,0.145,0.08925,0.11325,0.084,0.09075,0.216,0.10325,0.0717499999999999,0.10125,0.15075,0.1694999999999999,0.152,0.643,0.1952499999999999,0.2395,0.075,0.22775,0.09375,0.09325,0.1129999999999999,0.11425,0.04075,0.03075,0.09725,0.10975,0.0584999999999999,0.14325,0.0712499999999999,0.1195,0.22325,0.0625,0.1044999999999999,0.1074999999999999,0.06075,0.118,0.1009999999999999,0.0832499999999999,0.0637499999999999,0.11025,0.082,0.0524999999999999,0.0615,0.0865,0.0657499999999999,0.0305,0.0705,0.069,0.066,0.0787499999999999,0.0935,0.10875,0.0615,0.0837499999999999,0.84325,0.067,0.066,0.0717499999999999,0.0424999999999999,0.065,0.0349999999999999,0.04175,0.06,0.04175,0.05925,0.17525,0.04925,0.10125,0.069,0.1699999999999999,0.0409999999999999,0.04625,0.0637499999999999,0.05125,0.03025,0.0504999999999999,0.0757499999999999,0.0717499999999999,0.04125,0.0494999999999999,0.04825,0.0549999999999999,0.073,0.05025,0.03125,0.0287499999999999,0.0272499999999999,0.0549999999999999,0.04475,0.0384999999999999,0.0514999999999999,0.05425,0.04575,0.0564999999999999,0.0514999999999999,0.0344999999999999,0.059,0.04025,0.03725,0.0205,0.023,0.0167499999999999,0.0195
