movieId,original,very funny,weird,light,good,absurd,quirky,culture clash,runaway,farce,melancholic,greed,dialogue,betrayal,drama,mentor,independent film,vengeance,predictable,catastrophe,pornography,fun movie,chase,adaptation,drinking,life philosophy,creativity,fantasy world,dysfunctional family,life & death,fight scenes,writers,sexy,unlikely friendships,weapons,transformation,first contact,death,family,underrated,nudity (full frontal - brief),childhood,stereotypes,multiple storylines,queer,teen movie,surveillance,prejudice,not funny,alter ego,classic car,british,islam,stand-up comedy,hotel,doctors,road movie,hospital,pulp,computer animation,workplace,women,california,addiction,stoner movie,good music,nudity (topless - brief),new jersey,small town,censorship,irish accent,ensemble cast,sacrifice,foul language,period piece,divorce,camp,directorial debut,brothers,mad scientist,alternate history,film noir,dreams,awesome soundtrack,simple,internet,notable nudity,new york city,buddy movie,nudity (rear),unlikeable characters,1930s,80s,wartime,too long,memory,survival,hip hop,wilderness,bollywood,prison,tokyo,atheism,blindness,radio,reality tv,indians,kidnapping,adoption,los angeles,robert downey jr,island,no plot,wine,shopping,cancer,russian,texas,interracial romance,french,finnish,god,australia,race,lawyer,best of 2005,homeless,time,ghosts/afterlife,desert,immortality,fashion,kick-butt women,documentary,made for tv,san francisco,father daughter relationship,potential oscar nom,prostitution,hunting,goth,graphic novel,rebellion,oil,snakes,too short,remake,trilogy,single father
Delirious (2006),0.65825,0.256,0.5895,0.686,0.6835,0.59175,0.2897499999999999,0.6835,0.46975,0.1485,0.94075,0.4357499999999999,0.39725,0.4357499999999999,0.628,0.561,0.6655,0.4265,0.3239999999999999,0.43625,0.5765,0.32225,0.4965,0.3582499999999999,0.46975,0.3655,0.1877499999999999,0.34875,0.248,0.1955,0.5215,0.26825,0.206,0.69175,0.23225,0.2837499999999999,0.2385,0.2774999999999999,0.216,0.18675,0.23825,0.18625,0.2254999999999999,0.14925,0.24125,0.25775,0.202,0.1159999999999999,0.2835,0.1114999999999999,0.10925,0.1505,0.11425,0.0835,0.478,0.63525,0.1337499999999999,0.51375,0.1654999999999999,0.18675,0.2967499999999999,0.1004999999999999,0.21125,0.20825,0.075,0.0584999999999999,0.1332499999999999,0.31275,0.214,0.089,0.188,0.1267499999999999,0.079,0.1175,0.1505,0.10025,0.11075,0.1362499999999999,0.0672499999999999,0.23875,0.121,0.11025,0.39875,0.0692499999999999,0.1079999999999999,0.187,0.708,0.64275,0.3442499999999999,0.3745,0.1992499999999999,0.0737499999999999,0.16025,0.118,0.0765,0.0767499999999999,0.09225,0.182,0.0707499999999999,0.0855,0.1124999999999999,0.0584999999999999,0.0434999999999999,0.0737499999999999,0.16175,0.0747499999999999,0.0454999999999999,0.1295,0.173,0.2355,0.22575,0.0314999999999999,0.142,0.121,0.12375,0.0374999999999999,0.077,0.09175,0.081,0.05025,0.0155,0.023,0.0197499999999999,0.10875,0.156,0.09,0.92575,0.03775,0.11825,0.0232499999999999,0.0675,0.1395,0.0825,0.0247499999999999,0.0645,0.178,0.0334999999999999,0.08725,0.08775,0.14175,0.0645,0.016,0.0277499999999999,0.05225,0.11825,0.0305,0.078,0.0339999999999999,0.04775
"Grand, The (2007)",0.8302499999999999,0.8815,0.7655000000000001,0.4775,0.6715,0.8732500000000001,0.57275,0.6715,0.7655000000000001,0.8545,0.4097499999999999,0.739,0.48175,0.38325,0.526,0.474,0.517,0.56525,0.4692499999999999,0.45625,0.5175,0.582,0.38325,0.4725,0.2199999999999999,0.48275,0.5015,0.5225,0.28075,0.3115,0.59225,0.237,0.138,0.22825,0.59225,0.33375,0.33925,0.1925,0.50425,0.47175,0.28925,0.174,0.26575,0.53125,0.30825,0.12325,0.426,0.2614999999999999,0.135,0.59225,0.2835,0.39325,0.1887499999999999,0.364,0.21525,0.2345,0.1164999999999999,0.1515,0.18125,0.174,0.20475,0.25825,0.43825,0.47175,0.1164999999999999,0.0842499999999999,0.5025,0.28625,0.12225,0.37,0.1332499999999999,0.66575,0.3725,0.285,0.1897499999999999,0.0842499999999999,0.1599999999999999,0.1574999999999999,0.081,0.3129999999999999,0.506,0.10525,0.14425,0.075,0.0785,0.355,0.1297499999999999,0.1515,0.11275,0.2837499999999999,0.14325,0.1395,0.15,0.1962499999999999,0.0954999999999999,0.078,0.1335,0.3155,0.09375,0.10875,0.0865,0.0817499999999999,0.11275,0.09825,0.186,0.2835,0.09025,0.09525,0.077,0.214,0.3435,0.0672499999999999,0.10875,0.0737499999999999,0.0384999999999999,0.0484999999999999,0.0685,0.5385,0.07,0.0197499999999999,0.09925,0.25075,0.0255,0.0755,0.1395,0.23125,0.04375,0.04625,0.1054999999999999,0.0354999999999999,0.09075,0.0812499999999999,0.0499999999999999,0.0915,0.179,0.138,0.09075,0.1545,0.05725,0.0707499999999999,0.25075,0.068,0.0225,0.0549999999999999,0.03825,0.0579999999999999,0.0474999999999999,0.0252499999999999,0.0534999999999999
Chaos Theory (2007),0.7577499999999999,0.74125,0.51125,0.3974999999999999,0.73925,0.45575,0.8752500000000001,0.51125,0.51125,0.27125,0.55725,0.47275,0.422,0.61925,0.7777499999999999,0.5445,0.55725,0.53325,0.3974999999999999,0.4515,0.27825,0.2299999999999999,0.50975,0.247,0.68725,0.7665,0.3047499999999999,0.1962499999999999,0.26775,0.698,0.2835,0.22175,0.18525,0.4509999999999999,0.265,0.4277499999999999,0.2734999999999999,0.2957499999999999,0.1947499999999999,0.2504999999999999,0.2977499999999999,0.25625,0.2115,0.15175,0.1312499999999999,0.2845,0.1599999999999999,0.10275,0.21925,0.2415,0.383,0.1387499999999999,0.124,0.1912499999999999,0.21075,0.35775,0.2105,0.7035,0.10575,0.1584999999999999,0.24875,0.1405,0.10625,0.1387499999999999,0.1044999999999999,0.10275,0.0625,0.2604999999999999,0.141,0.04675,0.249,0.0825,0.21625,0.1967499999999999,0.0825,0.3625,0.0652499999999999,0.1415,0.0675,0.121,0.0807499999999999,0.10725,0.131,0.41625,0.22875,0.0675,0.0732499999999999,0.08975,0.4097499999999999,0.1425,0.2229999999999999,0.0494999999999999,0.0384999999999999,0.069,0.16275,0.2917499999999999,0.237,0.05475,0.0675,0.0727499999999999,0.1084999999999999,0.1382499999999999,0.0802499999999999,0.201,0.0735,0.03425,0.04275,0.151,0.12375,0.0519999999999999,0.10725,0.0524999999999999,0.1004999999999999,0.09575,0.131,0.16575,0.1064999999999999,0.04075,0.0797499999999999,0.03975,0.04025,0.087,0.0474999999999999,0.0687499999999999,0.03125,0.04725,0.1144999999999999,0.1629999999999999,0.23525,0.04475,0.1104999999999999,0.0195,0.081,0.0225,0.068,0.123,0.8027500000000001,0.08925,0.04225,0.0329999999999999,0.0384999999999999,0.1327499999999999,0.0344999999999999,0.05125,0.0235,0.11375,0.04725,0.0444999999999999,0.08675
Tropic Thunder (2008),0.83125,0.95175,0.6245,0.8525,0.63625,0.97075,0.594,0.60575,0.6085,0.938,0.3389999999999999,0.60575,0.63975,0.5895,0.60575,0.42425,0.6045,0.5895,0.6675,0.54425,0.52275,0.48675,0.5405,0.424,0.49775,0.31725,0.3455,0.31325,0.32275,0.195,0.5405,0.2614999999999999,0.1735,0.18525,0.5405,0.30425,0.23375,0.24475,0.24325,0.215,0.2145,0.14,0.72,0.1805,0.32575,0.17475,0.28325,0.38675,0.21825,0.3894999999999999,0.15375,0.246,0.29425,0.11425,0.1352499999999999,0.1049999999999999,0.1317499999999999,0.11925,0.1815,0.1897499999999999,0.093,0.1235,0.2264999999999999,0.37,0.3492499999999999,0.09525,0.122,0.1639999999999999,0.1149999999999999,0.39325,0.18125,0.4525,0.3077499999999999,0.3335,0.1345,0.069,0.22375,0.2125,0.23575,0.0944999999999999,0.293,0.10175,0.0782499999999999,0.0757499999999999,0.14925,0.14725,0.11675,0.0717499999999999,0.3904999999999999,0.0697499999999999,0.147,0.093,0.075,0.6045,0.124,0.0687499999999999,0.288,0.401,0.1265,0.0822499999999999,0.0885,0.0865,0.0787499999999999,0.0755,0.08975,0.21575,0.0625,0.1024999999999999,0.0855,0.1835,0.98625,0.0795,0.087,0.03625,0.05875,0.04875,0.0852499999999999,0.0852499999999999,0.08,0.03575,0.10975,0.0722499999999999,0.069,0.05625,0.0265,0.1624999999999999,0.0812499999999999,0.03025,0.029,0.0827499999999999,0.03775,0.05725,0.04875,0.0429999999999999,0.0504999999999999,0.03275,0.0657499999999999,0.123,0.0564999999999999,0.05425,0.0805,0.1277499999999999,0.0935,0.0564999999999999,0.061,0.0627499999999999,0.04225,0.0379999999999999,0.0267499999999999
Hamlet 2 (2008),0.82175,0.86775,0.655,0.60525,0.54125,0.708,0.541,0.429,0.4115,0.7622500000000001,0.384,0.3914999999999999,0.46275,0.29125,0.8959999999999999,0.66525,0.556,0.42625,0.6155,0.54125,0.4745,0.3409999999999999,0.3475,0.4962499999999999,0.474,0.41025,0.55,0.3359999999999999,0.3682499999999999,0.23325,0.23175,0.4455,0.63375,0.21325,0.244,0.2825,0.24525,0.32325,0.27575,0.239,0.22725,0.1664999999999999,0.5825,0.1785,0.23225,0.8692500000000001,0.0939999999999999,0.17125,0.2105,0.32475,0.138,0.24075,0.14875,0.15425,0.132,0.27525,0.0569999999999999,0.12175,0.15525,0.17575,0.132,0.1049999999999999,0.17575,0.20725,0.1574999999999999,0.421,0.1885,0.1907499999999999,0.16275,0.371,0.10525,0.0969999999999999,0.304,0.1365,0.09625,0.2007499999999999,0.2095,0.174,0.118,0.18425,0.18075,0.08825,0.23025,0.1265,0.0569999999999999,0.08975,0.1262499999999999,0.0817499999999999,0.15825,0.14125,0.211,0.0752499999999999,0.12,0.09325,0.0832499999999999,0.09325,0.09225,0.1169999999999999,0.0797499999999999,0.11225,0.0792499999999999,0.1272499999999999,0.11825,0.1079999999999999,0.1584999999999999,0.0964999999999999,0.066,0.04575,0.0682499999999999,0.0837499999999999,0.4145,0.1302499999999999,0.0915,0.04475,0.0569999999999999,0.0635,0.0529999999999999,0.06025,0.076,0.0379999999999999,0.0292499999999999,0.0752499999999999,0.0479999999999999,0.0459999999999999,0.1785,0.1034999999999999,0.0474999999999999,0.0292499999999999,0.125,0.0444999999999999,0.15675,0.06025,0.11525,0.0389999999999999,0.0579999999999999,0.06175,0.0464999999999999,0.091,0.0524999999999999,0.04525,0.08675,0.23025,0.11475,0.0399999999999999,0.122,0.0574999999999999,0.05775,0.0349999999999999,0.1215
Burn After Reading (2008),0.8507499999999999,0.738,0.98775,0.76475,0.717,0.8772500000000001,0.98775,0.83375,0.83375,0.697,0.73525,0.92,0.73525,0.92175,0.83375,0.36875,0.5255,0.60725,0.60675,0.42125,0.52,0.32125,0.2985,0.4215,0.6025,0.4044999999999999,0.388,0.2684999999999999,0.59,0.2185,0.2847499999999999,0.3702499999999999,0.24625,0.11525,0.3409999999999999,0.243,0.24775,0.32375,0.14225,0.257,0.2035,0.1039999999999999,0.18675,0.48675,0.2324999999999999,0.09,0.786,0.1347499999999999,0.1505,0.148,0.254,0.23425,0.238,0.0727499999999999,0.3732499999999999,0.25925,0.15075,0.1895,0.297,0.15125,0.4024999999999999,0.15575,0.261,0.1947499999999999,0.23525,0.207,0.21275,0.23475,0.23425,0.1004999999999999,0.38325,0.83775,0.1785,0.40075,0.1245,0.50875,0.0519999999999999,0.17675,0.308,0.062,0.23375,0.32525,0.1004999999999999,0.09575,0.08925,0.2857499999999999,0.0454999999999999,0.09475,0.0484999999999999,0.065,0.49975,0.0802499999999999,0.0595,0.1215,0.0905,0.1937499999999999,0.1282499999999999,0.0514999999999999,0.0822499999999999,0.0702499999999999,0.08825,0.10275,0.11325,0.09425,0.04075,0.1669999999999999,0.0855,0.1425,0.0752499999999999,0.083,0.24075,0.05775,0.25225,0.14175,0.05325,0.0529999999999999,0.176,0.1735,0.03975,0.0504999999999999,0.0469999999999999,0.06225,0.05125,0.05975,0.2022499999999999,0.09225,0.0645,0.02975,0.016,0.0842499999999999,0.04025,0.05025,0.0524999999999999,0.02975,0.0419999999999999,0.0225,0.0464999999999999,0.20425,0.05925,0.05975,0.0524999999999999,0.04625,0.04275,0.1402499999999999,0.0549999999999999,0.03,0.0252499999999999,0.05125,0.0172499999999999
"Foot Fist Way, The (2006)",0.7502500000000001,0.77875,0.55575,0.86975,0.2415,0.86975,0.8115000000000001,0.4765,0.4765,0.32575,0.42425,0.398,0.43025,0.5295,0.4765,0.398,0.8792500000000001,0.3239999999999999,0.2947499999999999,0.4325,0.5285,0.131,0.2135,0.2975,0.374,0.25775,0.1917499999999999,0.3542499999999999,0.3189999999999999,0.14675,0.3325,0.44325,0.0895,0.133,0.24775,0.21275,0.27525,0.14325,0.0959999999999999,0.10925,0.2012499999999999,0.1475,0.15225,0.14775,0.2259999999999999,0.0875,0.1664999999999999,0.1385,0.1915,0.09225,0.128,0.087,0.09475,0.514,0.2125,0.083,0.24,0.1785,0.156,0.10975,0.185,0.0595,0.14725,0.1569999999999999,0.2875,0.0642499999999999,0.1074999999999999,0.1257499999999999,0.131,0.0665,0.2885,0.04425,0.146,0.5055,0.069,0.199,0.0564999999999999,0.127,0.078,0.03525,0.10025,0.09475,0.04975,0.067,0.088,0.1009999999999999,0.155,0.0409999999999999,0.0569999999999999,0.0419999999999999,0.1962499999999999,0.0569999999999999,0.0394999999999999,0.09075,0.0762499999999999,0.04175,0.09425,0.26325,0.0334999999999999,0.0745,0.0702499999999999,0.0584999999999999,0.1267499999999999,0.0737499999999999,0.05425,0.1594999999999999,0.0677499999999999,0.04075,0.06025,0.04125,0.03825,0.023,0.078,0.0765,0.0772499999999999,0.1315,0.0394999999999999,0.0657499999999999,0.0655,0.03025,0.04475,0.0344999999999999,0.0847499999999999,0.0349999999999999,0.0195,0.0837499999999999,0.0479999999999999,0.03925,0.0349999999999999,0.0177499999999999,0.078,0.017,0.0419999999999999,0.16625,0.0792499999999999,0.0197499999999999,0.03975,0.16375,0.04425,0.029,0.0469999999999999,0.03825,0.0469999999999999,0.0285,0.0217499999999999,0.0414999999999999,0.0207499999999999,0.03425,0.029
How to Lose Friends & Alienate People (2008),0.72325,0.83325,0.4885,0.54375,0.6695,0.667,0.45275,0.46425,0.44875,0.36375,0.49075,0.4679999999999999,0.52475,0.31625,0.39125,0.8027500000000001,0.2957499999999999,0.36675,0.6695,0.5145,0.55325,0.4892499999999999,0.36,0.685,0.37775,0.55225,0.4335,0.3309999999999999,0.174,0.2289999999999999,0.2584999999999999,0.4615,0.717,0.217,0.209,0.35875,0.38725,0.18175,0.146,0.1644999999999999,0.27425,0.1992499999999999,0.4599999999999999,0.21725,0.138,0.3712499999999999,0.15475,0.2017499999999999,0.2495,0.2485,0.172,0.484,0.2224999999999999,0.0885,0.2135,0.2239999999999999,0.1099999999999999,0.09275,0.15975,0.2015,0.59125,0.2314999999999999,0.1955,0.0682499999999999,0.15675,0.1405,0.18375,0.199,0.23475,0.09025,0.1385,0.1084999999999999,0.29125,0.17725,0.25975,0.127,0.0837499999999999,0.21075,0.0687499999999999,0.1569999999999999,0.2304999999999999,0.092,0.146,0.1405,0.08675,0.306,0.41825,0.4197499999999999,0.1372499999999999,0.4495,0.2405,0.0665,0.0662499999999999,0.08825,0.10675,0.085,0.22125,0.05625,0.0969999999999999,0.12125,0.089,0.09775,0.1957499999999999,0.0852499999999999,0.134,0.0534999999999999,0.119,0.0695,0.04075,0.1159999999999999,0.1064999999999999,0.1205,0.0822499999999999,0.10775,0.075,0.05525,0.0757499999999999,0.04125,0.1297499999999999,0.0272499999999999,0.05175,0.08725,0.0464999999999999,0.0692499999999999,0.0257499999999999,0.0802499999999999,0.0489999999999999,0.04875,0.0605,0.0434999999999999,0.04525,0.14775,0.0885,0.0262499999999999,0.05175,0.04725,0.0499999999999999,0.1049999999999999,0.05525,0.03575,0.05075,0.0682499999999999,0.1897499999999999,0.0539999999999999,0.03425,0.0695,0.0509999999999999,0.0444999999999999,0.03475
Soul Men (2008),0.8879999999999999,0.94675,0.595,0.7675000000000001,0.519,0.386,0.4912499999999999,0.5925,0.5925,0.6435,0.73675,0.568,0.265,0.5925,0.5925,0.60325,0.57475,0.35375,0.65225,0.4379999999999999,0.345,0.368,0.25775,0.3562499999999999,0.57475,0.39325,0.47675,0.35175,0.27125,0.54225,0.29725,0.274,0.16175,0.73675,0.14575,0.21175,0.212,0.42725,0.3652499999999999,0.26375,0.3635,0.209,0.33325,0.1795,0.1325,0.256,0.7265,0.1114999999999999,0.2219999999999999,0.1895,0.2524999999999999,0.2002499999999999,0.2274999999999999,0.217,0.17325,0.32025,0.74275,0.4635,0.17075,0.16925,0.0742499999999999,0.11975,0.4742499999999999,0.38275,0.15525,0.772,0.0702499999999999,0.2965,0.309,0.14575,0.2355,0.23775,0.12325,0.0842499999999999,0.10975,0.3442499999999999,0.1865,0.1922499999999999,0.14425,0.15775,0.1905,0.10325,0.3047499999999999,0.2189999999999999,0.2465,0.13,0.0827499999999999,0.353,0.59075,0.08975,0.03425,0.1725,0.3155,0.1392499999999999,0.12475,0.3065,0.0745,0.2925,0.03475,0.10925,0.195,0.1535,0.091,0.1644999999999999,0.568,0.0747499999999999,0.09025,0.0574999999999999,0.3315,0.0615,0.0449999999999999,0.118,0.10825,0.11125,0.14575,0.28025,0.2475,0.1029999999999999,0.0217499999999999,0.0539999999999999,0.075,0.0845,0.03075,0.04575,0.0847499999999999,0.0489999999999999,0.066,0.0647499999999999,0.31225,0.0459999999999999,0.0857499999999999,0.03675,0.0549999999999999,0.03625,0.076,0.0514999999999999,0.05375,0.0255,0.0627499999999999,0.02,0.02975,0.0222499999999999,0.0125,0.0399999999999999,0.0287499999999999,0.075,0.0625,0.05575,0.1114999999999999
"Gamers, The: Dorkness Rising (2008)",0.67925,0.8242499999999999,0.45125,0.8242499999999999,0.7509999999999999,0.54925,0.3535,0.479,0.5605,0.421,0.5485,0.5485,0.43425,0.369,0.39425,0.6715,0.95175,0.27175,0.4107499999999999,0.41525,0.20575,0.666,0.26325,0.281,0.3015,0.5705,0.4665,0.7935000000000001,0.12175,0.28,0.29,0.3027499999999999,0.2007499999999999,0.2415,0.4475,0.41225,0.2847499999999999,0.14125,0.0579999999999999,0.309,0.14975,0.3485,0.563,0.40325,0.2455,0.553,0.0865,0.36875,0.2239999999999999,0.2815,0.1004999999999999,0.24975,0.2917499999999999,0.11325,0.0837499999999999,0.10225,0.09725,0.05725,0.1159999999999999,0.17025,0.26225,0.14275,0.1139999999999999,0.14525,0.0795,0.1029999999999999,0.17475,0.10525,0.23325,0.09775,0.15225,0.1745,0.194,0.10075,0.1205,0.0645,0.0652499999999999,0.151,0.0564999999999999,0.2209999999999999,0.1679999999999999,0.10675,0.05225,0.20725,0.079,0.0797499999999999,0.0319999999999999,0.062,0.0579999999999999,0.0212499999999999,0.0287499999999999,0.0842499999999999,0.05575,0.083,0.0645,0.10625,0.1195,0.03525,0.16475,0.0469999999999999,0.081,0.10825,0.0855,0.0775,0.1659999999999999,0.1574999999999999,0.0429999999999999,0.0319999999999999,0.0232499999999999,0.03575,0.12425,0.1545,0.03425,0.1215,0.0162499999999999,0.0449999999999999,0.05475,0.0935,0.0732499999999999,0.04925,0.0762499999999999,0.025,0.0652499999999999,0.05775,0.06225,0.0277499999999999,0.1009999999999999,0.0474999999999999,0.17625,0.0314999999999999,0.18025,0.0489999999999999,0.0554999999999999,0.0324999999999999,0.0722499999999999,0.0305,0.0737499999999999,0.08775,0.0519999999999999,0.2534999999999999,0.1972499999999999,0.0529999999999999,0.03125,0.05625,0.04175,0.0282499999999999,0.0265,0.04675,0.0232499999999999
Funny People (2009),0.728,0.93875,0.4922499999999999,0.55775,0.391,0.55775,0.91125,0.692,0.692,0.52675,0.66825,0.48275,0.47675,0.692,0.9175,0.55775,0.4742499999999999,0.4205,0.51125,0.43225,0.4932499999999999,0.14475,0.214,0.29525,0.4742499999999999,0.4207499999999999,0.3,0.37775,0.38975,0.54025,0.249,0.45675,0.1262499999999999,0.40525,0.177,0.2214999999999999,0.28425,0.398,0.2299999999999999,0.1855,0.143,0.1144999999999999,0.12125,0.1995,0.151,0.146,0.0712499999999999,0.09725,0.25,0.2345,0.202,0.0745,0.0757499999999999,0.936,0.15325,0.33175,0.2299999999999999,0.272,0.1312499999999999,0.1327499999999999,0.1689999999999999,0.15475,0.58825,0.1644999999999999,0.355,0.0627499999999999,0.0984999999999999,0.2355,0.11725,0.1074999999999999,0.17825,0.18375,0.16675,0.47475,0.065,0.30625,0.11625,0.0792499999999999,0.09825,0.04775,0.1255,0.09225,0.1355,0.0662499999999999,0.10325,0.1159999999999999,0.0632499999999999,0.0795,0.1704999999999999,0.0822499999999999,0.65225,0.05125,0.0662499999999999,0.08875,0.78,0.1215,0.1257499999999999,0.1745,0.0675,0.0939999999999999,0.0757499999999999,0.10975,0.0752499999999999,0.0625,0.03975,0.0469999999999999,0.0805,0.0584999999999999,0.08,0.6955,0.16575,0.06,0.0905,0.0695,0.14675,0.584,0.0549999999999999,0.05975,0.05725,0.03,0.08,0.05375,0.05275,0.0682499999999999,0.05975,0.1815,0.11425,0.0404999999999999,0.05275,0.0489999999999999,0.05125,0.03825,0.05075,0.0564999999999999,0.04825,0.0725,0.0762499999999999,0.1285,0.0504999999999999,0.03675,0.03325,0.05975,0.0275,0.0722499999999999,0.02975,0.0637499999999999,0.0344999999999999,0.03975,0.03325
Observe and Report (2009),0.69475,0.70175,0.90825,0.4625,0.3295,0.664,0.9155,0.513,0.513,0.43975,0.37825,0.56575,0.56575,0.5485,0.513,0.3532499999999999,0.3195,0.7055,0.51825,0.40425,0.813,0.15575,0.3409999999999999,0.38375,0.53725,0.30225,0.26,0.5905,0.43775,0.21,0.291,0.3229999999999999,0.18225,0.1272499999999999,0.42425,0.23025,0.2239999999999999,0.17125,0.128,0.1272499999999999,0.1965,0.11775,0.218,0.284,0.1377499999999999,0.10875,0.1415,0.1977499999999999,0.138,0.15525,0.1887499999999999,0.081,0.1367499999999999,0.33475,0.10675,0.155,0.16425,0.2165,0.32475,0.1305,0.6695,0.16375,0.2324999999999999,0.2875,0.5915,0.0697499999999999,0.0845,0.1882499999999999,0.128,0.2155,0.1935,0.059,0.131,0.2975,0.077,0.0765,0.092,0.0667499999999999,0.0915,0.04975,0.11875,0.10025,0.3485,0.0635,0.06225,0.1059999999999999,0.0697499999999999,0.0747499999999999,0.062,0.1099999999999999,0.66275,0.05275,0.0675,0.086,0.09575,0.05125,0.0584999999999999,0.181,0.0905,0.05375,0.0795,0.0569999999999999,0.12075,0.086,0.0277499999999999,0.123,0.08825,0.1367499999999999,0.0845,0.09675,0.085,0.0434999999999999,0.05075,0.0875,0.4077499999999999,0.084,0.03525,0.081,0.04775,0.03225,0.05125,0.0479999999999999,0.0509999999999999,0.0677499999999999,0.03,0.0434999999999999,0.0434999999999999,0.0177499999999999,0.0349999999999999,0.03525,0.04675,0.0339999999999999,0.0459999999999999,0.0384999999999999,0.04075,0.029,0.0334999999999999,0.081,0.11725,0.04025,0.076,0.085,0.0539999999999999,0.0255,0.0354999999999999,0.0354999999999999,0.0499999999999999,0.03775,0.0205
OSS 117 - Lost in Rio (OSS 117: Rio ne répond plus) (2009),0.69175,0.8434999999999999,0.5695,0.8434999999999999,0.53375,0.933,0.2025,0.646,0.60475,0.62875,0.68975,0.54275,0.3662499999999999,0.4465,0.42,0.4475,0.28025,0.4034999999999999,0.92425,0.418,0.2614999999999999,0.67075,0.58875,0.31125,0.25825,0.2827499999999999,0.22325,0.239,0.1465,0.172,0.3219999999999999,0.14775,0.26425,0.1225,0.3135,0.27825,0.2714999999999999,0.1952499999999999,0.1315,0.2269999999999999,0.22475,0.23675,0.3235,0.15375,0.1325,0.087,0.99225,0.345,0.1684999999999999,0.3615,0.135,0.28625,0.2744999999999999,0.10625,0.28025,0.407,0.1175,0.32425,0.26825,0.2025,0.0539999999999999,0.2055,0.1589999999999999,0.0857499999999999,0.155,0.1034999999999999,0.31225,0.0984999999999999,0.142,0.29525,0.11125,0.0409999999999999,0.079,0.0329999999999999,0.1312499999999999,0.16675,0.11275,0.0939999999999999,0.0479999999999999,0.119,0.1307499999999999,0.16675,0.15825,0.08975,0.1455,0.0675,0.05175,0.14,0.0534999999999999,0.0735,0.03525,0.1555,0.061,0.8085,0.09275,0.1694999999999999,0.18025,0.0469999999999999,0.17025,0.04075,0.1089999999999999,0.27,0.05825,0.0389999999999999,0.1114999999999999,0.04625,0.04025,0.0825,0.0755,0.0242499999999999,0.0349999999999999,0.1054999999999999,0.0797499999999999,0.11025,0.05375,0.0504999999999999,0.2055,0.05075,0.04275,0.95075,0.0817499999999999,0.04775,0.05325,0.05175,0.0222499999999999,0.15525,0.05625,0.05875,0.0152499999999999,0.05975,0.03925,0.14375,0.0539999999999999,0.025,0.0757499999999999,0.0697499999999999,0.0434999999999999,0.0379999999999999,0.12025,0.1305,0.0177499999999999,0.0459999999999999,0.0334999999999999,0.16475,0.0665,0.03675,0.03475,0.0544999999999999,0.0167499999999999
Visioneers (2008),0.83525,0.67175,0.93825,0.67175,0.99125,0.93275,0.8720000000000001,0.7682500000000001,0.7682500000000001,0.23725,0.5935,0.7682500000000001,0.5935,0.33825,0.7682500000000001,0.64975,0.91175,0.3662499999999999,0.99125,0.48875,0.26425,0.1114999999999999,0.356,0.402,0.3595,0.41825,0.248,0.38375,0.3107499999999999,0.5705,0.2055,0.27,0.1114999999999999,0.34025,0.28425,0.22175,0.3399999999999999,0.1367499999999999,0.09325,0.2304999999999999,0.1775,0.1375,0.086,0.3017499999999999,0.1644999999999999,0.1185,0.20975,0.1982499999999999,0.195,0.1875,0.16325,0.1885,0.38975,0.0875,0.0984999999999999,0.2234999999999999,0.24425,0.29525,0.2135,0.1255,0.95125,0.15775,0.199,0.139,0.40825,0.1124999999999999,0.2264999999999999,0.10025,0.202,0.28825,0.198,0.0984999999999999,0.18275,0.0429999999999999,0.0677499999999999,0.059,0.1255,0.23325,0.17275,0.1149999999999999,0.0815,0.09925,0.837,0.077,0.11325,0.0657499999999999,0.08725,0.0295,0.04575,0.0847499999999999,0.0795,0.10025,0.0915,0.09525,0.1584999999999999,0.0885,0.7515000000000001,0.0539999999999999,0.0484999999999999,0.1305,0.069,0.12475,0.2015,0.06225,0.124,0.08775,0.06025,0.0504999999999999,0.05825,0.0384999999999999,0.05325,0.0414999999999999,0.0504999999999999,0.0484999999999999,0.05625,0.0747499999999999,0.0652499999999999,0.05525,0.0369999999999999,0.04425,0.12,0.1154999999999999,0.05675,0.05875,0.0127499999999999,0.0662499999999999,0.177,0.029,0.0662499999999999,0.1382499999999999,0.0682499999999999,0.0185,0.06,0.029,0.04625,0.029,0.0285,0.078,0.0489999999999999,0.0167499999999999,0.0419999999999999,0.0285,0.2977499999999999,0.063,0.0404999999999999,0.0324999999999999,0.0112499999999999,0.0559999999999999,0.017
