movieId,original,good,drama,mentor,greed,culture clash,runaway,vengeance,weird,melancholic,unlikely friendships,sacrifice,prejudice,independent film,catastrophe,adaptation,betrayal,life & death,islam,dialogue,period piece,childhood,drinking,life philosophy,chase,light,fun movie,family,very funny,surveillance,teen movie,fight scenes,transformation,predictable,survival,death,not funny,first contact,pornography,good music,creativity,fantasy world,nudity (full frontal - brief),doctors,underrated,stereotypes,small town,hospital,indians,british,bollywood,dysfunctional family,weapons,dreams,irish accent,classic car,awesome soundtrack,quirky,brothers,new jersey,1930s,race,california,computer animation,simple,alter ego,foul language,wartime,cancer,writers,women,too long,alternate history,queer,road movie,prison,nudity (topless - brief),80s,addiction,absurd,radio,multiple storylines,blindness,sexy,texas,film noir,memory,lawyer,censorship,internet,atheism,wilderness,rebellion,adoption,interracial romance,farce,mad scientist,pulp,island,hotel,god,new york city,ensemble cast,single father,immortality,father daughter relationship,san francisco,desert,directorial debut,homeless,made for tv,australia,camp,stoner movie,workplace,tokyo,hip hop,divorce,time,best of 2005,russian,ghosts/afterlife,buddy movie,stand-up comedy,hunting,potential oscar nom,notable nudity,nudity (rear),robert downey jr,documentary,too short,snakes,kidnapping,oil,fashion,los angeles,kick-butt women,trilogy,finnish,shopping,prostitution,wine,reality tv,goth,no plot,graphic novel,unlikeable characters,french,remake
Hipsters (Stilyagi) (2008),0.87575,0.829,0.829,0.77525,0.7677499999999999,0.829,0.829,0.7677499999999999,0.7962499999999999,0.6055,0.6565,0.568,0.5885,0.651,0.545,0.51225,0.48475,0.56325,0.6575,0.6195,0.49375,0.7549999999999999,0.42525,0.55075,0.2975,0.46125,0.61875,0.7605,0.5505,0.52225,0.3764999999999999,0.4177499999999999,0.395,0.4822499999999999,0.24375,0.29725,0.3575,0.2012499999999999,0.24,0.99175,0.597,0.66,0.344,0.2405,0.0717499999999999,0.357,0.1865,0.2817499999999999,0.20925,0.3705,0.4985,0.44275,0.21125,0.25975,0.172,0.2355,0.5445,0.4155,0.26325,0.142,0.1755,0.062,0.2867499999999999,0.21,0.42825,0.2324999999999999,0.071,0.568,0.21575,0.3,0.1034999999999999,0.1845,0.4705,0.17125,0.14925,0.268,0.1265,0.14375,0.2574999999999999,0.23275,0.2,0.373,0.15825,0.121,0.11125,0.24025,0.27825,0.0662499999999999,0.0954999999999999,0.16325,0.0847499999999999,0.11475,0.4545,0.20875,0.177,0.0722499999999999,0.08975,0.156,0.08,0.118,0.02975,0.0519999999999999,0.1937499999999999,0.064,0.04475,0.266,0.04075,0.11075,0.1375,0.0459999999999999,0.04075,0.17675,0.175,0.065,0.2224999999999999,0.2229999999999999,0.612,0.1905,0.20475,0.2002499999999999,0.976,0.2095,0.0152499999999999,0.1569999999999999,0.0127499999999999,0.0959999999999999,0.1624999999999999,0.145,0.1362499999999999,0.1295,0.2774999999999999,0.12,0.0237499999999999,0.03325,0.1965,0.0292499999999999,0.3105,0.16475,0.0635,0.0324999999999999,0.04825,0.0605,0.0489999999999999,0.4619999999999999,0.1952499999999999,0.0314999999999999,0.0182499999999999,0.0645,0.0125
Intouchables (2011),0.965,0.98825,0.98825,0.925,0.965,0.965,0.9145,0.8345,0.965,0.9115,0.98825,0.65725,0.8147500000000001,0.85825,0.69975,0.56875,0.54525,0.7355,0.253,0.8605,0.2977499999999999,0.5385,0.54025,0.74275,0.3355,0.65225,0.5205,0.241,0.86025,0.3655,0.178,0.48775,0.45275,0.2877499999999999,0.4802499999999999,0.21025,0.27875,0.25625,0.2239999999999999,0.60925,0.5585,0.214,0.3844999999999999,0.2455,0.284,0.551,0.14625,0.44775,0.10825,0.256,0.475,0.2674999999999999,0.2189999999999999,0.311,0.191,0.34025,0.58875,0.2917499999999999,0.31625,0.175,0.0954999999999999,0.268,0.0657499999999999,0.16525,0.639,0.1845,0.3485,0.1735,0.40475,0.24425,0.1382499999999999,0.146,0.243,0.1347499999999999,0.152,0.21425,0.2385,0.0807499999999999,0.3575,0.2564999999999999,0.1402499999999999,0.179,0.2289999999999999,0.12375,0.04475,0.185,0.25125,0.0519999999999999,0.0665,0.1287499999999999,0.17925,0.10275,0.15425,0.122,0.05725,0.45125,0.08,0.0775,0.079,0.14725,0.059,0.07,0.138,0.10325,0.12,0.60825,0.1014999999999999,0.0374999999999999,0.1589999999999999,0.38075,0.064,0.05425,0.0675,0.2189999999999999,0.09175,0.23375,0.17825,0.085,0.15875,0.079,0.081,0.09275,0.1987499999999999,0.10875,0.0514999999999999,0.15975,0.03375,0.0662499999999999,0.05525,0.0662499999999999,0.08875,0.03275,0.04225,0.0459999999999999,0.0509999999999999,0.04125,0.0394999999999999,0.092,0.0652499999999999,0.0777499999999999,0.0662499999999999,0.1347499999999999,0.0277499999999999,0.026,0.05725,0.0354999999999999,0.0262499999999999,0.8725,0.0277499999999999
Red Dog (2011),0.8405,0.95625,0.94875,0.941,0.72675,0.8354999999999999,0.7609999999999999,0.72675,0.7617499999999999,0.70075,0.95625,0.50475,0.4765,0.697,0.75075,0.5225,0.469,0.7609999999999999,0.50475,0.4167499999999999,0.48575,0.24725,0.5395,0.5,0.53,0.4197499999999999,0.4795,0.672,0.54125,0.40175,0.4725,0.4275,0.40525,0.4175,0.52575,0.833,0.29925,0.3465,0.358,0.2199999999999999,0.25825,0.2987499999999999,0.3179999999999999,0.16625,0.4317499999999999,0.66325,0.53775,0.53375,0.2817499999999999,0.387,0.15525,0.1972499999999999,0.22075,0.1084999999999999,0.5225,0.2329999999999999,0.5055,0.518,0.33425,0.152,0.1335,0.273,0.1995,0.577,0.18475,0.179,0.44375,0.11075,0.33025,0.15975,0.1932499999999999,0.1054999999999999,0.33225,0.1965,0.5425,0.21775,0.1405,0.0544999999999999,0.059,0.1589999999999999,0.1875,0.26325,0.202,0.11175,0.1664999999999999,0.09,0.3199999999999999,0.1445,0.0245,0.1275,0.34475,0.21575,0.05775,0.40025,0.1865,0.27275,0.1074999999999999,0.1185,0.2224999999999999,0.269,0.12075,0.0832499999999999,0.0935,0.0509999999999999,0.1144999999999999,0.18175,0.0777499999999999,0.143,0.1475,0.1252499999999999,0.203,0.975,0.1347499999999999,0.071,0.0399999999999999,0.09625,0.0757499999999999,0.0657499999999999,0.216,0.03325,0.1995,0.38425,0.261,0.0645,0.082,0.2017499999999999,0.1937499999999999,0.143,0.05525,0.059,0.0399999999999999,0.137,0.0632499999999999,0.0727499999999999,0.1927499999999999,0.0712499999999999,0.0657499999999999,0.0539999999999999,0.0807499999999999,0.3764999999999999,0.03375,0.1109999999999999,0.0692499999999999,0.0247499999999999,0.0625,0.061,0.0265,0.027,0.0292499999999999
"Impossible, The (Imposible, Lo) (2012)",0.909,0.89175,0.909,0.897,0.8612500000000001,0.909,0.89175,0.806,0.68775,0.909,0.8752500000000001,0.7285,0.7285,0.909,0.99625,0.3209999999999999,0.3035,0.8365,0.40425,0.40625,0.2445,0.51975,0.34225,0.3249999999999999,0.5385,0.437,0.31425,0.9145,0.3189999999999999,0.26325,0.3482499999999999,0.5385,0.279,0.99625,0.9475,0.79575,0.368,0.99625,0.3672499999999999,0.1674999999999999,0.34275,0.2534999999999999,0.2564999999999999,0.50775,0.28025,0.26425,0.09825,0.91875,0.33425,0.3047499999999999,0.2299999999999999,0.8647499999999999,0.5385,0.075,0.286,0.1292499999999999,0.073,0.16075,0.42125,0.2,0.0652499999999999,0.20925,0.123,0.2564999999999999,0.26775,0.134,0.2075,0.18425,0.37175,0.177,0.22025,0.11225,0.1805,0.119,0.12275,0.08825,0.0832499999999999,0.03725,0.0685,0.24325,0.09275,0.2065,0.123,0.15025,0.0787499999999999,0.077,0.178,0.0745,0.04625,0.1195,0.1475,0.1485,0.04575,0.309,0.16325,0.0989999999999999,0.1327499999999999,0.11575,0.236,0.7265,0.1405,0.0722499999999999,0.137,0.2744999999999999,0.09225,0.2135,0.1175,0.08,0.0775,0.1982499999999999,0.078,0.12475,0.0792499999999999,0.062,0.0642499999999999,0.1044999999999999,0.0707499999999999,0.2254999999999999,0.05525,0.0827499999999999,0.08925,0.1049999999999999,0.0579999999999999,0.09175,0.0797499999999999,0.086,0.0757499999999999,0.068,0.0439999999999999,0.0499999999999999,0.10775,0.0685,0.1164999999999999,0.0419999999999999,0.1265,0.05775,0.05475,0.0399999999999999,0.05075,0.09925,0.03675,0.0459999999999999,0.2145,0.03725,0.08725,0.0424999999999999,0.072,0.0404999999999999,0.072
Human Planet (2011),0.8474999999999999,0.8574999999999999,0.8474999999999999,0.7925,0.94525,0.94525,0.8474999999999999,0.84625,0.94525,0.94525,0.7622500000000001,0.50575,0.41625,0.7825,0.634,0.51075,0.3522499999999999,0.7825,0.306,0.60325,0.2194999999999999,0.58475,0.528,0.5955,0.5635,0.46825,0.66075,0.3175,0.418,0.305,0.3582499999999999,0.264,0.34225,0.3399999999999999,0.8452500000000001,0.198,0.4087499999999999,0.634,0.2784999999999999,0.44425,0.5405,0.24,0.2855,0.47675,0.37075,0.31875,0.29425,0.20975,0.2194999999999999,0.3125,0.15025,0.22875,0.17975,0.33375,0.1962499999999999,0.3115,0.44425,0.32675,0.2574999999999999,0.18125,0.20675,0.1995,0.16725,0.3175,0.18175,0.1594999999999999,0.132,0.084,0.17575,0.2674999999999999,0.184,0.214,0.15075,0.2465,0.1475,0.17425,0.1322499999999999,0.12225,0.1282499999999999,0.25075,0.23475,0.26625,0.1054999999999999,0.1475,0.11025,0.16075,0.1485,0.0285,0.258,0.55825,0.26775,0.2495,0.2885,0.143,0.189,0.2027499999999999,0.2415,0.146,0.18475,0.15025,0.0439999999999999,0.2199999999999999,0.1257499999999999,0.1317499999999999,0.0949999999999999,0.156,0.1574999999999999,0.3139999999999999,0.1345,0.21875,0.34225,0.0637499999999999,0.0742499999999999,0.1282499999999999,0.17975,0.3605,0.08925,0.0737499999999999,0.1942499999999999,0.0727499999999999,0.03625,0.15725,0.0845,0.09625,0.69325,0.22975,0.082,0.04975,0.0235,0.92075,0.23625,0.10325,0.031,0.1267499999999999,0.04825,0.0242499999999999,0.12475,0.1455,0.03225,0.05675,0.09275,0.09725,0.1342499999999999,0.05575,0.0627499999999999,0.0499999999999999,0.03225,0.06,0.0155
42 (2013),0.932,0.7909999999999999,0.7615000000000001,0.92025,0.7615000000000001,0.70875,0.8875,0.5955,0.5955,0.2905,0.52125,0.89775,0.9915,0.24325,0.7445,0.2395,0.33575,0.24325,0.932,0.33975,0.932,0.3087499999999999,0.177,0.4277499999999999,0.4067499999999999,0.24125,0.2875,0.3,0.22925,0.1385,0.304,0.2274999999999999,0.46575,0.32025,0.1352499999999999,0.10475,0.3525,0.23825,0.1505,0.1054999999999999,0.29625,0.211,0.20875,0.3612499999999999,0.17125,0.1297499999999999,0.1975,0.1995,0.21525,0.0964999999999999,0.2804999999999999,0.11325,0.1235,0.1275,0.201,0.15725,0.08925,0.138,0.2804999999999999,0.674,0.28925,0.3585,0.2815,0.176,0.1385,0.217,0.10425,0.11025,0.196,0.262,0.20525,0.0807499999999999,0.2634999999999999,0.1287499999999999,0.1599999999999999,0.08625,0.0344999999999999,0.0737499999999999,0.1119999999999999,0.09125,0.2804999999999999,0.08675,0.25325,0.09675,0.1262499999999999,0.1024999999999999,0.091,0.09375,0.1362499999999999,0.1445,0.0667499999999999,0.12325,0.0885,0.0852499999999999,0.1425,0.06,0.1119999999999999,0.1084999999999999,0.0785,0.142,0.0875,0.1029999999999999,0.0449999999999999,0.132,0.1902499999999999,0.0954999999999999,0.10075,0.024,0.074,0.0805,0.1957499999999999,0.0514999999999999,0.0697499999999999,0.05325,0.064,0.0635,0.1262499999999999,0.0595,0.09675,0.0742499999999999,0.05925,0.131,0.0429999999999999,0.0755,0.0389999999999999,0.04825,0.03975,0.04375,0.20925,0.124,0.0939999999999999,0.0267499999999999,0.025,0.04225,0.1099999999999999,0.04775,0.04075,0.023,0.0334999999999999,0.0242499999999999,0.03275,0.023,0.0434999999999999,0.0329999999999999,0.0242499999999999,0.0424999999999999,0.0195,0.0334999999999999,0.0469999999999999
Fruitvale Station (2013),0.97,0.91225,0.97,0.97575,0.91225,0.8554999999999999,0.8452500000000001,0.8554999999999999,0.835,0.8554999999999999,0.575,0.60425,0.8452500000000001,0.8554999999999999,0.5335,0.3655,0.7855000000000001,0.7075,0.53025,0.4327499999999999,0.15975,0.51725,0.6915,0.6185,0.4237499999999999,0.52375,0.3017499999999999,0.665,0.32675,0.483,0.27225,0.29625,0.3065,0.32325,0.7025,0.59525,0.364,0.22125,0.57875,0.25825,0.3107499999999999,0.203,0.39125,0.50725,0.18425,0.28425,0.21025,0.53975,0.0885,0.24475,0.1069999999999999,0.4952499999999999,0.46325,0.29425,0.1694999999999999,0.244,0.25825,0.28525,0.18675,0.2504999999999999,0.1674999999999999,0.6485,0.8805000000000001,0.14075,0.312,0.25425,0.4649999999999999,0.22275,0.23225,0.17325,0.2744999999999999,0.1614999999999999,0.0964999999999999,0.14525,0.20825,0.4097499999999999,0.25275,0.3552499999999999,0.7305,0.197,0.16225,0.1972499999999999,0.12325,0.16225,0.0905,0.10825,0.26025,0.177,0.2249999999999999,0.134,0.11175,0.2199999999999999,0.1495,0.26275,0.09375,0.18325,0.08925,0.1335,0.1074999999999999,0.1915,0.1109999999999999,0.17975,0.0702499999999999,0.1185,0.0524999999999999,0.2075,0.745,0.0832499999999999,0.35575,0.1584999999999999,0.1014999999999999,0.1044999999999999,0.093,0.1997499999999999,0.1285,0.14775,0.487,0.22325,0.09775,0.1109999999999999,0.0949999999999999,0.078,0.1495,0.256,0.25025,0.1345,0.124,0.06025,0.0695,0.1619999999999999,0.082,0.0762499999999999,0.1297499999999999,0.076,0.0765,0.27675,0.0822499999999999,0.0677499999999999,0.0237499999999999,0.1275,0.10875,0.0245,0.183,0.0519999999999999,0.06025,0.0265,0.0642499999999999,0.03575,0.0227499999999999
Bhaag Milka Bhaag (2013),0.8972500000000001,0.909,0.827,0.909,0.8907499999999999,0.8907499999999999,0.8907499999999999,0.743,0.8907499999999999,0.8907499999999999,0.6735,0.62375,0.62375,0.69,0.533,0.3275,0.6495,0.69,0.3632499999999999,0.8907499999999999,0.43325,0.74975,0.49,0.26725,0.4355,0.3309999999999999,0.2855,0.2975,0.6075,0.25575,0.14075,0.5115,0.5615,0.26325,0.08825,0.23375,0.37475,0.33125,0.51,0.82775,0.54975,0.21025,0.14625,0.09425,0.26175,0.11925,0.17125,0.1302499999999999,0.93225,0.21225,0.9865,0.23375,0.4355,0.4565,0.17225,0.05925,0.18625,0.1955,0.4459999999999999,0.1545,0.1644999999999999,0.18225,0.0579999999999999,0.10475,0.24525,0.21475,0.067,0.1912499999999999,0.216,0.21875,0.1634999999999999,0.4107499999999999,0.0677499999999999,0.21725,0.1362499999999999,0.16925,0.0484999999999999,0.08625,0.26775,0.156,0.1367499999999999,0.2385,0.05325,0.1689999999999999,0.12175,0.33125,0.1225,0.05375,0.0504999999999999,0.0755,0.16125,0.0645,0.1709999999999999,0.06025,0.1977499999999999,0.15125,0.0925,0.10175,0.1257499999999999,0.04125,0.2015,0.072,0.0939999999999999,0.1139999999999999,0.1639999999999999,0.15375,0.0404999999999999,0.0665,0.1495,0.17075,0.4147499999999999,0.39125,0.24075,0.3754999999999999,0.081,0.3425,0.3974999999999999,0.0815,0.0287499999999999,0.20325,0.09,0.02975,0.0645,0.4185,0.084,0.029,0.028,0.0202499999999999,0.0404999999999999,0.22975,0.0319999999999999,0.04275,0.03475,0.0282499999999999,0.04625,0.028,0.077,0.08775,0.38675,0.0077499999999999,0.031,0.04075,0.0185,0.03025,0.0434999999999999,0.05525,0.0349999999999999,0.0637499999999999,0.0052499999999999
Night Train To Lisbon (2013),0.76125,0.64775,0.782,0.6975,0.7885,0.76125,0.583,0.76125,0.7885,0.8765000000000001,0.5965,0.4175,0.3492499999999999,0.7235,0.4097499999999999,0.97625,0.45375,0.8407500000000001,0.60175,0.6675,0.5895,0.63575,0.61325,0.491,0.4479999999999999,0.17375,0.23975,0.192,0.1917499999999999,0.23975,0.3732499999999999,0.22575,0.3165,0.2234999999999999,0.2744999999999999,0.5665,0.3745,0.26775,0.273,0.239,0.2544999999999999,0.53925,0.27,0.5265,0.15225,0.1327499999999999,0.18525,0.3249999999999999,0.27775,0.3027499999999999,0.1287499999999999,0.1322499999999999,0.122,0.17675,0.135,0.1225,0.239,0.2055,0.0652499999999999,0.12175,0.2204999999999999,0.0742499999999999,0.11375,0.1285,0.18375,0.1965,0.0319999999999999,0.12275,0.1225,0.44525,0.16075,0.1392499999999999,0.069,0.267,0.20825,0.0657499999999999,0.23025,0.17225,0.3135,0.1957499999999999,0.1564999999999999,0.143,0.3924999999999999,0.209,0.1265,0.294,0.6995,0.017,0.11325,0.0895,0.53325,0.2314999999999999,0.1175,0.071,0.03025,0.08625,0.2485,0.17175,0.11975,0.40175,0.0852499999999999,0.0245,0.0647499999999999,0.025,0.622,0.0847499999999999,0.078,0.05325,0.0895,0.11025,0.0959999999999999,0.09975,0.06125,0.09275,0.1129999999999999,0.134,0.0282499999999999,0.247,0.1972499999999999,0.0197499999999999,0.14125,0.201,0.025,0.1262499999999999,0.0494999999999999,0.0379999999999999,0.04625,0.0459999999999999,0.0795,0.0479999999999999,0.153,0.1009999999999999,0.0667499999999999,0.0247499999999999,0.0157499999999999,0.0469999999999999,0.05475,0.09825,0.0979999999999999,0.05275,0.05575,0.06175,0.0252499999999999,0.22025,0.1765,0.0394999999999999,0.0212499999999999,0.0755,0.014
Rush (2013),0.92325,0.92225,0.93725,0.964,0.92225,0.909,0.8525,0.92325,0.82525,0.802,0.69775,0.7705,0.7705,0.671,0.74925,0.27975,0.71775,0.589,0.59125,0.61825,0.551,0.4795,0.4822499999999999,0.6275,0.688,0.39125,0.63725,0.2977499999999999,0.36175,0.63725,0.1654999999999999,0.58075,0.37675,0.347,0.41825,0.40375,0.349,0.374,0.45375,0.55025,0.3512499999999999,0.3129999999999999,0.24375,0.46225,0.3794999999999999,0.26375,0.21225,0.3974999999999999,0.16975,0.403,0.36575,0.1609999999999999,0.58075,0.3395,0.2804999999999999,0.27125,0.55025,0.266,0.31475,0.2115,0.1485,0.8607499999999999,0.275,0.16225,0.23975,0.382,0.4014999999999999,0.15125,0.1765,0.1372499999999999,0.2005,0.4385,0.2847499999999999,0.1684999999999999,0.18075,0.2877499999999999,0.1977499999999999,0.22775,0.22775,0.14775,0.24675,0.1937499999999999,0.08675,0.20975,0.09275,0.0989999999999999,0.18225,0.066,0.1845,0.1599999999999999,0.14675,0.1967499999999999,0.1845,0.093,0.084,0.0847499999999999,0.1044999999999999,0.137,0.12275,0.10375,0.081,0.1024999999999999,0.15375,0.06125,0.24725,0.1659999999999999,0.1292499999999999,0.0825,0.17125,0.124,0.122,0.1342499999999999,0.078,0.09025,0.0647499999999999,0.207,0.1987499999999999,0.0775,0.1059999999999999,0.1465,0.10775,0.1019999999999999,0.133,0.07,0.4227499999999999,0.1149999999999999,0.1014999999999999,0.0954999999999999,0.192,0.1342499999999999,0.0827499999999999,0.0835,0.0519999999999999,0.10175,0.1402499999999999,0.0675,0.0469999999999999,0.0939999999999999,0.0287499999999999,0.0197499999999999,0.04025,0.04875,0.063,0.0692499999999999,0.0737499999999999,0.0792499999999999,0.194,0.03825,0.0255
Miracle in Cell No. 7 (2013),0.91475,0.91475,0.91475,0.6705,0.91475,0.8127500000000001,0.8127500000000001,0.7875000000000001,0.78575,0.7355,0.87375,0.5445,0.5235,0.66525,0.54725,0.503,0.6695,0.66525,0.3824999999999999,0.7355,0.366,0.605,0.39075,0.2145,0.3065,0.24475,0.72525,0.45175,0.47,0.513,0.49075,0.69375,0.28025,0.24325,0.14125,0.29625,0.32025,0.29825,0.4195,0.3199999999999999,0.5265,0.33625,0.72075,0.38425,0.51425,0.183,0.206,0.201,0.2867499999999999,0.3585,0.539,0.867,0.3159999999999999,0.243,0.2774999999999999,0.64025,0.303,0.20625,0.1795,0.22075,0.17725,0.2027499999999999,0.11225,0.26625,0.2847499999999999,0.2185,0.29425,0.1952499999999999,0.16575,0.11625,0.059,0.1679999999999999,0.2865,0.3695,0.0742499999999999,0.72725,0.0389999999999999,0.1124999999999999,0.1629999999999999,0.187,0.0265,0.45375,0.31675,0.182,0.0379999999999999,0.17575,0.24475,0.392,0.1805,0.1089999999999999,0.09375,0.09225,0.1315,0.2025,0.22425,0.0672499999999999,0.0665,0.1124999999999999,0.0715,0.09,0.3259999999999999,0.08775,0.2435,0.3854999999999999,0.17125,0.9965,0.1305,0.05375,0.135,0.0419999999999999,0.2125,0.3602499999999999,0.0775,0.31525,0.093,0.26575,0.028,0.1555,0.0935,0.3185,0.0657499999999999,0.04175,0.0227499999999999,0.2012499999999999,0.0697499999999999,0.11325,0.0984999999999999,0.06025,0.063,0.154,0.0549999999999999,0.0359999999999999,0.1992499999999999,0.0459999999999999,0.0954999999999999,0.0265,0.1275,0.1064999999999999,0.08625,0.1679999999999999,0.071,0.06,0.0205,0.03075,0.08975,0.05425,0.0509999999999999,0.04675,0.0832499999999999
Philomena (2013),0.94425,0.94425,0.91325,0.976,0.91325,0.8567499999999999,0.8567499999999999,0.8365,0.75125,0.8600000000000001,0.865,0.62225,0.62225,0.8700000000000001,0.73025,0.949,0.8340000000000001,0.8700000000000001,0.90125,0.41425,0.54925,0.4835,0.425,0.38625,0.1885,0.4599999999999999,0.2865,0.63175,0.52825,0.1882499999999999,0.408,0.178,0.3185,0.3189999999999999,0.235,0.3235,0.3285,0.29925,0.292,0.27575,0.3135,0.3175,0.34325,0.5425,0.3425,0.3774999999999999,0.2907499999999999,0.33775,0.3129999999999999,0.583,0.524,0.62725,0.2425,0.3097499999999999,0.847,0.344,0.27575,0.3754999999999999,0.37275,0.207,0.203,0.1962499999999999,0.24875,0.16675,0.38125,0.14675,0.54875,0.22575,0.1992499999999999,0.32375,0.28,0.2274999999999999,0.24125,0.238,0.56775,0.1312499999999999,0.11825,0.1962499999999999,0.09,0.2022499999999999,0.0737499999999999,0.15925,0.15825,0.08975,0.1322499999999999,0.0984999999999999,0.2115,0.1945,0.15275,0.17225,0.77125,0.1955,0.15175,0.9815,0.072,0.12175,0.063,0.09725,0.1704999999999999,0.15925,0.77125,0.064,0.0509999999999999,0.32025,0.0802499999999999,0.1679999999999999,0.0702499999999999,0.05225,0.17175,0.127,0.14425,0.24875,0.064,0.0845,0.1699999999999999,0.348,0.0677499999999999,0.119,0.061,0.1325,0.1435,0.0444999999999999,0.0444999999999999,0.1059999999999999,0.0832499999999999,0.18325,0.0645,0.0494999999999999,0.0579999999999999,0.09325,0.12425,0.04325,0.17475,0.0767499999999999,0.059,0.0449999999999999,0.0394999999999999,0.02975,0.0605,0.0404999999999999,0.1059999999999999,0.15925,0.0369999999999999,0.065,0.04575,0.0469999999999999,0.03175,0.0755,0.022
Mandela: Long Walk to Freedom (2013),0.7385,0.7385,0.6515,0.82725,0.6515,0.4825,0.43,0.5985,0.7385,0.39875,0.53175,0.571,0.70425,0.71175,0.4882499999999999,0.3602499999999999,0.36775,0.71175,0.8745,0.30825,0.547,0.598,0.21175,0.7577499999999999,0.2694999999999999,0.14825,0.21375,0.28025,0.3692499999999999,0.1619999999999999,0.15825,0.16725,0.34775,0.63225,0.53375,0.23625,0.34775,0.25225,0.1947499999999999,0.0747499999999999,0.21975,0.2244999999999999,0.18,0.2554999999999999,0.1397499999999999,0.10225,0.0554999999999999,0.2554999999999999,0.1357499999999999,0.2435,0.20725,0.0777499999999999,0.153,0.0852499999999999,0.277,0.3219999999999999,0.4679999999999999,0.1272499999999999,0.1995,0.16025,0.05775,0.3117499999999999,0.128,0.21825,0.0999999999999999,0.16725,0.04875,0.1257499999999999,0.1659999999999999,0.179,0.21675,0.706,0.10275,0.11175,0.23475,0.7762500000000001,0.0115,0.0262499999999999,0.0795,0.0832499999999999,0.1937499999999999,0.0817499999999999,0.20375,0.0635,0.0579999999999999,0.0782499999999999,0.0765,0.17425,0.0727499999999999,0.06025,0.21925,0.185,0.24925,0.076,0.0574999999999999,0.0837499999999999,0.10075,0.119,0.44275,0.0444999999999999,0.0489999999999999,0.025,0.03475,0.0782499999999999,0.0949999999999999,0.03775,0.08875,0.024,0.0479999999999999,0.1865,0.09675,0.1305,0.0519999999999999,0.03975,0.0484999999999999,0.04175,0.05475,0.0695,0.1699999999999999,0.0215,0.03125,0.0737499999999999,0.1982499999999999,0.22175,0.1267499999999999,0.125,0.0885,0.03725,0.05525,0.071,0.03575,0.0182499999999999,0.0499999999999999,0.0252499999999999,0.071,0.0464999999999999,0.04375,0.0494999999999999,0.0182499999999999,0.031,0.0277499999999999,0.03925,0.05975,0.03,0.03325,0.03375,0.0334999999999999,0.0369999999999999,0.138
"Adventure in Space and Time, An (2013)",0.84975,0.78775,0.90575,0.885,0.78775,0.90025,0.90025,0.78775,0.90025,0.90025,0.47375,0.50825,0.50075,0.4712499999999999,0.68,0.61275,0.585,0.70425,0.8420000000000001,0.59625,0.8420000000000001,0.64525,0.3562499999999999,0.2877499999999999,0.34675,0.3642499999999999,0.1912499999999999,0.30425,0.27875,0.585,0.20525,0.20475,0.20925,0.23725,0.08725,0.147,0.33725,0.64475,0.24675,0.1545,0.40375,0.54475,0.40025,0.98025,0.24025,0.0855,0.25825,0.38425,0.26825,0.8202499999999999,0.0857499999999999,0.1357499999999999,0.1099999999999999,0.18525,0.1865,0.354,0.1099999999999999,0.261,0.078,0.0514999999999999,0.23975,0.1029999999999999,0.124,0.267,0.1942499999999999,0.127,0.12125,0.11575,0.24325,0.45525,0.38125,0.187,0.262,0.25775,0.16375,0.0949999999999999,0.1355,0.04375,0.1679999999999999,0.1375,0.21425,0.1337499999999999,0.216,0.11775,0.0409999999999999,0.36475,0.48,0.05375,0.273,0.1039999999999999,0.14525,0.05125,0.1535,0.05825,0.1525,0.15425,0.4075,0.1079999999999999,0.0785,0.22275,0.04375,0.1134999999999999,0.11675,0.14625,0.1649999999999999,0.12475,0.1124999999999999,0.0272499999999999,0.1347499999999999,0.05375,0.389,0.1387499999999999,0.11225,0.09525,0.0314999999999999,0.3087499999999999,0.027,0.15875,0.479,0.083,0.0632499999999999,0.1382499999999999,0.022,0.1515,0.0434999999999999,0.14975,0.03325,0.0389999999999999,0.0675,0.1395,0.09325,0.258,0.028,0.0579999999999999,0.025,0.03425,0.1262499999999999,0.083,0.0559999999999999,0.0272499999999999,0.03525,0.03575,0.17425,0.0499999999999999,0.0374999999999999,0.04325,0.0235,0.03375,0.03225
